term,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149
frustrated,-0.76490587,-1.0412971,1.6950376,-1.6299922,-2.538737,1.416378,-0.19234824,-0.32576582,-0.23812993,1.4363127,0.47126353,1.4628935,0.15026551,1.3879075,0.62307954,0.5081049,0.26971892,-0.6359408,0.56307787,-2.6018648,-0.2418373,0.20716272,-0.34142292,0.10438427,-1.5533789,1.4017408,-1.4732511,0.780333,-0.49895528,1.0658717,1.0208153,1.1285263,-0.058598626,0.4060764,-0.48780954,0.24876922,1.8733386,0.33375776,-0.49987423,0.13461655,-1.7525369,0.0068548047,0.72770154,1.2171782,0.16495182,1.6832215,0.16140811,0.52934706,0.4420965,-1.2533747,1.6248499,1.0260864,0.2285103,0.55811745,-0.6747583,-0.9432901,0.058465715,-0.28445968,0.8767821,1.2401375,-0.60346586,0.987657,0.44685185,0.11320481,-1.0019817,-0.3834048,-0.63502693,1.5145994,0.56517035,0.7516736,0.1794792,-0.28528306,0.43883047,0.74196213,-0.2745322,-0.34293452,-1.0188224,0.020027842,-0.36226857,-0.61489356,-0.041379035,-0.4659812,1.343383,1.1517705,0.36925778,-0.42769673,1.2984079,0.14934513,-0.48814064,1.8783534,-0.7776215,0.113344304,-0.2102367,-0.50810224,-0.0028957797,0.78510976,-0.82234794,0.29430068,0.7311718,-0.388609,-1.5295097,-0.5079769,0.17542708,1.1313932,-1.8539652,-0.5209754,-0.10537508,-0.017836638,-0.793499,0.015391721,1.058263,0.23610556,0.34856406,0.28141755,-0.44965312,-0.5284755,0.17061463,0.5752166,0.42026284,-0.43352216,-0.8568199,0.3368699,0.95128614,-1.7540858,-0.32375884,1.9130297,-0.36232737,1.0481728,-0.46924654,-0.6861834,1.039197,0.32042745,0.52425027,-0.4947862,0.56422454,0.7286131,-1.2339307,1.1250604,-0.07540435,0.923776,-1.2510408,0.14414899,0.83671397,0.76357543,-0.66716623,0.32322866,0.8796115,0.20712453,1.3023189,-1.6080619
miserable,0.25600654,-1.4485104,0.13228105,0.8910296,-3.2816467,-0.3182704,0.7478847,-1.3110166,-1.4140753,1.3332955,-0.117543936,0.44546944,0.8687429,1.0306281,-0.013518279,2.212249,0.17212565,-0.17265688,-0.17737778,-0.25328058,-1.8038499,-2.3946788,-0.23738609,0.38251266,-2.4951644,0.7836633,-0.70338637,-1.3742672,-0.528474,2.435565,1.1547868,1.5184107,-0.52452,-0.012043741,-0.25766045,-0.21237864,3.1831765,-0.5411962,-0.6883927,-0.4611055,0.4707006,-0.62647617,-0.850809,0.95297986,0.39421842,2.504459,-0.38990664,-0.56091976,0.7423226,-0.39934254,0.66619617,-0.8088393,0.3227873,0.6460344,-2.8655012,-1.2115711,-0.7686698,0.23617262,0.30382425,-1.8456503,-1.909024,2.1544802,-0.12594086,0.10260348,-0.47441715,-2.6416519,1.697894,1.9302503,-0.52159303,-0.5655341,0.71146894,0.102394536,-0.28720477,-1.2663215,-1.3169138,-1.0836358,-0.24533938,-0.18684602,-0.84016174,1.0495538,-2.1798267,-0.5738344,0.529922,1.5203508,0.6304188,0.8408885,1.4224242,1.0704017,-2.0805902,1.9461081,-1.4215521,0.22178364,0.2122297,-0.94065064,-1.0778022,2.8067336,-1.4038218,1.4146967,0.68853444,-0.25625417,-2.53811,-0.6070455,-0.23712146,2.869788,-0.83713186,-1.5610334,-1.227629,0.01853041,-1.7606053,-0.047913834,-1.7292991,0.59994996,0.3995022,-0.112049155,-1.2993481,0.07670694,1.5186956,1.979647,0.9106112,-1.2524538,-1.6337936,-0.35339507,1.2928942,-1.5555701,1.5858563,-0.28660932,-0.099572286,2.1339824,-0.52733815,-0.5549625,0.576882,0.10691479,1.3208047,0.6774377,0.69591475,0.33729342,-2.3245718,1.5862273,-0.77889216,-0.07176762,0.033514228,-0.40113416,-0.19301046,0.66914684,-2.6538856,0.3908851,-1.920654,1.3458773,1.2670642,-0.5044505
hopeful,-0.861273,-0.058407262,-1.2014484,0.10322129,-0.4787196,0.7136063,-0.6281525,-0.7636413,-0.2878054,1.3971717,1.0142145,1.8889817,0.7164713,1.8023461,0.06654902,2.0612867,0.32780692,1.7135891,-0.009382463,-2.0371878,-0.22577728,-2.019069,0.8250307,-1.4957575,0.24395585,1.2671705,-1.010024,0.2688627,-0.04994062,0.90845644,1.7746567,0.4313692,-0.7753173,0.53518325,-1.6957636,-0.6865204,2.5259051,1.0897499,-2.1105914,-0.23311509,-2.0327618,0.58121467,0.7516982,0.8363943,-0.94825494,0.7437822,1.8549194,-2.2820003,0.71631956,-2.4334342,0.85501647,-1.517757,1.6427779,0.34537157,-1.2167903,-0.61161363,-0.760157,-0.6646266,-0.74989235,0.17123638,-0.49499065,1.8590099,1.118672,0.42315117,-1.7254688,-3.9089665,2.624237,-0.15961568,-0.94053286,0.16993617,-1.2066915,-2.3499541,0.9131761,0.022567337,0.93234867,0.8161568,0.38764504,1.0138302,-1.3254291,-0.5055319,-0.338301,-0.08063586,1.6281736,1.1374818,-0.098656766,0.052866608,1.5306157,-0.6284128,-0.39867735,1.3419815,-2.0325177,1.012228,1.0818489,-0.47031367,-0.4065561,1.83553,-2.403922,1.2772223,1.0828586,0.7545093,-1.2961752,-0.2148914,2.2409105,1.8091697,-1.7995776,-1.149306,1.0345452,1.5426167,-0.33207142,0.8832235,0.24617693,-0.6767834,2.2147276,-0.23001012,-0.4137455,-1.3310213,1.3019469,0.7777764,0.8844847,0.038522903,-0.96569026,-0.12323273,1.2102206,-1.6881411,0.89939046,-0.058063485,0.3533283,1.3938972,-0.44147035,-2.3202155,2.8914752,1.5283164,0.99515724,-1.443723,0.6170735,0.5444948,0.22253938,0.436079,-3.3060877,1.0917757,-0.40861762,0.718519,0.32018545,2.046677,-2.6072254,1.2701044,0.940329,-0.40305352,1.2560141,-1.153219
heartfelt,-0.3970201,-0.20283782,-0.23481438,-1.4462451,-1.6107124,-0.103639096,-0.3035053,-1.2294648,0.121075645,3.4697435,0.8634411,1.6308486,0.019552477,2.6785107,-0.14678945,1.4742515,1.8139759,-0.6945702,0.29445797,-1.1218354,-2.2224414,-2.7089725,-0.23365483,-1.769716,-1.5561755,1.988589,-0.5217258,-0.21439435,-0.35371357,2.2612534,-0.122897625,2.289095,-1.8310597,0.1092828,-1.5129088,0.29600966,1.4031713,0.8348936,-1.9658945,0.59577525,-0.7184684,0.7026943,-1.1115552,1.2655089,0.2404665,0.4968004,-0.7341318,-1.1018946,0.36957425,-0.93419206,-0.58244556,0.35073978,1.4954746,0.38988912,-1.0032481,-0.998649,-0.685811,-0.4650973,1.4833151,-0.6136991,-0.15491109,1.1424538,0.44860476,1.2755686,-1.6148034,-2.9272747,0.50654745,0.69203675,-0.66323847,-2.5385013,-1.3500879,0.046419684,-0.5449857,-0.53762,-0.7157497,0.35433874,-1.8338264,-0.4618054,-1.392303,0.8996452,-0.3891358,-1.8809421,1.484264,1.1272231,-0.1011999,0.06723825,2.5230465,-0.68404317,-0.09395375,1.7944006,-1.0792149,-0.25794294,-0.666441,-2.1266682,1.2136563,2.5237992,-1.9157919,0.7870154,-1.2438552,-0.23596215,-3.467173,0.014191649,-0.633965,2.751916,-1.2374285,1.0008863,1.7337588,1.0491415,-1.0575258,1.0012453,-0.119391255,2.60655,-0.7365702,0.52055025,-1.5794514,-1.5162617,0.94705445,1.1125591,0.8868969,-0.65502656,-0.07437606,-0.63181317,0.382454,-2.0817657,0.09710433,0.9354597,0.5689746,1.2962222,0.8111904,0.8151649,2.625562,1.5723209,1.0764012,-0.791882,0.3820429,1.7922162,-0.9417559,-1.2609965,-1.213944,-0.61655515,-1.5900017,-0.3371544,1.7864124,-0.17623183,-1.2215521,-0.17033966,-0.15664558,0.19649982,-0.4539316,0.37118366
interested,-0.11446613,0.95437694,-0.5426087,-1.2039207,-2.4637747,0.97566444,0.11626314,1.2999094,0.6488376,1.0395359,0.21671078,0.03435719,0.40425795,1.3750653,-0.013090836,1.3594077,0.45064342,0.17125227,0.60216683,-1.9340278,1.1119671,-0.30337998,1.0541471,-1.1300925,-1.6983927,0.83618426,-1.9247283,0.34384117,-0.76528513,0.22930966,-1.0885231,0.75995505,-1.0725789,-0.33171177,-1.0148007,0.9870331,2.9840355,0.9326394,-1.4870534,-0.48680088,1.0448784,-0.65930396,0.35911563,0.14803025,-0.64699715,2.5169542,0.46179363,-1.772615,0.97646534,-0.2853349,0.2976107,-0.8970302,1.2664331,0.26350614,-0.15509255,-1.2926112,-0.8264986,-0.74498844,0.39854616,-0.20486666,-0.2215244,1.0972723,-0.9332946,-0.7156868,-1.8526274,-2.944241,2.0923302,0.123212345,0.43341273,0.646021,-0.77141756,-0.69257474,-0.9570495,-0.2045134,-0.124731,-0.19834705,0.30568632,1.6486386,-1.838238,0.48052564,-0.4689702,-1.0418334,0.21867976,-0.8782811,0.46904385,0.49622783,-0.42848963,-0.11530203,1.2805384,2.808215,-0.5389129,-0.899518,-0.22539383,-1.9567895,-0.86749357,1.7948484,-0.652431,0.3449511,0.7148414,-0.10701856,-2.110534,0.2521745,0.6188502,0.31241083,-0.60507727,-0.7244649,0.62325144,1.4419789,-1.5248784,1.024541,-0.3874035,0.967113,0.3640919,1.3269392,-0.07946336,-1.2999216,2.6774287,0.18099512,1.3349578,-0.5009479,-2.510703,-0.4893818,1.0959872,-1.8101189,2.4520726,0.35132504,0.6869153,1.181414,-1.0109069,-0.85096526,2.9138565,-0.4188102,-0.056425758,-1.4462947,0.4393458,0.5754792,-0.6988877,1.0962936,-0.56463933,0.4787139,-1.3449204,0.6747351,1.6067548,1.4053088,-2.3453736,-0.004920589,0.31750384,-0.5453342,1.3920407,-1.2555939
comfort,-0.7722685,-1.0708573,-0.7123233,-1.5380856,-3.2768075,-0.3307406,-0.9883125,-0.26804343,-1.5283301,1.6607049,0.23036219,-0.8922539,0.5145659,2.0193799,-0.7640526,-0.8019204,1.8310257,0.5713504,0.622057,-2.42402,-1.4673581,-2.8447433,-0.7836376,-0.8257693,-1.6899784,1.4056481,-1.6252009,0.40895703,-3.9016335,0.9487186,1.0198884,1.3870561,-0.16056846,1.386143,0.21154226,-0.074802324,1.9995073,1.116611,-0.55318654,-1.598492,-0.0586925,1.0810848,-0.89704293,0.15446149,0.59884346,0.7128653,-0.018833458,-0.53067786,0.9284498,-1.0842595,0.48929614,-1.544265,0.6647743,-1.4513434,-0.67992103,-1.6674683,-1.7964739,-1.0639259,-0.13628359,-0.46004084,-0.7328151,-0.051082607,-0.65593225,0.7942501,-1.0564334,-2.0575268,2.920541,0.5167249,-1.9842176,-0.76509994,0.1486253,-2.49839,1.375888,-0.19041434,0.42645824,1.9384521,0.2966788,0.9688365,-1.2458594,-1.1147363,-0.5877823,-1.897436,1.695891,2.3986092,-0.15291888,1.5167819,1.8495357,-1.594248,-0.656812,0.6157294,-0.5204729,-0.74906033,-0.46024624,-1.0553018,0.6851968,2.2948096,-0.98698044,1.3168682,1.11724,-1.1976038,-2.4058564,0.33226988,-0.26357827,2.235928,-1.2665586,-1.9349601,0.8314608,1.1930494,-0.84370077,0.052715957,-0.73215926,-0.2486267,1.3398119,0.14170587,-2.0165408,-0.31287497,-0.7274249,-0.21260142,0.79671395,-1.2446718,-1.1783779,-0.33565828,0.648177,-2.789474,2.5853317,-0.34401315,2.5125434,0.8375257,0.79609305,-1.0970777,0.9895072,1.1506125,0.020386102,0.39263484,-0.12280389,-0.005940315,-2.547816,0.0640313,0.06660847,0.99913955,-0.17063469,0.3232735,1.2635012,0.9315699,-1.6854347,-0.44471574,-0.7124858,-1.546842,1.2610912,-0.9967843
ambition,-1.5190035,-1.0460229,0.055579174,-0.35889474,-0.3949189,0.49513498,-0.015884558,0.16538852,-0.69604963,0.22445896,0.3738459,-0.4515474,0.95640457,0.73964953,0.76805824,0.6979375,1.4580398,0.0076726065,-0.39389682,-0.34145328,0.022778425,-0.75248283,0.37345976,-0.30433333,0.33688602,1.5545923,-0.84466255,-0.27153093,0.043975294,0.15795363,-0.122885294,1.3238955,-0.5343113,0.5058829,0.97238886,-0.62361014,2.54148,0.09725097,0.8434613,0.12156343,-0.02849667,-0.52977324,0.8559139,0.9590172,-0.05867188,1.0234544,0.3648123,-0.58758706,0.28272334,-0.15878513,0.654137,-0.81244093,0.80045325,-0.44284996,-0.37197554,-0.1703554,-0.9096155,0.8588032,0.82442504,-0.13947204,-0.84590375,1.4944205,1.7849951,0.26427642,-1.331121,-0.17292494,0.39702252,-0.11457444,-0.37088358,-1.433045,-0.7577111,-0.6158321,1.6142395,0.24005952,0.20032586,-0.018644601,1.1160485,1.1147492,-0.18824787,0.021049444,-0.70109314,0.63853985,0.48407835,0.4844598,-0.8440846,0.20414087,-0.18322222,0.38926208,-0.4217881,1.1705768,-0.578672,0.4840745,-0.2334951,-1.2660023,0.98488826,0.73756576,0.12208146,0.7940038,-0.22055738,-0.42159778,-0.32032654,0.124419905,0.59849364,1.8337407,-0.96491265,-1.0537628,0.18894292,0.056146447,0.45448086,0.1696778,0.9582328,0.05286932,0.1506603,0.5353012,-0.5148492,-0.6321446,0.10013043,0.111699656,0.4243793,0.10324598,-0.999911,-0.7690829,0.3304031,-0.8398547,0.571675,1.0914289,0.3069621,2.0020885,-0.24379162,-0.5979286,-0.48014507,-0.10010963,-0.07164292,0.9520199,0.6459336,0.3580766,-0.24839798,0.20585501,-0.28289378,1.0056363,0.3277562,0.87077844,0.14334212,0.4972518,-0.6531936,-0.13074948,0.18067968,0.19804941,0.81240237,-0.21834406
optimistic,-0.8500476,-0.1492201,0.25839677,-1.885845,-1.3124875,1.8322883,-1.651812,-1.7634562,-0.8794048,2.5105531,1.2527783,0.5347842,-0.351573,2.28761,0.49637032,0.73026025,2.2301607,-0.5778962,-0.41114843,-1.5781128,-0.32872617,-2.1436641,1.7131526,-2.7266867,-1.6659021,2.092291,0.8158944,-0.7186687,-1.1278906,2.1418803,2.2491302,0.678514,-1.6753446,1.2526389,-0.74306154,1.0529653,1.9123737,1.3781459,-0.6374045,-0.72936875,-2.3949382,-0.7483657,0.8480161,0.16411084,-1.1071512,1.6281928,-0.28264517,-1.3358386,-1.0906001,-0.6177676,2.0875688,-0.31250072,-0.22914106,0.67092746,0.9170356,-0.8495621,0.17656794,-0.401464,2.082795,1.3493371,0.6433262,-0.8330356,1.8221068,1.8722427,-1.2580738,-1.0034562,1.7281401,-0.32455823,0.95872486,-1.2955962,-0.80970645,0.20080434,2.1147304,0.017659873,-0.7534374,1.122392,-0.81203705,0.79607016,-1.5713266,0.39350766,0.027972793,-1.1898874,-0.31667942,1.7420013,0.2956396,-1.3524739,1.5050484,-1.2352167,-1.2354839,3.685022,-0.06026945,-0.2395676,-1.6888274,-1.2503774,-1.2013685,0.4131904,-1.0628444,2.625774,1.7533578,1.2004801,-0.9267144,1.0064439,0.21557458,0.7278295,-1.2441651,-1.7695848,0.44127172,0.7992972,0.4302855,-0.41778755,0.6859231,-0.59342086,-0.47564173,1.3247192,-0.9922775,-1.5956088,-0.20355369,1.1493591,0.51910675,-1.4368368,-2.1028428,-1.2816503,1.1047978,-1.1508653,-0.25610328,0.71753675,0.143873,1.1565564,0.6172976,-2.4475324,1.3779753,0.3960656,1.3055232,1.7439783,-0.326503,0.15532589,-2.6158285,-0.2785055,-0.28105024,1.9624704,0.106856205,-0.17418493,1.6654584,0.9733196,-2.2332227,-0.871867,0.46577525,-0.065021545,3.0752292,0.12650186
alarm,0.8252961,1.9164007,-0.46319205,0.7285891,-2.6972985,0.2762812,0.56716204,-0.69903237,0.46962523,1.5862186,1.5186145,0.40828815,1.8207078,0.9925655,-0.18202296,2.193392,0.6078863,0.0722769,-0.7451345,0.34780487,-0.0151221845,-2.5814106,-1.4421896,-1.3214384,-1.4857144,-0.6449402,-2.279987,0.7403622,0.41586506,0.1676012,1.5589699,0.15334187,0.0999152,0.13461377,-1.0114622,0.38520458,2.3880022,-0.7902477,-0.20511988,0.3544171,0.95545375,-1.6930113,-0.8840647,0.9202047,0.107935116,3.0649023,-0.07814034,-1.1152703,2.5133662,-1.1799273,1.7101198,0.043713488,0.93912274,-0.0065195304,-0.85196894,-1.1553867,-0.088161364,0.52111936,-0.37470028,-1.6503552,0.5901425,-0.13686666,1.4350408,0.5892946,-0.76692104,-1.6507623,0.75623256,1.5478423,2.3611047,-0.009468696,0.0867784,0.16112845,-0.11431846,-0.90903324,-1.1909193,-2.1780176,0.10374,-0.112189725,-0.92079186,0.08851449,1.2260188,0.6110077,0.3114302,0.5034504,-0.95951635,0.41487393,0.7760108,2.7559042,-0.36067674,2.8725467,0.7687957,0.31002593,0.48170438,-1.7831662,0.3594583,0.3456891,-2.231926,2.6126037,0.044433042,0.10599397,-3.0333197,0.13044643,0.98297954,1.2216846,0.29384586,-0.8013094,0.49012762,0.6512291,-1.4102525,0.41383645,-1.551794,-0.7433762,-0.18272887,-0.29799464,-0.5992417,-1.8252316,0.18901557,1.1074302,0.86574227,-0.57389295,-1.6714004,-0.083364554,0.055450864,-2.0564754,1.0050124,-0.24307944,2.2031198,1.2472446,-0.151147,-2.4384885,2.4768934,-2.9193845,1.9251342,-0.39205545,0.01645979,1.9245175,-0.53040737,-0.37240762,-0.26033652,0.65932006,-0.35431588,-0.45649037,0.9765137,1.2156576,-4.5351577,0.2523813,1.1906941,-1.0932417,0.6001832,-3.325851
triumphant,-0.37604696,-2.6246328,0.5132858,-1.6312872,-0.839565,0.976485,-1.0421717,0.3592414,-0.97385776,1.6536701,1.4412678,0.8232261,-0.5180751,2.9705815,0.60948384,2.362646,1.3541136,-0.2692569,0.26855588,-0.6989177,1.3849498,-1.9723336,0.113896824,-2.0740364,-1.5951192,2.2360506,-1.3867416,-0.30150235,-0.6537531,2.4686139,-2.416964,1.7104989,-1.1105856,1.2685444,-1.1302596,-1.1514783,2.4234219,-0.43630728,-0.95720756,-0.7632455,-2.143128,0.042299367,0.7308074,0.52607393,-1.089018,0.7872744,-0.1018537,-0.5888542,0.72503436,-1.4336677,0.28583562,-0.35678524,-1.2165462,-0.53041774,-0.4664559,0.32503372,-0.1253458,-0.046287537,0.72903824,0.6974693,-1.3396736,1.6765989,0.8109097,1.7536255,-0.7574613,-2.9635997,0.2793701,1.4202218,1.412306,-0.65669185,0.27485615,0.9522063,1.7628951,-0.85034364,1.770419,-0.298669,-0.3978918,1.4433681,-1.4281286,0.21987893,-0.40239322,0.8402582,0.06192468,1.9140971,-1.1194192,-0.076402456,0.4802466,0.51344365,-0.25624147,1.5526139,-0.7554463,0.10184535,-1.4886001,-1.0639917,-0.57030934,0.48981276,-0.11622444,0.9612533,1.163454,0.5875414,-3.5133832,-0.31503877,-0.212871,1.6795992,0.788851,-0.56285316,1.1454617,0.06459525,-0.12781513,0.66033405,-0.94795084,-0.1915411,1.3271239,0.04820458,-0.5421897,-1.3023319,0.7397558,1.6766405,1.037279,-0.62971133,-1.4744667,-0.5916547,2.0706768,-1.520096,0.8890835,-0.03472288,-0.0071487506,0.1174992,-0.7095717,-2.2490394,1.6483468,1.4389697,0.18281327,0.22768213,-0.984483,0.15800177,-0.32015204,1.6755677,-1.3032743,0.45816916,0.092705585,-1.3252451,1.1639943,1.065294,-1.8141308,-1.4281546,1.726775,1.2195811,2.2463372,-0.110154174
glad,-0.8528855,-0.27341464,0.02298375,-0.724606,-2.364266,1.644431,-0.2931779,-0.094269045,-0.25522593,2.1085968,-0.4179487,0.8402643,1.1897486,1.0415989,0.3782952,-0.37711263,1.6458569,-0.091615416,1.3996532,-1.5743892,1.4070419,-2.645029,-0.045402993,0.6084588,0.5382492,0.6602674,-0.048012868,-0.28246695,-0.8020632,2.6601975,0.2562998,1.5022881,-0.25158268,0.06803048,-0.82683945,0.4634897,2.3591466,1.8459772,-1.1189705,0.76431936,-1.0214185,-0.05078689,1.0444825,1.5357566,0.83378583,1.9387761,-0.28324077,-1.0287946,-0.4473571,-1.652886,0.010927555,0.8682464,0.8376275,-0.18251525,-0.24843268,-0.92685115,-0.19602036,-0.2103068,0.30875412,1.7940004,-0.37080532,0.8980901,0.035071287,2.5566187,-1.7862935,-1.1592959,1.3440299,0.9844504,1.1735144,0.16649315,-0.08793464,-1.359133,0.85520613,-0.6641963,0.057798244,-1.1756861,-1.120942,1.4627935,-0.4683831,-1.826499,-1.1050092,-1.5917791,1.6128237,1.5966649,-0.3164523,0.061296683,0.48496947,-1.8882663,1.1641754,3.484235,-0.7024583,-0.59096235,0.65365523,-1.4482294,0.095010936,2.1743245,-1.4151131,1.7524036,0.95823985,-1.5145193,-1.79902,-0.47053128,0.51529944,0.7033726,-1.7980566,0.11841046,-0.4306927,-0.30867594,1.1048175,1.2260847,0.10098151,1.4146613,-0.48173746,3.129321,-0.7216577,-1.8430212,1.0591682,-1.7677169,2.0215092,0.7537936,-1.4860964,-0.8458543,0.18113028,-2.3091,0.7228082,-0.7070606,0.8242066,1.3365673,-0.5058963,0.284053,0.57824796,0.6003868,2.3783703,-0.9577572,1.5915838,1.5137776,0.53282845,-0.6088295,-0.13007998,0.38193962,-0.29422262,0.49614182,1.4068935,0.043722894,-2.3797078,-0.6308327,0.36445403,1.0685725,0.9135004,-1.4654772
sarcastic,-1.0581514,-2.275669,1.6105536,-0.3661914,-2.8887403,0.99466956,0.9736673,0.27477053,-0.12132821,1.0930293,1.1271161,1.5348148,-0.72377914,3.0958903,1.457852,1.3995289,-0.05257753,0.2599928,0.58247113,-0.5918723,-0.7473844,-1.9917891,-0.5759512,-0.87209475,-1.852572,3.4101515,-1.1540481,1.2797775,-1.2675855,2.22483,-0.3390649,1.7171099,0.48605165,0.75537926,-1.1852528,1.9524381,2.1606486,0.91126955,-1.6603662,-0.7929349,-0.0019360258,0.51775783,0.24306466,-1.1147178,-0.35685125,1.4976057,0.42216387,-0.50100386,1.075942,-2.0337253,-0.14449087,0.6286753,2.1858485,-0.41517857,-2.913986,-0.85111547,-1.1672184,0.13786477,-0.11206956,0.40232414,-1.5939531,0.8564583,0.61256844,-0.12510294,-0.32640982,-1.5366255,1.5140969,0.44415727,1.3467337,-1.0593737,-0.8054499,-1.4389203,1.4500993,-1.2070727,0.49220717,-1.6535314,0.5133813,-0.6148048,-1.0347401,-0.41640905,-0.19371068,-0.35476965,-0.016317422,1.8750587,0.16668719,-0.0819839,0.6852436,0.68466026,-1.0125334,0.8051998,-0.8219303,0.51864624,-1.7765486,-1.855282,2.2661483,2.0097647,-3.0324097,2.8614683,0.309051,0.6977556,-2.5922065,1.7616667,0.79865915,0.97275674,-1.3309848,-0.2095661,0.90976024,0.47645202,0.4365326,-0.49536222,-1.6645215,1.9227118,-0.2241535,0.07740316,-0.037812367,-1.3437674,-0.14009987,0.3137736,0.11133851,-0.8602412,-1.4051234,-0.10636758,1.2552296,-2.400223,0.8721365,0.96530026,0.13621406,2.6807723,0.30186456,-0.31713355,0.84884226,0.5214097,-0.31637397,0.33870557,0.8540662,2.108568,-0.96839184,1.5609151,-0.66384596,1.9785062,-1.2841147,0.95074445,1.0645379,0.28455538,-0.98061556,0.51907694,-0.682916,-0.12644131,2.1628077,-2.2173922
pensive,-0.39279082,-0.100346565,1.1480141,-0.09931134,-1.2547274,0.14154972,-0.055233147,-0.25142962,-2.5568438,1.6331743,-0.48371112,0.46307942,-1.9860271,1.4309484,0.054853845,1.8295746,2.348585,0.1857565,1.1176406,-1.3536086,1.0974147,-3.1472335,-0.77786833,-0.6141403,-0.48916483,0.34766895,-0.2078175,-1.0615352,0.3797611,1.6792564,1.050297,0.17572133,-1.1673273,0.4591964,-0.8842726,-1.240513,2.8527794,-0.32282838,0.39424676,-2.059458,-2.453817,-0.8965358,0.47110325,2.2069798,0.50512034,1.3385341,0.2472725,-1.5067161,-0.9667959,-1.0351769,0.91033226,-1.2293735,1.0416443,-0.9102435,-0.9507814,-0.4196728,-0.6301744,-0.9890789,0.37254992,0.13287033,-0.4622938,1.6071613,0.43470272,1.3364927,-1.6671809,-0.67452765,2.1987796,0.5122597,-0.41861588,-0.80472714,0.5745766,1.0961661,0.8194003,-0.16266912,-2.3402727,-0.7054986,-0.596364,0.2117942,-1.4148142,0.831967,1.0368103,0.21460569,1.0234581,1.9445326,0.29580432,0.94257504,1.545035,0.7551178,2.9822953,2.1915953,0.5870672,0.3158409,0.87070286,-1.6383786,0.81514484,0.49172923,-1.6213915,1.0029074,1.4894226,1.3484101,-0.8986215,0.5403364,0.8372689,0.99333024,-0.62329614,-0.6330852,-0.19153838,-0.80043685,-3.1096022,0.293527,-0.4093504,1.0269994,1.2562405,0.90908253,-0.47932225,-1.7205087,0.63095105,0.40657106,0.9105432,0.29346398,-0.92436945,-0.16654558,1.5177082,-1.4125067,1.0580591,0.05989449,0.4408781,-0.04984025,-0.07395624,-1.4988589,2.526413,0.6420881,-0.21122058,-0.35517126,-1.403048,0.74881065,-0.9234726,-0.25246346,0.7298362,1.5153307,0.05057246,0.22036058,2.0874531,1.7498555,-1.519969,-1.3363043,-0.14009261,0.19119109,2.141648,-1.2485491
confident,0.67524123,-0.93276966,0.7834394,-1.680305,-3.315059,0.6793177,-0.29553723,-1.4464307,-0.93503547,1.8861111,0.24604283,1.4188999,1.46881,2.9218843,-1.7492384,2.1689625,1.7960271,-0.3208139,0.11362681,-0.65829057,-0.13886727,-1.1619363,-1.844605,-2.6089144,-2.4172843,-1.2810621,-1.3214312,-0.13216421,0.39888862,2.393561,1.9050853,0.48059103,-0.6069689,0.5514182,-0.5154301,0.59720004,1.4204016,-1.0245575,-0.2290407,-0.041906297,-0.9794222,-1.4108725,1.2295069,1.3662914,-1.0147135,0.94247425,0.8971859,-1.194744,-0.2843629,0.030798841,1.1561754,0.1445834,0.7755881,-0.5565693,-0.91617507,-0.9403385,-1.4289305,-0.55733204,1.3483948,-0.14984961,-0.7318527,0.58296907,0.44756418,0.7663236,-0.5335762,-0.5382893,3.0452213,1.4664813,0.1358536,-1.6761751,-1.7049078,0.55446374,1.4265112,0.2664114,0.9318982,0.14407559,1.506073,0.18803799,-0.12927987,0.29147062,-1.1683537,-0.93046016,-0.3314827,-0.1779399,-0.6413066,0.22890414,1.8203882,0.8180149,1.1529176,1.0860708,-0.37907636,-0.72664016,-0.94491,-0.24332258,-1.2804455,0.9938936,-0.85727024,-0.4105984,-0.38355508,1.9404198,-2.729705,0.05820834,-0.21029435,2.412986,0.59192544,0.5582535,2.137857,0.27271503,-0.84894955,0.8122576,-0.64821684,0.55400735,0.759255,0.98466676,0.71546817,-1.7991071,-0.92177445,1.0385482,0.8095902,-1.9755718,-1.606554,-1.3660907,2.8790061,-1.5053247,1.7706842,0.78882414,0.07294275,0.20966427,-1.0489659,-3.1625566,2.2309558,0.09647055,0.70269835,0.6215654,1.1583508,1.1337901,-0.24669716,-0.75732833,-0.2317487,0.08221272,-0.65314645,0.34944552,2.3136523,1.0234174,-1.5042626,-1.1089925,-0.069463864,-0.034502495,0.49659798,0.20175831
