term,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149
romantic,-0.15537821,0.5956779,-0.20211913,-0.43131658,-0.33983764,0.3576479,-0.14383328,-0.22806305,0.28103977,0.04962551,-0.33461985,0.9698293,0.5306284,0.27886507,0.08095767,-0.36299497,-0.38638204,0.044922892,-0.38574973,-0.21088001,-0.24286783,0.29978168,-0.16244888,-0.14475451,-0.06579125,-0.17312582,0.008610528,-0.40186018,0.23904212,0.09752451,-0.2861408,-0.11026472,-0.19040832,-0.40860954,0.072762325,-0.0995596,-0.37446374,-0.7493272,0.20548749,0.46783334,0.19534855,0.44098768,0.26848897,-0.29572183,0.34623176,-0.5752854,-0.4743579,-0.45607504,0.383749,-0.023442622,-0.19796517,0.93436205,0.67250305,0.21069075,0.1844054,-0.33549798,-0.5294811,0.050708145,0.27784133,-0.014429831,0.10814498,-0.39285138,-0.35050213,0.16175243,0.46818984,-0.39711797,0.8226332,0.016303742,-0.37536705,-0.4381738,0.07210255,-0.105319165,0.08901006,-0.11567019,-0.673612,-0.3267463,0.019004526,0.19268095,0.046195902,0.16590905,-0.08415792,0.17562449,0.2945782,0.18749264,-0.3583401,-1.0191636,-0.31075633,0.23906182,0.3751478,-0.26710922,-0.37395486,0.28580615,0.3689304,0.23189586,-0.023148447,-0.5367905,-0.4277456,0.33662286,-0.095303334,0.38559452,-0.21115883,0.29568365,0.30443278,-0.5248395,-0.010443148,0.08412058,0.31466627,-0.034539223,-0.6173498,0.14503805,0.02396004,0.71214277,-0.45918986,0.05305865,-0.003769368,0.57432157,-0.5536373,-0.46459526,-0.1784787,-0.15008405,0.31466085,-0.38177016,-0.090680204,-0.45487797,0.10171831,-0.26899293,0.617377,-0.12458687,-0.24423593,-0.73437047,0.10768975,-0.021280518,0.3352238,0.15892796,0.24626493,-0.12671071,-0.23475865,-0.18581387,0.17888322,0.5570433,-0.29058683,0.25443006,0.27749225,0.084731154,-0.0048900787,-0.35981652,0.6473638,0.116898045,0.74229723,-0.083481856
sweet,-0.13477248,-0.31422582,-0.0972642,-0.5140339,-0.32879782,-0.35757658,-0.53524774,0.2727615,0.7292442,0.11565796,0.2820607,-0.021908471,0.65356374,-0.51526964,-0.22240852,-0.63228387,-0.27016738,0.14754063,-0.33062524,-0.46826732,-0.20020312,-0.14677939,-0.23099148,-0.6669,-0.5109858,0.34068003,-0.3000353,-0.9172449,0.2931621,0.6095648,-0.77738315,0.506685,-0.2226604,-0.31302246,-0.50185305,0.114399396,-0.75316185,-0.31043944,0.34811756,-0.081500135,-0.40529814,0.009515411,-0.4935575,-0.2740744,-0.22287834,-0.6699462,-0.049479537,-0.74691147,0.41022477,0.34706774,-0.002513826,0.37799156,-0.6661449,-0.17378296,-0.37095213,-0.26863584,-0.10396274,-0.07364593,0.0040947483,0.034165975,-0.1739723,0.19320612,0.23935138,-0.10983713,-0.8410143,-0.92108554,0.42226216,-0.16601196,-0.15302317,-0.3066241,-0.43391377,-0.031615585,-0.030116841,-0.7280882,0.20146607,0.23996702,-0.13528182,0.2531612,-0.006101083,-0.33579174,0.09895159,0.25052357,0.58938414,0.08358558,-0.3856837,-0.71971685,0.3695517,0.2102161,-0.2012026,-0.18846898,-0.39501747,0.115954585,0.008504394,0.1266975,-0.549502,-0.1854564,-0.77033526,-0.092556655,-0.093496874,0.28241414,-0.17962919,0.1822811,0.32521272,-1.0599341,-0.35555363,0.0195554,0.6101453,-0.70699966,-0.43124956,-0.15938869,0.70809275,-0.036139857,0.032370348,0.068666905,0.13968319,0.2305133,-0.25744984,-0.18422642,-0.31865674,-0.35941043,-0.31691203,-0.27202892,-0.06904946,-0.03301988,0.15482686,0.5595282,0.9108639,0.37400898,-0.21693744,-0.25668544,-0.25649053,-0.1087616,-0.102088965,0.48962688,-0.04406955,-0.50695676,-0.20124722,-0.46830142,0.17900057,-0.43085924,-0.72715193,0.55590385,0.3518264,0.2795546,-0.30249,0.7042497,-0.39649644,-0.46940967,-0.0077203396,-0.22749732
dancing,-1.1724057,0.87707716,-0.8460969,-0.4592015,0.10717178,0.4552062,-0.33309,-0.08042051,-0.74801546,-0.68027794,-0.061368622,0.2270112,0.5524649,0.42875916,-0.22896168,-0.051000703,-0.1720196,0.0052849604,-0.16274783,-0.5837521,-0.10722028,0.9293563,-0.79352486,0.5655154,-0.07429568,0.24622166,0.19960211,0.016901644,1.1588786,-0.22308467,0.2931333,-0.0018992577,0.6450119,0.54277307,0.03927779,0.1591817,-0.8377723,0.24568395,-0.18617128,-0.28820375,-0.06892331,-0.2626822,-0.775749,0.123683825,0.5320373,-0.30925766,-0.14093266,-1.1140444,0.8153089,0.019550283,-0.75070393,0.5809425,-0.23525833,0.16401137,-0.7147977,0.2828537,0.21318325,-0.49032995,-0.011722589,-0.42232642,0.3160009,-0.22924922,-0.1460101,-0.19249436,0.12613519,-0.57699424,-0.040236197,-0.31898126,-0.4240429,1.1826789,0.06758227,-0.3223626,0.42130956,0.590738,0.45327723,0.45977822,-0.14803293,0.12773271,-0.52137035,-0.34067222,0.69386643,-0.5340879,0.4887259,0.4862252,-0.3791241,0.31219178,0.42529726,-0.40187615,0.85670954,-0.24618201,-0.45216754,0.15483077,0.2451342,0.36960417,0.61201924,-0.4491691,-0.7146806,-0.3193435,-0.35857058,-0.59674895,0.018023215,-0.21387358,0.1066777,-0.14870195,0.11678364,0.73088884,0.9023789,0.4154558,-0.19435291,-0.028317038,0.8877675,0.30917525,-0.37405205,0.13263129,-0.95471424,0.28344572,-0.84504986,-0.0047986656,-0.20670849,-0.5233203,-0.59875655,0.4562494,-0.1713922,0.08624987,-0.0111772865,0.593148,-0.11347685,-0.17327647,0.038471557,-0.49733824,-0.0969511,0.44895035,0.49189758,-0.06406883,0.040517826,-0.02906089,0.3977321,0.29185447,-0.47779676,-0.14043976,-0.52518857,0.015211095,0.4143648,-0.4520952,-0.58169806,-0.32836908,1.0410331,-1.0569429,0.46204293,-0.5727963
fun,0.16174756,0.4092253,-0.72829103,-0.6477464,0.18730113,-0.13020259,-0.28800106,-0.24052165,0.31133974,-0.10831363,0.19511442,0.17530377,0.4427925,0.1644386,0.2079047,-0.069463484,-0.14818583,-0.29117918,0.020949034,0.48998308,-0.41466588,0.12994711,-0.41179168,-0.4472835,0.049983762,0.1396022,-0.44917977,-0.6816152,0.33840445,-0.021283528,-0.6206122,-0.23530827,-0.15261444,0.26209474,-0.3002845,0.481774,-0.5047547,0.09164521,-0.45994547,-0.13654628,0.14076275,0.25832427,0.11679063,-0.7820088,0.5308208,-0.30477145,-0.3252801,-1.1730915,0.12140112,-0.55754495,-0.19680001,-0.11947262,-0.025953261,-0.1547719,-0.3406415,-0.04364671,0.2342846,-0.5486918,-0.038264103,-0.1999383,0.14928457,0.329085,0.4474774,-0.42886016,0.7519069,-0.0120669445,-0.07504879,-0.12159613,0.17816313,0.26587132,-0.15822057,0.34422347,0.51144755,-0.42945933,0.09893848,-0.12060077,0.04276763,0.15206222,0.24905112,-0.36444983,0.5225434,-0.2312797,0.3674958,0.20947717,-0.15931988,0.2472906,0.12962857,-0.6777892,0.01463763,-0.38577577,-0.61517495,0.09726434,-0.5283591,0.13218716,-0.11390623,-0.26498082,0.5106785,-0.06135794,0.0087182885,-0.20877571,0.076703146,-0.09091895,-0.016085075,0.09956783,0.032494888,-0.006082466,-0.4160422,0.10085422,-0.32922766,0.2983286,0.18657643,0.052594535,0.031797256,0.18161659,0.13382679,0.41312158,-0.31523705,-0.31494254,-0.10496048,0.3432187,-0.087107725,-0.12858036,0.24520902,-0.024667941,0.01999861,0.948447,0.52388084,0.5795757,0.061910685,0.28107795,0.18513754,0.22179155,0.0616317,-0.4927344,-0.35354066,0.18490362,-0.45366967,-0.380872,0.03505356,-0.07622954,0.2264186,0.079975076,0.09969483,0.19020605,-0.6130493,-0.35778087,0.31381446,0.15638243,0.57764965,-0.15142028
uplifting,-0.09545227,0.41237143,-0.4645611,-0.2325927,-0.083603114,0.21840955,0.35754752,-0.48877734,0.15374269,-0.19305088,0.14671302,-0.11844997,0.12751392,-0.09554461,-0.33444104,-0.42707816,-0.26681402,-0.32254842,-0.27273947,0.14543171,-0.5937431,0.3769138,0.18939818,-0.56311333,-0.13830876,0.42702827,-0.24514446,-0.57603,0.59603584,-0.26830205,-0.17993584,-0.14981432,0.38350213,0.5317009,0.11591519,0.56052923,-0.8136122,-0.0015355344,0.11886939,-0.40738088,0.10848887,0.75075966,-0.49892512,-0.41399556,0.33154342,-0.5742303,0.10489609,-0.31025523,0.2263988,0.21260878,0.31647736,0.012845561,0.62288433,0.36232647,-0.28505343,-0.29560712,-0.008433072,-0.5756345,-0.25836048,0.37495625,0.18866166,-0.079539396,0.5816922,-0.136199,-0.11166625,0.19855861,0.7673596,0.31757233,-0.0243218,-0.1702772,0.5724238,0.19008492,-0.023567066,-0.15496187,-0.42938936,-0.09461308,-0.20888643,0.12005621,0.06495723,-0.11574254,0.3660017,-0.56321675,0.25867468,0.18786846,0.062390465,-0.6874807,0.10758165,-0.5828237,0.36309278,0.025108924,-0.15372978,-0.12866515,-0.54727757,0.40527207,-0.024068853,-0.21664013,-0.29399148,0.23811865,0.04152393,-0.2841084,0.21132311,0.17655496,0.27961752,0.6903377,0.3347021,0.037960425,-0.42049545,-0.6240238,-0.4520008,0.49276504,0.38592038,0.3558452,-0.36286244,0.593093,-0.12823457,-0.18096705,-0.11304874,0.05131546,0.3449358,-0.0028429592,0.81089354,-0.58055806,-0.0148266,-0.0615481,0.3972762,0.2565244,0.60986674,0.45706692,0.17343804,-0.2442615,-0.35715973,0.06624711,-0.14874144,-0.35995236,-0.4241767,0.28589663,0.1082577,-0.20117247,0.25648364,-0.14116004,0.26802438,-0.3926803,-0.109486334,-0.04985291,-0.3301326,-0.035092454,-0.21976264,-0.014318231,0.53252095,-0.8586859
pleasure,0.10888555,0.35468948,-0.7028591,-1.0093063,-0.18839528,-0.12234633,-0.1942195,-0.5286201,0.40898308,-0.2528176,0.027860481,-0.28909862,0.34875602,-0.015513041,0.011321296,-0.2896818,0.13546371,0.113273576,0.610002,-0.1344554,0.1415695,0.3038608,0.17305753,0.27462175,0.009024892,-0.014275164,-0.26646987,-0.09195393,-0.17710048,0.13857234,-0.03855668,-0.67057204,0.85975873,0.14633705,0.0031408295,-0.004551514,-0.7778657,-0.22730288,-0.18187141,0.20032287,0.38119125,-0.12305865,0.7816512,-0.1688032,0.10279155,-1.1259844,-0.89090794,0.016282922,0.2544998,-0.2258113,-0.54213995,0.32874823,-0.06926211,0.57001317,-0.26149547,-0.14934051,-0.46755835,0.027890863,-0.29271695,0.45800444,-0.027628724,0.4118034,0.40692446,-0.22557992,-0.11247426,-0.523535,0.591286,-0.189179,-0.29336923,-0.0036468734,0.43029773,0.037982374,-0.19332778,-0.35033432,-0.11559355,0.04964465,0.28813314,-0.21864764,-0.42112738,-0.5040117,0.57392246,-0.39026213,0.40934002,0.40250424,0.11147221,-0.24700981,0.020171238,-0.6968422,-0.22036245,0.13612537,-0.3259339,0.76202047,-0.47160476,-0.6622301,-0.69717455,-0.40346295,-0.72383636,0.17003092,-0.2580778,0.00717379,-0.32619855,-0.1363372,-0.39539093,-0.7342343,0.49417502,-0.117338054,0.66253483,-0.15511787,-0.39613232,0.04139218,0.63304585,0.42237136,0.051665876,-0.07322759,0.044634156,-0.21965314,-0.3580636,-0.0711191,0.14846024,0.004327293,0.6931277,0.41828004,-0.08451659,-0.45223755,0.72734964,0.40074798,0.584499,0.39269617,0.4987882,-0.9595942,0.050030865,-0.14340255,-0.2938073,0.07114447,-0.941155,0.19804427,0.041593093,-0.35061115,0.051332742,0.2910997,0.60075283,0.17683971,-0.18793502,0.57491165,-0.09729487,0.14982904,0.31939134,0.44250327,0.2705193,-0.17660867
aggressive,0.25667596,0.031582855,-0.45886552,0.08739356,0.33727586,0.38069335,0.3214995,-0.5777887,0.20543739,-0.5762326,-0.029740147,-0.46148878,-0.06231031,-0.68274987,0.08502274,0.44132683,-0.5543531,0.13731712,-0.2995236,-0.043062802,0.055048715,-0.3599883,-0.7920651,0.08953003,-0.6437647,0.20130007,-0.23193355,-0.5415138,0.12020802,-0.6694046,-0.4031102,-0.1945426,0.1618027,0.4013335,-0.5476647,0.2946857,-0.47790563,-0.1673964,0.48597026,-0.2426991,-0.44193494,0.4559124,-0.097045,0.096261725,-0.062613755,0.20881562,0.69863266,-0.60868883,0.21847653,-0.8075857,-0.23746027,0.06253462,-0.19452699,0.5580008,-0.1253812,0.13035545,-0.09263996,-0.012683777,0.36786458,-0.0116150165,0.221105,-0.061094206,0.21326354,-0.49358678,-0.22907491,0.21332237,-0.10397013,0.5558355,-0.2072169,-0.33137324,0.5135969,0.63160884,0.093330316,-0.2771519,-0.40861556,0.11047652,0.032399867,0.29250076,-0.56005013,0.43392783,0.49367186,-0.33082643,0.4508959,0.14355715,-0.25913018,-0.76476103,0.29818615,0.15703866,0.30668017,-0.11290338,0.187194,0.38023317,-0.13072439,0.64662576,0.14254218,0.020996898,0.23958665,-0.61249906,0.24616535,-0.23208523,0.03386179,0.1273586,0.06411855,0.48143837,-0.050430834,0.25063094,-0.336809,-0.48763558,-0.10545516,0.36573383,0.061963335,-0.07492061,0.03970698,-0.03218571,-0.40659782,0.6326906,0.27094957,0.08574386,0.019387769,0.09698415,0.69565594,0.5003234,0.06176571,0.15547918,0.059194688,0.27207312,0.730391,0.97347754,0.5052206,-0.05804087,0.26965567,0.25947732,0.59137,-0.24383038,-0.6959565,-0.21304479,-0.27731153,0.03612017,-0.08018916,0.1353908,0.77689093,0.41357008,0.8199501,0.19671474,-0.13567464,0.27445462,-0.17607492,0.3045629,0.99602437,-0.28634387
angry,0.27090383,-0.2569527,-0.36768043,-0.374619,0.4868451,0.2751677,-0.38810045,-0.8494441,-0.2778696,-0.30635038,-0.076326914,-0.383056,0.054887824,-0.040890172,0.43277702,-0.070326135,-0.3380896,0.5283734,-0.37188196,-0.3539871,-0.5804488,0.11676048,-0.92977846,0.06597253,-0.40402186,-0.49445388,-0.117351405,-0.1292092,-0.2609846,-0.7660234,-0.4706807,-0.20654844,-0.058364425,-0.40805027,-0.22312343,0.14382115,-0.41318336,-0.24969745,-0.14497422,-0.31671703,-0.1284473,0.30767262,0.35179472,0.21258241,0.04576142,0.0940337,-0.14786677,-0.8469795,0.2861149,-0.56419337,0.071944,0.2753232,-0.097710125,0.4135736,-0.54723847,0.22134545,0.37031347,-0.11005503,0.41339284,-0.051957898,0.18476078,-0.07491198,-0.28395543,-0.5969133,-0.08818894,-0.28705013,0.24781355,0.3942685,0.05175724,-0.17335595,0.4886294,-0.041192558,-0.17599024,-0.51278704,-0.45276123,-0.64116466,0.363685,0.32968605,0.37019825,-0.12163527,0.11397413,0.18212555,1.0967987,-0.22872949,-0.03702092,-0.30983025,0.32222003,0.26782736,0.01888547,0.2270411,-0.27468222,0.52567315,-0.057456885,-0.6603454,0.38870507,0.134597,-0.20873258,0.22681795,-0.6235937,0.15127541,0.24631172,0.36320803,-0.10081354,-0.17492089,0.105213694,0.27131122,0.2851885,-0.40728617,-0.32109255,-0.07440291,0.2519044,-0.41756415,-0.2276331,-0.0081153875,0.06336378,0.3333197,-0.4719759,-0.07332206,0.101858534,-0.19518572,0.061191868,0.3559654,0.401194,0.41345635,-0.28816065,0.12851353,0.42184174,0.48074308,0.09985259,0.018251326,0.26549897,-0.079460464,0.24511236,-0.6426251,0.17316975,-0.12646168,-0.5963217,0.18674307,-0.13073637,0.115320735,0.64435834,0.33247286,0.3847083,0.46153545,-0.74434566,0.22221728,0.1777994,-0.3025526,0.14836025,-0.3273045
haunting,-0.5017134,-0.059331298,0.15384386,-0.5493124,0.46726173,0.20720729,-0.17519662,0.26789787,0.6905212,0.20440856,-0.37031832,0.23074032,0.1061394,-0.26489177,0.4968309,-0.14321661,-0.26694593,0.060126677,0.017763117,0.2690727,-0.3452305,0.6725577,-0.19031575,-0.16196206,-0.5311446,-0.15280412,0.12044852,-0.27705324,0.22728221,-0.49509916,-0.61174726,-0.6294341,0.33951068,0.29973665,0.004012008,-0.020931615,-0.17828988,0.10445004,0.18632554,-0.2551576,-0.48107627,0.4356679,-0.09882642,-0.34138048,0.03705614,-0.41195643,0.39207986,-0.97505957,0.6525839,-0.34577215,-0.108671546,0.26672354,0.17160362,-0.012666966,-0.5811255,0.023490254,0.41572827,-0.34689027,0.44865984,0.69795215,-0.3863303,0.39905098,-0.022143424,-0.05528649,-0.43613747,0.028293848,0.31780145,-0.041533593,-0.345644,-0.4662936,0.2745395,-0.17344736,-0.18031652,-0.13569662,-0.28652266,-0.6248612,-0.054908518,-0.12611642,-0.08936539,-0.17156243,-0.23640063,-0.41265154,0.29119664,0.59094477,-0.111356236,-0.50067824,0.38895044,0.4253288,-0.48626098,0.09278663,-0.48890513,0.60340166,0.5312525,-0.10823546,0.07581575,-0.003963359,-0.3890159,0.268266,0.2790444,-0.26784167,-0.15092508,0.37447524,-0.02196482,0.056905102,0.16127326,0.21533735,0.41047752,-0.23465899,-0.65881336,-0.08405176,0.5994403,0.04775281,0.1180999,0.12753244,-0.20087439,0.067146115,-0.33894244,0.227833,-0.019101258,-0.4744883,-0.13000813,-0.22044273,0.39647728,-0.8704496,-0.24633186,-0.01510702,-0.050057016,0.037264902,0.4569426,-0.5309112,0.022131586,0.5351281,0.21258342,-0.042395324,-0.12425372,-0.22596854,0.018232325,0.32159555,0.7154751,-0.14632949,0.07453896,0.05791747,0.30777964,0.23625639,-0.24021706,0.35849848,0.24810438,-0.08952572,0.38084263,-0.032174814
soothing,-0.7073089,-0.27263,-0.2692886,-0.05717983,-0.6086224,0.2684352,-0.14482094,-0.26788273,0.805399,0.48430616,0.020477213,0.33032516,0.27440086,-0.047259357,0.41264504,-0.21813737,-0.42654923,0.2454042,-0.22199556,-0.42029184,0.065856814,0.41617426,-0.5522493,-0.026879538,-0.25456834,-0.43975812,-0.2544151,-0.6616258,0.62424845,0.114071794,-0.57192796,-0.40745762,0.20614769,-0.21181221,-0.3461059,-0.11630846,-0.093061626,0.015533797,-0.4296432,-0.32068628,-0.4944557,0.46695578,-0.31605285,-0.27403918,0.25681588,-0.509787,0.3456121,-0.95349497,0.7700465,-0.11280475,-0.18967271,-0.09353857,0.18712638,0.2636201,-0.37693873,-0.038920414,-0.11434542,-0.21924275,0.4508562,0.26895982,0.15553594,0.10729719,0.5332558,-0.058233026,-0.65134794,-0.5246306,0.5117585,-0.322032,-0.38542205,-0.30460128,0.24767175,0.051640086,0.06908134,-0.29497516,-0.24596027,-0.5164123,0.023254095,-0.01229906,0.5244338,-0.2773192,-0.2527692,0.3105786,0.3200137,0.39810103,0.29350743,-0.7504197,0.55808085,0.4653326,-0.16751361,0.47235295,-0.64839536,0.0016473864,0.35855237,-0.28481883,0.38842577,-0.84700125,-0.05170353,0.039268892,0.1874038,0.23831284,-0.18310453,0.4364621,0.348294,-0.33869013,-0.08063373,0.107919365,0.23745848,-0.4297985,-0.41088963,0.2695365,0.37409616,0.25733623,-0.021428496,0.4137595,-0.19639298,-0.070847824,-0.1127818,-0.33428833,0.33873925,-0.012467212,-0.04133864,-0.1660409,0.35325623,-0.50595444,-0.43058607,0.48773146,0.027512252,0.0072416817,0.43712237,-0.47070378,-0.46154535,0.53815144,0.38373718,0.32026175,0.55697167,-0.4609244,-0.39255705,-0.2184105,0.46805653,0.22748043,-0.009582651,0.29811063,0.14642657,0.06741274,0.35396117,0.1467288,0.0706569,-0.049507976,-0.019935047,-0.66831905
peaceful,-0.39435628,-0.10039088,-0.12219803,-0.71062213,-0.5337822,0.7558594,-0.3238162,-0.4013911,-0.3334105,0.38711688,0.25947917,0.28582078,0.24817094,0.56007427,-0.29023752,0.12679721,-0.124533944,0.5723642,-0.15082379,0.1866928,0.551027,0.10388716,-0.017351175,-0.027899716,-0.5094485,-0.39071202,0.45343587,-0.4593753,0.8227099,0.16251096,-0.45827964,-0.18889086,0.24250841,0.14207189,-0.08683257,-0.039385073,-0.37026486,0.30797517,-0.39489067,-0.25931662,0.010239478,0.63228995,-0.5268027,-0.114872836,-0.39081648,-0.17784436,-0.24622624,-0.5356806,0.33672616,-0.13893458,-0.18925522,0.22063918,0.10041223,0.6130717,-0.48240373,-0.61581314,0.11201196,-0.3356839,0.121757776,0.3794876,-0.094234794,0.041377947,0.28015998,0.16840768,-0.25934228,0.21096648,0.45301664,-0.237222,-0.35038128,-0.4749694,-0.14411144,-0.12926836,-0.20323396,-0.59631985,0.016520415,0.18864153,-0.35424083,-0.2937237,-0.26580742,0.38075238,0.095257446,-0.16673028,0.9942594,0.31008607,-0.1950616,-0.51400423,0.042803187,-0.009106592,-0.08846035,0.33694342,-0.62033004,0.18516338,-0.02214359,-0.27232084,0.5686523,-0.33747494,-0.65297407,0.10460162,-0.24422516,-0.11403029,-0.7392706,0.6295106,0.5752768,-0.32320315,-0.15340982,-0.2503526,0.72959745,-0.034229986,-0.5360708,0.1597911,0.08387186,0.24321613,0.43445954,0.04000572,-0.24489254,0.27612782,-0.35840777,-0.09873621,-0.31834018,-0.20471214,0.20508337,-0.50552726,0.1687246,-0.6891613,0.079287685,0.7775402,-0.16506782,0.024860226,0.22660688,-0.79826975,-0.08737447,0.5148436,0.12588762,-0.639092,-0.12227165,-0.37600434,0.15680316,0.10726967,0.49535972,0.5009117,0.1075886,-0.07463579,0.2540406,-0.25271958,0.0102467295,-0.48899418,0.1948106,-0.086355105,-0.098273136,-0.0056525804
joy,0.92796713,-0.1357698,-0.8887712,-1.030781,-0.27796414,0.3192173,-0.60605067,-0.99502075,0.43873143,0.2074699,0.6476249,-0.3422016,0.32749617,-0.17423761,-0.6316674,0.43470368,-0.3696648,0.71999985,-0.46589097,0.24199034,0.3721711,0.64332056,0.44088644,0.41229075,0.013034361,-0.29486042,-0.20263208,-0.13671754,0.503313,-0.4276054,-0.30357438,-1.3069687,0.67628884,0.089678936,-0.48794815,1.1450529,-0.7097323,-0.14549278,0.3931154,-0.4541711,-0.3907926,0.00049773,-0.32826993,-1.1130623,-0.20488498,-0.58624554,-0.1471988,-0.30650192,0.121270895,0.40289515,0.6760554,-0.2191048,-0.21212618,-0.07766537,0.18060365,0.24940191,0.061525777,-0.55009526,0.10003095,0.5975949,0.65570015,-0.098752394,0.58040434,-0.14323899,-0.4325468,0.41967875,0.36823672,-0.35207203,-0.01129193,0.5024018,-0.5118428,-0.085166484,0.24653,-0.605252,-0.0039504766,-1.0937333,0.3354592,0.64030224,-0.25207624,0.15933175,0.21861555,0.02577394,0.21596438,0.6535211,-0.015952762,0.4121426,-0.45859194,-0.3574191,0.5658449,0.23234884,-0.42476445,0.45817876,-0.6693512,0.041890945,0.2641063,-0.51031816,-0.63906074,-0.7410877,-0.4849404,-0.54348403,-0.34047747,-0.42425993,0.38692674,-0.4824543,-0.9411928,0.18699941,0.50920904,0.095165245,-1.1432015,0.5943341,0.4512648,0.087286696,0.743994,0.010025893,0.19147576,-0.19099092,0.1479632,-0.9750027,0.027992684,-1.4362212,-0.9149359,0.53248835,0.17999345,-0.21028645,-0.25469756,0.51715255,0.4495239,0.18624133,0.3699594,-0.9148161,0.14819273,0.25641158,0.10805065,-0.048911363,0.14670292,0.13931508,-0.058517735,-0.85714066,-0.14790253,-0.6953657,0.5352879,-0.35228866,-0.31871095,-0.018844357,-1.0968939,0.08974051,-0.055201348,-0.3617809,0.72536284,-0.21243809
nostalgia,0.1407129,0.07635326,-0.74621296,-0.36862043,-0.28339928,-0.01562733,-0.23000023,-0.2891816,0.20122619,0.5620787,0.14169665,-0.11492392,0.6872038,0.037509743,0.34957865,0.008906935,0.08693669,0.43231145,-0.35031945,0.4747549,0.21362993,0.31672084,0.6124781,0.28927317,0.11457108,0.4344148,-0.10501614,-0.19813293,-0.45017937,0.13808025,-0.6131434,-0.18578891,0.20031294,0.3774664,0.3668639,0.11308883,-0.3921145,0.3854687,-0.22616991,-0.24983764,-0.472289,0.013722054,-0.053120892,-0.12200996,-0.14273444,-0.09249863,0.040601123,-0.3212389,-0.22992377,-0.07329659,0.35984832,0.19276594,0.37449923,0.4740839,-0.43922994,0.044223595,-0.015969398,0.4770876,0.34652925,0.041988924,-0.20931485,0.20758314,1.0443233,0.12096513,0.055506635,-0.19969836,0.049447633,-0.41980875,0.08814023,0.14467095,0.15023911,-0.15518586,-0.09550594,-0.51105034,-0.12691629,-0.02668814,-0.37052876,-0.2473647,-0.17954217,0.16208199,0.6729591,0.0009754639,0.5062017,0.45955375,0.035607737,-0.69568896,0.2906437,0.014567905,-0.43402696,-0.55797076,-0.38349155,0.46212098,-0.027372885,0.1805796,-0.43690932,0.19908893,-0.4163311,0.10494311,-0.61544997,-0.28630298,-0.46014023,-0.05563141,-0.20493095,0.1287867,-0.022722762,0.26831877,0.23595,0.013202754,-0.077801965,-0.2400922,-0.29415137,-0.11700141,0.28541738,0.08696284,0.13751607,0.20822875,-0.3983676,0.12397732,-0.18241844,-0.5586152,0.60063624,0.4030196,-0.14246513,-0.7854439,-0.1952406,0.5669882,0.2537372,0.60482675,-0.052957702,-0.29146925,-0.13366105,-0.16166466,0.0903629,-0.57155955,-0.28016028,0.15978354,-0.028016467,-0.3051464,0.073109895,-0.12487711,0.03373596,-0.15613182,0.7525373,-0.23908427,-0.40865976,0.12761079,0.7590235,-0.15890051,0.3033756,0.031996682
