term,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199
defiant,0.3954943,-0.5155914,-0.50806093,0.30808467,0.49531025,-0.7201958,0.21277513,-0.6491747,0.20434219,0.9513584,-0.2533725,-0.14398961,0.38378748,-0.4069065,0.6142344,0.18532164,-0.39898124,-0.8369567,-1.224418,-0.08578862,-0.094853,0.68449,-0.027990226,0.060955293,-0.12271049,-0.57406217,0.8554473,0.17490788,-1.0275286,0.21360837,0.27902475,1.0113043,-0.61053634,-0.31095526,-1.4053932,0.8167764,-0.37750626,0.8095747,-0.20835882,-0.026186317,0.23762754,-0.4879096,0.1774326,-0.78848666,-0.22067443,-0.3741757,-0.47264063,-0.14225818,0.7014099,0.29270342,0.27852318,0.86760175,-0.009019131,0.3833983,-0.11565324,0.3238729,-0.27506694,-0.11799244,-0.1392209,-0.83104366,0.44228423,-0.461615,-0.48441896,0.31547076,0.7116546,0.584143,0.34617272,-0.6735613,0.9585558,-0.33097765,-0.3396208,0.51097274,0.39424682,0.95043755,-0.72636795,-0.7311462,0.9296781,0.87655145,0.3884925,0.6493485,-0.09880231,1.102066,0.95269334,-0.48926654,-0.040537443,0.082762405,0.3583128,-0.028219454,-0.09654417,-0.11901589,-1.3612136,0.30450207,-0.4048422,-0.6510531,-0.34902108,-0.07745044,-0.02727032,-0.809585,0.24953437,-0.7465916,0.7435441,0.029640099,0.30489364,-0.30128896,-0.31377223,-0.44885135,-0.24036466,-0.752592,-0.35407537,-0.42609155,0.5669093,-0.7565608,-0.70903015,0.89857775,-0.3001621,-0.41947505,-0.03764245,-0.6859722,-0.07672703,-0.7877217,-0.5487096,-0.1974752,0.7112117,-0.32087126,1.5788114,0.13670266,0.46630362,0.30833697,-0.030266056,-1.1372952,0.4681562,0.6225021,0.06983682,0.2912201,-1.2447188,-0.52261,-0.33282804,-1.1523094,0.15096156,0.009401779,0.24132545,-0.13242242,-1.3559701,-0.3684769,0.2981751,0.61943406,-0.14780056,0.2240281,-0.14478226,-0.78577244,-0.1943143,0.8068111,1.5033677,-0.10118957,-0.6605445,-0.40764117,-0.2775358,-1.2130961,0.34651533,0.32131025,-0.27545437,0.0009350132,0.4051981,-0.15506501,-0.4898672,-0.297139,0.6434073,0.19797108,-0.39217722,-0.33553222,0.074918695,0.6352016,0.3032104,-0.14349516,-0.59791595,-0.57353526,0.8219385,0.9450789,-0.6061035,0.2243993,0.157469,0.3364919,0.08289867,-0.034579214,-0.83866954,-0.15890342,-0.0665399,-0.07409481,-0.5798419,-1.1404768,0.22057723,-0.54550314,0.4020119,-0.73340315,0.62147063,-0.5424283,0.6386767,0.14832136,0.52725035,0.8938741
heartbroken,0.055907514,-0.5480657,-0.27338958,-0.2338278,-0.44220954,-0.46414444,-0.51424736,-0.093627445,-0.24383956,0.2561203,0.07027014,0.3448164,0.15830791,-1.0346395,0.791471,0.6352761,-0.36997217,-0.107271306,-0.36562887,0.24182245,-0.5324805,0.22304176,-0.91863096,0.4948831,0.23969534,-0.2928069,-0.14056088,-0.005194648,-0.21401128,0.24249549,-0.20307238,0.18605685,-0.4631255,0.06616314,-0.24843168,0.16247387,0.4036805,-0.075981535,-0.093623675,0.5576708,-0.41145977,-0.7159845,-1.0488795,-0.31424734,0.6091028,-0.38197765,0.5761213,0.28375384,0.18932764,-0.03479248,0.1283821,0.06721341,-0.30934876,-0.44599456,-0.07401555,0.43597022,-0.5932408,-0.54269344,0.005503747,-0.060118884,0.32362744,0.39070117,0.057236616,-0.469952,0.08449158,-0.065948404,0.28188866,0.35272554,0.41544184,-0.6721977,-0.63468933,0.22110642,-0.26364493,0.15101802,0.16678625,0.20970038,0.022586836,-0.31284282,-0.052007984,0.5756649,-0.21468693,-0.036188513,0.33948058,0.11561668,-0.38770553,-0.48284784,-0.75355494,0.33929583,-0.19265026,-0.09858531,-0.05815429,0.22207499,-0.16092055,0.39757937,-0.1980713,-0.6457609,0.19558948,-0.2378125,-0.23137878,-0.63684726,-0.4545763,-0.15480386,0.27557567,-0.54219335,0.118703134,0.42935336,-0.50026315,-0.54184836,-0.48157135,0.20001897,0.5590355,-0.20325443,0.5758153,0.2813749,0.90390515,-0.7906562,-0.28173667,0.26607725,0.19069055,-0.99032,0.17374146,0.034132402,0.3598105,0.1985529,0.47017756,0.2783635,-0.41568854,-0.5394835,0.071912795,0.39448136,-0.19265352,0.39115632,0.48240504,0.046927817,-0.054932933,0.42441657,-0.21516046,0.20868556,0.11745986,0.19992381,-0.47778955,-0.022696054,-0.3925852,-0.42996588,-0.010484088,-0.09966825,0.034527637,0.092819974,-0.35623863,-0.6507553,-0.22733887,0.5450186,-0.62943983,0.25029823,0.15199913,0.055144217,-0.26830736,0.2957726,-0.4424986,0.09881263,0.6858484,-0.4674852,0.17093126,-0.18284832,-0.11278024,1.0256227,-0.46350056,-0.27440464,-0.045094714,-0.4077652,-0.123721145,0.12544648,0.44422907,-0.562208,-0.24299638,-0.38227347,0.32357305,-0.35422775,-0.30813,-0.58022237,-0.46630406,-0.6718071,-0.01929536,-0.27236027,0.0056305537,-0.28535777,0.28200656,-0.2864322,-0.077748835,-0.3938702,0.15438208,0.4101089,-0.49947935,-0.50215274,-0.010829857,0.118432395,-0.4876969,-0.2717278,-0.15149987,-0.22618331
tense,-0.04942544,0.7712545,-0.6617885,0.15988708,0.40280885,0.23945858,0.058386132,-0.3075393,0.2975188,0.1665744,0.3290486,0.39685178,-0.22396816,0.344067,-0.29965508,0.88228875,0.26811054,0.053727165,-0.07823562,-0.7585289,-0.3064095,0.6840689,-0.34047803,-0.33976334,-1.2664291,-0.58048815,0.58413017,-0.3751389,-0.36212954,-0.55119276,0.087218046,0.039334357,-0.7704206,-0.4701297,1.3208818,0.46795171,1.1747488,-1.0133152,0.5933665,0.80425775,-0.09023555,1.1145042,-0.36195502,-0.26591367,-0.82669485,-0.8673777,0.86483955,0.3640638,1.2368478,0.15870805,-0.2767079,0.38045597,-0.605616,-0.11053486,-0.06661047,1.2842706,-1.2525699,-1.188278,-0.70003676,-0.48107126,0.32008108,0.081134245,-0.48188484,0.8356003,-0.14418185,-0.46265644,0.614122,0.8528039,0.7316909,-0.4543977,-0.7678371,0.85130435,0.6800238,-1.0945343,-0.58090156,-0.25107545,-0.18904802,0.6850146,0.46399143,0.045588106,0.13163829,-0.45235232,0.61380047,-0.18521021,-0.74298036,-0.06239495,-1.3587166,0.15719935,-1.2523464,-0.7680904,-1.9882504,-0.6676065,2.1564174,0.6052872,1.1534554,-0.16088308,0.2194112,-0.23174289,0.20747004,-0.306489,-1.5124259,-0.010804578,-0.045175046,-0.57576984,-1.2439026,0.10425953,0.24650657,-0.6935801,-1.5058452,0.25675482,0.64135784,-0.5665763,0.37949303,0.10396827,0.48028782,0.20330556,0.36662525,0.789041,0.10326932,-0.5328287,-0.39614007,0.2983337,0.21007597,-0.13526721,-0.2395561,-0.1310296,-0.43140796,-1.61175,-0.2385852,-0.4635548,-0.31111667,-0.05243951,-1.2544558,-0.25253367,-0.4068166,-0.50083786,0.85225767,-0.59658384,0.86083055,-0.5065628,0.64286613,-0.06440889,0.16527312,-0.48372903,-0.0019685186,-0.45215318,-0.2423184,-0.06434226,0.64407307,-0.63469887,-0.11756722,0.41534197,-0.778696,0.51391035,0.971369,1.1274141,-0.026180921,-0.0033982713,-0.46073198,0.3337601,-1.2027715,-1.242781,0.735961,-0.310455,0.40550798,-0.27910715,-0.8997637,-0.23695125,0.039620925,-0.45777595,-0.6706632,0.25705892,0.2677679,-0.3871365,-0.35168752,0.77846587,-0.25360268,1.6572677,-1.1792634,-0.23559271,-0.63183826,-0.5661787,0.017090276,-0.10110646,0.05132621,-0.41036838,-0.30105364,-0.7821581,0.39502606,0.87471145,-0.94032973,0.029028311,0.72775614,-1.0042602,-0.4227619,-1.3142439,-0.24519336,-0.5773427,0.79452515,-0.16067593
determined,0.47112596,-0.46765,-0.44235632,0.37187812,0.31361848,-0.41085076,0.20894812,0.094392255,0.24059261,0.44016075,-0.13981178,-0.3230751,-0.07966577,0.8895369,-0.024569843,0.07619553,-0.3658847,-0.38180086,-0.17353824,0.08646082,-0.324103,0.2613866,-0.9707431,0.8203858,-0.30418336,0.52520484,-0.6993557,0.41060013,-0.5425573,1.4679055,-0.5883238,-0.28219318,-0.05941444,0.08511353,-0.22249655,0.43679753,-0.36510852,-0.62917316,-0.34024808,0.6338864,0.92801875,-1.0048263,-0.36830056,-0.019862136,0.7691108,-0.09752682,0.9405977,0.36006588,0.15811624,-0.23220645,0.7404846,0.21145798,-0.6407659,0.7435098,-0.29409876,0.6769693,-0.24336667,-0.36398238,0.64406043,-0.48312768,0.011737848,-0.08949704,-0.88240415,0.16294143,-0.49985126,0.29182112,0.9568239,0.29496595,0.32824388,-0.5103033,-1.1383314,0.6552307,0.5589693,-0.024276806,0.37386066,0.31134868,-0.12582132,0.35169226,0.31018952,-0.27194804,-1.0482072,0.34339035,0.8021304,0.6373707,-0.11978089,0.12218786,0.30323523,-0.96896964,-0.0010546999,0.57180727,-0.06599068,0.2825333,-0.56063044,0.018934067,-0.12383619,-0.576884,-0.069256425,0.13384326,-0.87575084,0.5140713,0.17346859,1.0782642,0.41464287,0.1840588,-0.43699318,0.21162984,-1.226093,-0.56815344,-0.5285557,-0.38388088,0.54184836,-0.09253678,0.07608353,0.5074092,-0.6692459,-0.43387592,-0.3652403,0.5420723,0.13604401,-0.23098843,0.31577188,0.102921546,1.2841682,-0.65590096,0.35889688,0.17351882,-0.3741214,-0.1044132,0.3128993,-0.27959657,1.2396156,0.45289928,0.15592563,-0.16672614,-0.12274428,-0.032359328,0.2036802,-1.3756248,-0.5343018,-0.64069384,-0.024949018,-0.7844572,-0.8699715,-0.38651323,0.36357188,-0.17544055,-0.37545586,0.12888443,0.023391385,-0.83936006,-0.6223521,0.3325354,-0.44499812,-0.112710044,-0.53662884,-0.29295826,-0.14526744,-0.48683813,-1.2530813,-0.22308837,-1.0015345,-0.96884197,0.72404784,0.78769606,-0.39986527,-0.029713243,-1.1797092,-0.52115047,-1.1728659,-0.8640773,-1.0694197,-0.028200775,-1.0333004,0.56423354,-0.21031752,0.99899375,0.8449736,0.15713859,0.12951182,-0.46963927,-0.21406999,0.20935383,-0.32391486,-0.40688536,-0.22229621,-0.5100339,0.48225656,-0.26000214,-0.3808408,-0.09254039,0.25730175,-0.6747075,0.73933405,-0.061185043,-1.0836126,-0.04404529,0.7024877,-0.6082308,0.657726,0.6821054
afraid,-2.0091515,-0.03972622,0.5556136,0.90376407,0.35307106,-0.9744737,-0.28105462,-1.1674299,0.24817191,1.457054,-0.18099453,0.15668637,0.5254159,-0.532045,-0.040738743,0.15149455,0.50758445,-1.1216278,0.05612515,0.05135484,0.23321195,0.4776666,-0.11735192,1.2791221,-0.122783266,-0.09476676,2.5212336,0.50152254,-0.00277271,1.38181,-0.72426325,0.61865604,-0.82569724,0.56467366,0.17217228,-0.60259885,0.6241496,-0.26214427,-0.2638191,0.8228294,-0.0005783759,-0.28271958,-0.6697243,-0.9618656,-0.4030756,-1.8223014,0.023023335,0.496902,0.6159679,0.14918165,-1.0898064,0.22853477,0.5826461,0.20324007,0.34021798,-0.037219103,-1.3802073,-0.46654913,0.11496932,0.6050019,0.4258206,0.3048487,-0.82561326,-0.007727315,0.4684846,-0.73336524,-0.7158837,0.13921766,-0.37373525,-0.19287331,-0.68423474,-0.42499253,-0.7036967,0.19316392,-0.31895885,0.23153599,-0.29814407,-0.27070415,0.748846,0.39737782,1.4024553,0.26942083,-0.67603195,0.20706017,0.9009063,0.21627164,-0.24815284,0.6526457,-0.48696887,0.7849921,0.17995736,0.8598041,0.7189429,0.14904478,1.479593,-0.55854136,0.12744781,1.0013258,-0.060173135,-0.77552074,-0.86355954,0.3990537,0.11390908,-0.1424909,0.022556039,0.10012445,-0.455297,-0.2755099,-0.62434125,-0.002262414,0.62558085,1.2537713,0.37675887,0.5886447,-0.44056085,0.10754067,1.8363713,-0.7102951,-0.90953666,-0.011930414,-0.36280861,-0.7354272,0.31550118,-0.5126224,0.3792355,0.49627984,1.3933382,0.36023563,-0.09597772,0.23845369,1.3999726,0.9820948,0.69408756,-0.6565818,1.7365823,0.96632427,0.57183653,-0.7018387,0.05629282,0.45570984,-0.31177104,-0.38144055,1.2061863,-0.4204939,0.18141411,-0.5320794,-0.6636534,1.1158682,-0.76796037,-0.75808156,-0.18032345,0.762322,-1.0753974,0.09507343,0.015560078,0.18828382,0.56460106,-0.09292166,-0.95226914,-1.0528384,-0.98255754,0.099401616,-0.12560232,-0.013087225,-0.8637347,0.10053889,0.058125902,0.8093912,-1.4269063,-0.27062038,0.10165539,0.67969996,0.038199306,0.2479458,0.82082236,0.16962035,0.4506204,2.0243063,-0.4645666,0.18463056,-0.22156581,1.0322608,0.4262947,0.44252083,0.24668333,-1.235303,0.23037215,0.13981706,0.3859766,-0.3144963,-0.4819162,-0.29208392,-0.22519018,-0.40602705,-0.1111849,0.62546474,-0.36981446,-0.07320535,0.3863788,-0.07528432
scary,-0.8180896,-0.07398086,0.29130304,-0.1749637,-0.22750968,-0.58158916,-0.67464554,0.22536442,0.33348572,0.24969997,0.32870564,0.08657213,0.78481096,-1.0561513,0.2280231,0.36011732,0.1533086,0.41519955,0.4615143,0.004167732,-0.08487177,0.024479065,0.14315045,-0.003386602,0.75052285,0.6644905,-0.58807725,-0.17712204,0.12098562,1.0038029,0.0684308,0.5778081,-0.373119,-0.14739862,0.6128875,0.009174492,0.18558422,-1.0439513,-0.35015142,0.23232873,0.2840773,-0.35396686,-1.3796304,-0.37846345,0.3097349,-0.75676304,0.5721404,0.55525935,0.64168715,-0.48435873,0.22109927,0.095796764,-0.83110857,-0.33606154,0.11584456,-0.055155147,-0.20183694,0.5199742,-0.116245516,0.020383064,1.3326014,0.08215736,-0.1739114,0.14703222,-0.53525805,-0.26149613,-0.6638267,0.610306,-0.07011246,0.25014356,-0.40287772,-0.7151167,0.11092387,0.11343967,-0.052771643,-0.14437427,-0.8093214,0.20107467,-0.118534334,0.32521173,0.72284526,0.78823113,-0.32960066,-0.70761603,-0.08927417,-0.9442194,0.15212558,0.8372699,0.376471,-0.73645717,0.36691678,-0.67487764,0.23686779,1.0126739,-0.19683066,-0.053568263,-0.11726927,0.7162946,0.00027664934,0.019124947,-0.22672698,-0.9764713,-0.01530651,-0.1738593,-0.5142423,-0.3380564,-0.17453104,-0.3746837,-1.4222018,-0.37995282,-0.60307443,-1.1362729,-0.15220363,-0.45141056,-0.75285316,0.46504137,0.9327026,1.6995746,-0.3256385,-0.68304676,-0.047057856,-0.62316394,0.036264833,-0.39427924,0.19303545,0.15971394,0.7318402,-0.652561,0.06887898,-0.28745234,0.1686541,0.0006380236,0.76067203,0.06959211,-0.35688055,-0.24749014,0.61691004,-0.37683582,0.1974239,-0.14756697,-0.011204182,-0.22467108,-1.1444286,-0.21229903,-0.17949158,0.1774198,-0.31400687,0.038482815,0.02700202,-1.0064029,0.11024522,0.3738881,-0.7167687,0.51994383,-1.0544283,-0.21482034,0.03521134,-0.13263832,-0.60601634,-0.100399576,-0.328353,-0.47893512,0.3585812,-1.3343174,-0.17851824,0.44823152,-0.6847021,-0.5488741,0.3348001,-0.022701155,-1.1410306,0.4462854,0.38868833,-0.107704885,0.072067566,0.5370374,-0.17465836,0.7500036,0.03972816,0.12647873,0.12510125,0.13355912,-0.4577329,0.33850905,-0.19462986,-0.8972069,0.56403625,-0.86563903,0.8413796,0.73479235,-0.3812038,-0.554083,0.24103588,-0.09543366,0.5623955,-0.030852383,-0.6844969,0.38792652,0.7262012,1.1265401
impressive,0.52703416,-0.47557113,0.24787651,0.048124928,-0.35719088,-0.7925285,-0.036370985,-0.38785794,-0.15756252,-0.0573957,1.0583124,-0.18405092,-0.79779303,-0.18578067,-0.16819175,0.06305084,-0.77708775,-0.062876195,-0.11123522,-0.04845697,0.47211897,0.11495274,-0.39962876,-0.15883452,0.1959964,-0.02784661,-0.074980885,-0.2510631,-1.1652601,0.23766673,0.33218774,0.26515868,-0.31954402,-0.30076438,-0.012189607,0.21252394,0.1662713,0.5009896,-0.09032623,-0.19336402,-0.7359408,0.62617904,0.057138447,-0.21620733,-0.42969453,-0.53763676,0.088984,0.22340652,0.4762347,0.31478283,-0.12967753,-0.10451237,-0.051961236,-0.7889597,0.36564997,0.38309848,0.43483174,0.6328354,-0.13691145,0.34516478,0.50353545,-0.4705193,-0.2704699,0.04197605,-0.19214891,0.5586049,-0.2124867,0.38205707,0.5386325,-0.32237738,-0.61350614,-0.14953586,0.18992507,0.28721413,0.5673142,-0.1694251,-0.5192953,-0.13567242,0.057942145,0.16886383,0.63953066,0.62825894,0.3340796,0.8943559,0.48012826,0.03622766,-0.07286379,0.15631817,-0.6364756,-0.5485398,-0.18213646,-0.08539574,0.19869782,-0.13904285,-0.26598552,-0.3755143,-0.48391163,-0.6618462,-0.39403388,0.06806409,-0.28072315,0.67660123,0.41851538,-0.15581872,0.17193334,0.7061633,-0.2247216,-0.053162437,-0.87216556,0.6628787,-0.2331876,0.6205251,-0.23062883,-0.838367,-0.40733874,0.6264806,0.6994534,-0.12917459,-0.12090621,-0.59891087,-0.34482545,-0.0068458193,0.5880828,-0.6769596,0.20248598,-0.37831962,0.18794365,0.19593267,0.06726408,-0.5298528,-0.2732636,0.63385844,0.6055564,-0.44156244,-0.77367216,0.09992043,-0.4424367,-0.13346529,0.003120387,-0.029190395,-0.53933096,-0.18799452,0.33299133,-0.88662326,0.3808069,0.3709107,0.16091359,0.16399011,0.07151617,-0.3889063,0.06360336,0.28030482,-0.02326938,-0.3507596,0.37288508,-0.53821605,0.092676036,-0.22266044,-0.6965586,0.7342982,0.26206177,0.42725036,-0.821013,-0.33739415,-0.095947474,-0.14763741,0.2659871,-0.67711943,-0.30863202,-0.31930572,-0.451552,-0.12298096,0.6468042,0.6226829,-0.6098977,0.12481281,0.43341765,0.74526304,-0.6269077,0.28399903,-0.17203271,0.060252693,-0.50457627,-0.03482751,0.12243022,0.30535895,-0.94668096,-0.06886526,-0.030946312,0.17133623,-0.11896941,-0.11123182,0.24084052,-0.17841472,-0.8355593,-0.1329499,-0.2512986,-0.10932954,0.42359474,-0.05566989
amusing,-0.29268077,-0.52932316,-0.5666869,-0.38235644,0.14412928,0.23741008,-0.50262725,-0.19713582,-0.18659842,0.29973686,0.30286703,-0.08983203,-0.014145068,-0.38691825,0.4404331,0.920869,-1.281605,-0.16460685,-0.1577863,0.10426579,-0.2073038,0.22994648,0.02954339,0.32340157,0.34075674,0.26674762,-0.064802095,0.27689156,-0.69588876,0.23242475,0.4823129,0.21804285,-0.005994908,0.2625406,-0.22742783,0.380016,-0.666594,0.2585217,-0.42848384,0.90364087,0.2717464,-0.51873744,-0.41578802,0.41507646,-0.739669,0.2418517,0.73664033,0.52145976,1.0550581,-0.72759,-0.7969174,0.50343245,-0.34230134,-0.4662934,1.0559124,0.6253099,-0.25904304,-0.44961625,-0.06063067,-0.1376445,0.46785146,0.34274,-0.22032392,0.020387799,0.082704015,0.43260217,0.5204231,0.12532659,0.7273008,0.00068954786,-0.8977927,-0.6206632,0.13614473,0.093701415,-0.76297814,1.0057876,-0.9842894,-0.3272326,0.5214021,-0.15289387,-0.86723185,0.43549976,-0.38631326,-0.020166075,0.052170075,0.3563474,-0.39923954,0.47905272,-0.12425349,0.37857383,-0.8443416,-0.3640166,-0.11904922,-0.12361024,-0.20027246,0.4589366,0.42170036,0.36964694,0.539301,-0.6050521,0.46223056,-0.07188437,0.5228564,-0.2791533,0.42272714,0.29796174,-0.33561015,-0.35227817,-0.21400581,-0.12533996,0.600519,0.16590458,0.3356193,0.08212308,0.5525823,-0.58566225,0.8162338,0.2202916,-0.54924583,-0.12425342,-0.042823214,-0.922418,0.52309316,0.16141914,-0.3702817,-0.014197094,0.07910106,-1.4861646,0.119496815,-0.58660346,-0.10253424,0.40332526,0.12315571,0.16834988,-0.108816594,-0.24625817,0.24654867,0.1686827,0.43479007,0.54541284,0.30332774,-0.29664978,-1.0030953,0.2468799,-0.21822388,-0.19474438,-0.038139246,0.39919648,-0.33540496,-0.7087003,0.00715899,0.40703845,-0.3350769,0.51678896,-0.24078041,-0.13662034,0.08870494,0.652821,-0.30270824,-0.4960302,0.8668303,0.36450222,-0.49580637,-1.2496357,0.14826623,-0.010132277,0.4098707,0.30491084,0.20699918,-0.2638317,-0.130592,-0.5072092,-0.18865165,-0.25634438,-0.17910938,-0.13371785,0.41622853,0.59179777,-0.20447472,0.7145694,0.0825496,0.6917811,-1.1446311,0.7217531,-0.028600594,-0.5847295,0.6683482,-0.7209102,-0.6029676,0.06548777,-0.10517383,-0.108992316,-0.1805942,-0.8720023,-0.6643914,-0.0526976,-0.41521809,0.27740827,0.7568087,-0.5289342
solemn,-0.37652746,-1.155382,-0.05708795,-0.26739204,-1.4548874,0.6261612,-0.31990448,-0.2019845,0.20120184,-0.6318905,0.77163213,0.08521664,-0.80096734,-1.3035948,-0.38610706,0.4389669,-0.0021992382,-0.17288837,1.3540028,0.58592236,-0.5032728,-0.38798958,-0.6499307,0.6785824,-0.17270151,-1.1963688,0.049493395,-0.18139057,-1.1529794,-0.025922809,0.05037889,-0.3158331,-0.63759786,0.73579,-0.49382162,1.6606247,-0.8326333,0.14937226,-0.085457385,-0.4846846,0.49872613,0.44570938,0.3774546,0.02765765,-0.002712783,0.70108587,0.6029561,0.7619132,-0.34122643,0.3349332,-0.47298932,-0.9635594,-0.26658502,-0.6137535,0.18291692,-0.36986023,-1.2447245,-0.20654899,0.9058444,-1.3679348,0.21832527,0.09031989,0.64077145,-0.16494925,-0.74517685,0.3612818,0.2624168,0.20933597,0.40178055,-0.7233092,-0.26404548,-0.15786193,1.0367199,0.42127806,-1.1160401,0.29474944,-1.2298905,0.18837073,-0.6156673,0.7905444,0.55770695,0.9120416,0.8910262,-0.6727131,-0.94206846,-0.09521889,0.021416564,0.16823328,-0.40727946,0.76695275,-0.8106489,-0.37422478,0.15294525,0.5725607,-1.4613205,1.1329592,0.8295749,0.29253232,-0.5469063,0.22932763,-0.88405406,0.53543746,0.17618495,-0.20906328,0.94409126,1.0386679,-0.78912777,-0.08092999,-1.3239125,-0.7001486,0.6384198,0.32150942,-0.4919406,0.51314086,-0.3284011,-0.5814912,-0.15586852,-0.119316116,0.95083714,0.062037125,0.41403693,0.95973307,-0.060706917,-1.0596817,-0.3439204,0.011091667,-0.45410904,0.27703154,0.57720584,-0.20652816,-0.63612264,0.25202695,0.024011808,0.65004295,-1.8004252,0.45115748,-0.24955702,-0.7427709,0.7404492,-0.4048408,-0.27998102,-0.12574945,0.2836764,-0.73464096,-0.5326354,0.38129324,-0.8431426,0.88641,0.41676486,0.5332473,-0.4132536,-0.47380942,0.26149404,1.0466287,-0.67859995,0.8128637,-0.44560656,-1.0327507,-0.655157,0.095384866,-1.5772535,-0.19351354,1.3604441,-0.74560094,0.42447433,0.19032753,0.29822108,-0.15695807,-0.40413716,-0.9308986,-0.47365156,-0.12952958,0.4706495,0.37808454,-0.46124443,0.32690194,0.49256104,-0.84324986,0.25823435,0.37603107,-0.13010657,0.12030082,-1.0286986,0.20230198,-0.54373467,-0.14123932,0.30119264,0.65905756,-0.4239098,-0.5824672,0.1645213,0.9134821,0.9920888,0.09150495,1.5551995,-0.16104423,0.54244715,-0.54718566,0.97266847,0.79312706
jealous,-0.63790035,-0.9506733,0.25597322,-0.06517159,-0.509737,-0.0010784803,0.25273618,-0.55470324,0.7082532,0.6999805,-0.503133,0.14262843,1.5241326,-0.5778759,0.41823524,0.54796773,-0.28596374,-0.4479562,0.6467045,-0.8370789,0.08384792,-0.57708025,-0.40997633,0.5066644,0.7659569,-0.6984968,0.6078448,0.19771817,-0.7994345,1.3279452,0.46842283,0.66493326,-1.1697171,0.3252448,0.10857528,0.9552392,-0.7014255,0.8315132,-1.1981157,0.13828631,0.1458085,1.1843628,-0.93030894,0.28246737,0.44454905,0.5181275,-0.278679,-0.39871603,-0.6599015,0.020686487,-0.08973311,-1.0752374,-0.97846544,-0.6835191,0.7712429,0.9945149,-1.5654211,-0.23388994,0.46326476,0.023555843,0.13533232,-0.32649788,-0.33011267,0.4640459,-0.7865562,-1.3242173,0.812946,0.47363222,-0.08697607,0.35219428,-1.7731516,0.76998985,-1.1797755,0.6983782,0.48975945,-0.1599624,0.19287205,1.213853,0.4134873,0.002859053,0.96352667,-1.6292976,0.2699795,0.3644388,0.07032577,0.38304806,-0.903331,-0.31709522,-1.2523023,0.7277667,-1.4818016,-0.23411775,-0.6827563,0.29785207,-0.25691238,0.07007677,1.2187247,0.87420946,0.23919839,-0.76279247,-0.6488038,0.08226388,0.88189095,0.6247402,1.427216,0.2943061,-1.2605661,-0.124780886,0.021981513,-0.91034216,1.4964375,-1.5670351,-1.3821305,1.1232497,-0.5466787,-0.100180015,-0.18285376,-0.97823334,0.107267335,-1.2006673,0.5593147,-0.09095626,0.20101163,-0.48536643,0.8440662,-1.0364838,-0.098870605,-0.08597771,-0.18172547,0.7526322,0.29322818,0.40085268,-1.1845376,-1.1045477,-0.9379851,-0.030760044,-0.18804443,-1.1218789,0.4208601,-0.94353586,1.621544,-0.6862715,0.0005014333,-0.14726277,-0.6893274,0.07409462,-1.4738624,-0.10922218,0.26897007,-1.2751474,1.2374841,0.67846435,-1.3112068,0.75533605,0.023492394,-0.26142788,-1.1467621,-1.0582786,-0.47252357,-0.50734913,0.57493633,-0.40525544,-0.8747504,0.26353657,0.19478804,0.848164,0.90161484,-0.6520126,0.67312187,-0.8696077,0.568722,-0.75530666,-0.55670387,0.6511206,1.0971375,0.19111446,-0.67197174,-0.011820882,1.3787379,-0.16895562,-0.0027359477,-0.26321656,-0.71616423,-0.77609795,-0.35060918,-1.1851196,-0.35546938,-1.5327545,0.56502336,0.7706525,-0.14649218,-0.9783348,1.0305048,-0.094700485,0.703761,-0.28296807,-0.10759018,-0.39360803,-0.051292103,-1.0578227
