term,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199
funk,-0.3972283,-0.24197017,-0.32621193,-0.76329976,0.09109781,-0.37225977,-0.22520483,-0.6745835,0.020543842,-0.30149665,0.38241872,0.6946518,0.24036968,-0.029747862,-0.43455386,-0.7354519,0.3991666,-0.4091407,-0.13282567,0.49109814,0.02237291,-0.053959794,-0.49913448,0.10274697,0.12612148,-0.4531031,-0.67086476,0.11916951,-0.39079246,0.27352443,-0.22219524,0.57538897,0.40719706,-0.0071491413,-0.48336497,0.8210553,0.20399977,0.28737277,-0.25061244,0.015907751,-0.16434424,0.081226245,-0.025818298,0.12584056,0.42035875,-0.11158985,-0.028068637,-0.021023514,0.4785277,-0.08951619,-0.39766595,0.30552012,0.042165462,0.17251736,0.09842442,-0.07671923,-0.22845769,-0.107043736,-0.16655208,-0.034224488,0.2565819,0.5819219,-0.10151037,0.22280212,-0.41533563,0.47857445,-0.28748208,0.78323704,0.32546368,-0.10944799,-0.15435377,-0.2209275,-0.36906448,-0.0375535,0.05790569,-0.37636834,0.10213647,0.16377285,0.5584174,0.058062926,0.02256604,0.14608413,-0.030349597,-0.111706376,-0.27618352,-0.05102715,-0.24317676,-0.06564229,-0.3044794,0.054473728,-0.17769264,-0.115479395,-0.463615,0.9322697,0.057447795,0.014342084,-0.39233384,0.12704009,0.1641438,-0.61973256,-0.42666888,-0.3460633,0.12207406,-0.97155863,0.29291356,0.4097979,-0.12703404,-0.5341051,-0.3680945,-0.62954724,0.56351423,0.3866267,-0.21109134,-0.3941505,0.20166773,0.32353234,0.4544779,0.101504385,0.25195882,-0.08794131,0.037881438,-0.00026623678,0.110982634,0.012639058,0.8616278,-0.21352857,0.1984344,-0.06690696,-0.32357928,0.5244183,-0.18447626,0.02173245,-0.49091288,0.6007749,-0.21859035,0.18752737,0.15357916,-0.8308638,-0.12726358,-0.3752057,0.42500782,0.28094125,0.10794456,-0.26429993,-0.20685576,-0.21236067,0.36136267,0.020700121,-0.5019903,0.12708196,0.6467194,0.21116027,0.18723819,0.14730628,0.09567764,-0.8373288,0.27281076,-0.4760596,-0.082964726,-0.16411632,0.026033165,0.17135209,-0.71277916,0.046760064,0.20572875,0.13809825,0.27745813,-0.15779005,-0.7481836,0.16474959,0.107365675,0.090155,0.2456941,0.508541,0.024093004,-0.4462145,0.36592108,0.37946495,0.49253628,-0.24877538,-0.038132694,-0.43964905,0.23867975,0.085581504,-0.31650895,-0.4363573,0.10368468,-0.059686705,-0.13900267,-0.095670715,-0.68250775,-0.40936133,-0.05034037,-0.14414598,0.3668014,0.44759876,-0.5400818,0.60770315,-0.07772416,-0.46321994
sad,-0.25142768,-0.13108212,-0.034538183,0.20284717,-0.5707727,0.23600353,0.2564041,0.22309676,0.050914627,0.15951829,-0.31612825,-0.26918915,0.049288485,-0.5384754,0.027777776,0.004856467,0.0052097393,-0.06744028,0.052862637,-0.33332014,-0.15177089,-0.046202607,0.49480432,0.2533806,0.5133619,-0.0041783936,0.08828492,-0.08734454,-0.49001154,0.65039253,0.56444407,0.45507425,-0.75194824,-0.036581263,-0.19745582,-0.06713196,0.4538052,0.013274845,0.3066849,0.17470229,0.18518235,-0.3455727,-0.42910495,0.1795793,0.13115829,0.14929491,0.32263768,-0.2666097,0.053610716,0.029941306,-0.03441763,0.42529762,-0.14044239,-0.25616977,0.21129455,0.45290378,-0.3643415,-0.03250352,-0.08623071,-0.054148648,0.61281586,-0.24740914,-0.46173066,-0.44978338,-0.09031743,0.17297798,-0.096002914,0.5230441,0.13756207,-0.18061358,-0.81177926,0.10424957,-0.34084794,0.2839183,-0.00888537,-0.15209118,0.21335627,-0.047095083,0.26332605,0.7691146,-0.22320099,-0.20397922,0.29542032,0.17787343,-0.5690859,-0.17674987,-0.24982284,0.010637967,-0.15920293,0.19926511,-0.4321667,-0.10003771,0.016687958,0.30958566,-0.31858435,-0.058753327,0.05994857,-0.60813725,-0.1539894,-0.14965068,-0.06868731,0.27311444,-0.061329957,-0.013713763,0.5677564,-0.5443902,-0.14220355,-0.24441408,-0.55928695,-0.2956671,0.27301618,0.28271705,0.08535517,-0.22487722,-0.29373318,-0.12384951,0.6666601,-0.023263447,-0.3851248,-0.13931277,-0.14284322,0.25684923,0.3154222,-0.50579876,0.2948605,0.40098563,-0.27104104,-0.5016018,0.2044775,0.23651925,0.13965994,0.13374224,0.010734461,-0.33146527,0.14517134,0.11882158,0.3387476,-0.46784073,-0.0013839189,0.5046393,0.35463744,-0.55311257,-0.4462266,-0.52790135,-0.052552763,0.014376181,-0.32264584,-0.15092768,0.019919962,-0.09122964,-0.06681353,0.20771778,-0.22771999,-0.37844932,-0.28994432,0.31803912,0.12142313,0.024149464,-0.512919,0.29341263,-0.19004998,0.18348539,-0.02412809,-0.049644675,0.088476256,0.27699217,-0.44248503,0.090618305,-0.040666196,-0.43352947,0.12153275,-0.26561156,0.06564992,0.022470068,-0.44725522,0.07521672,-0.20408103,0.050138105,0.15457772,0.1762899,-0.353027,-0.27671656,-0.18066248,-0.08056522,0.26816174,-0.0651514,0.3660235,0.092886314,-0.043183863,-0.05691934,-0.16144776,0.07147382,0.20508288,-0.30816865,0.30896753,-0.21515039,0.35190395,-0.19465238,0.31334645,0.25765517
dreamy,-0.29688668,-0.068635836,-0.17174031,-0.2634394,-0.28253025,-0.00850892,0.04265615,0.11947458,-0.2309905,0.621822,0.13173364,-0.039505962,-0.026833555,-0.70568347,-0.18536921,0.3575658,-0.1389494,-0.3606613,0.14963001,-0.11880757,0.10605848,0.04815266,-0.11510065,0.25724775,0.26880145,0.059145715,-0.22415942,0.22699982,-0.3830626,0.4207718,-0.43467423,-0.14220794,-0.6925951,-0.022972487,-0.24016555,-0.26629415,-0.30039334,0.11067476,0.02643801,0.18816365,0.20927623,-0.055581696,0.19608998,-0.23037589,-0.6203359,-0.17939806,0.04104394,-0.083039895,0.39286065,-0.1153346,-0.13326097,-0.15964827,-0.022843057,-0.014562623,-0.19449136,0.41213992,-0.16078685,-0.120649956,-0.19184019,-0.15768503,0.59663355,0.017108355,0.18786094,-0.16899218,-0.57098955,0.36418268,0.09947939,0.15378758,-0.20143265,0.07442339,-0.25761572,-0.1282112,-0.2102319,0.35545394,-0.5779796,-0.403617,-0.43780163,0.41677687,-0.11454999,0.43416908,0.05523378,0.014161985,0.079862095,-0.14323252,-0.2655096,0.013552847,-0.111191824,0.6303264,0.08515107,-0.31841198,-0.45959455,-0.045885462,-0.033779897,0.16599356,-0.19701698,-0.048725538,0.018024025,-0.32936245,-0.10590636,-0.0058348556,-0.3199539,0.031269256,-0.026287796,-0.17165866,0.11194104,-0.20427914,0.07123605,0.15144786,-0.0793048,0.25277698,0.102011904,-0.03395444,-0.028375296,0.16809267,0.4097792,0.4073321,0.21997462,-0.06959862,0.052175324,-0.6176203,0.011825521,-0.09641717,-0.013755581,0.19144899,-0.07202841,0.002855475,0.34019852,-1.0340452,0.4152755,0.1499792,0.21144259,0.3179381,0.24643144,-0.40363082,-0.025153054,0.3441828,0.21027394,-0.6942289,0.022754056,0.1906121,0.07340878,-0.31412485,-0.47327983,-0.6177219,0.20569071,-0.3241177,-0.19405487,0.24841206,0.2203073,-0.36999258,-0.1659417,0.079661734,0.20104828,0.053374708,-0.21335034,-0.6175469,0.377502,0.43329567,-0.07410156,-0.02553493,-0.21366133,-0.31380337,0.23148641,-0.5961363,-0.036203485,0.22195011,-0.12139945,-0.3430877,-0.11847689,0.22229649,0.13784012,0.044923063,0.26667428,-0.05575156,-0.23799573,0.13418421,0.24412106,0.12471753,-0.10780332,-0.21771492,0.009744552,-0.09630229,-0.112340406,0.2213469,0.43879914,-0.3839095,0.045588218,-0.36915606,-0.48888135,0.20670362,0.5887717,-0.2274775,0.19414957,-0.21648788,0.22285387,0.014717803,-0.10090042,0.36507788,0.24704295,-0.351741
calm,-0.11315977,-0.38871124,-0.094306074,-0.55656195,-0.12330552,-0.45379817,-0.47321567,-0.18072937,0.34809336,0.3503606,0.47836292,-0.32040593,0.07318986,-0.27779174,0.3230154,0.5817456,-0.11526792,-0.49958962,0.13739984,0.19571723,-0.18441008,-0.43996587,0.00074574567,0.3149127,-0.35583776,-0.23678471,0.11093279,-0.90301067,-0.24342756,0.82242817,0.6173469,0.13964595,-0.6113689,0.1114753,0.07468005,0.2502694,0.25962508,0.21803027,0.18526363,0.17337282,0.11905293,-0.4785819,-0.0049930033,0.08599215,-0.38374925,0.15894796,0.39889142,-0.34447703,0.02219466,-0.08008783,-0.26524073,-0.24757428,-0.302816,-0.3399538,-0.099230886,0.8053217,-0.36395162,-0.30476856,-0.07525378,-0.38039508,-0.22302955,-0.71378124,-0.08234619,0.35229224,-0.27480784,-0.20236994,0.34015766,0.39725715,-0.19836065,0.05642167,-0.18609665,0.09609433,0.13583806,0.20245181,-0.20640619,-0.39509404,-0.3195469,-0.3775357,-0.40793455,0.26699886,-0.062630594,-0.24025449,0.18563241,-0.61219424,-0.55096287,0.51699305,-0.45686042,0.6712399,-0.45166573,-0.011835755,-0.19787832,0.3729277,0.13111195,-0.11749549,-0.23090363,0.0833626,0.046190076,-0.34138075,-0.26452643,-0.7042146,-0.4496048,-0.20567502,-0.21166849,-0.2940605,0.2987628,0.10061875,-0.35583714,-0.06837866,0.25452903,0.16580507,0.2994176,-0.18850943,0.043375157,-0.17141452,-0.19819379,0.21318765,-0.072055146,0.0051286737,-0.3826737,-0.19698739,-0.18655436,0.19119057,0.46428955,-0.07139814,0.40404442,0.5544846,0.19274701,-0.62340695,0.4528959,0.033862427,0.060473155,0.07254693,0.5054742,0.14134447,-0.09077384,-0.17498422,0.18546224,-0.45558542,0.024543809,-0.081942424,-0.28744227,-0.030208128,-0.5363049,-0.5167437,0.27513397,-0.47976935,0.41856828,0.4999006,0.16101712,-0.47805157,-0.29164,0.12937802,-0.16351604,0.010763959,-0.081533246,-0.3257845,0.2785719,0.4958571,-0.08647675,0.12772627,0.5218139,-0.29534003,0.01672583,-0.13192952,0.41964945,0.6190725,-0.43875074,0.2053846,-0.1525023,0.033196002,-0.350645,0.0073219673,0.14200154,-0.2118654,-0.23785274,-0.36888248,0.29491234,0.38852233,0.063248724,-0.10436282,-0.111049145,0.22247225,0.049133603,0.34361392,0.18170132,-0.16893621,0.30553925,-0.16487776,0.1500485,0.08186678,-0.009394895,-0.02189029,0.42441985,-0.032820497,-0.19197938,-0.26622579,0.07176777,0.030128717,-0.37357372,0.04984316
melancholy,0.014034683,0.07976885,-0.35069817,-0.08232385,-0.22933482,-0.22727776,-0.025600279,-0.34736773,0.11297269,0.30386022,0.30497453,-0.17804669,-0.013894732,-0.6368159,0.5349121,0.045739207,-0.29164642,-0.7288294,-0.14702776,-0.3138665,-0.10986477,0.22497739,-0.06713176,0.29732433,0.09065504,0.17939343,-0.12512676,-0.090300515,-0.42137837,0.56967425,-0.21617888,-0.26331028,-0.5173024,-0.18405846,-0.23444109,0.09751377,-0.13792391,-0.032544356,0.664268,-0.22281292,0.23159058,-0.09850716,-0.049108084,-0.09651013,-0.25889623,0.027904354,0.16965847,-0.053573143,0.41580892,-0.6024449,-0.08398716,0.08671324,-0.5709551,0.040785294,-0.16060273,0.32121947,-0.19672072,-0.33097488,-0.20823571,-0.54456484,0.75843877,-0.32688126,-0.2708189,-0.23436344,-0.16517247,0.6488815,-0.07453705,0.06896769,0.25713083,-0.22105218,-0.7092807,0.17968538,-0.17501307,0.073934525,0.05940804,-0.60484064,0.081204146,0.23604587,-0.05373043,0.56491977,0.21109165,-0.22861713,0.55054694,-0.27922782,0.09699018,0.34265876,-0.18334363,0.2515626,-0.18865316,-0.38214153,-0.111803636,-0.6277577,0.18218648,0.20381212,0.3596816,-0.33707693,-0.18885855,-0.24450487,0.00069939496,-0.101529606,-0.29434165,-0.13860781,-0.10274933,-0.5549349,0.29756397,-0.15648064,0.08723312,-0.45673355,-0.64257103,0.15868127,0.20413321,-0.045173872,0.17542134,0.16488782,0.25162682,-0.01432585,-0.08407844,-0.05931706,0.4746265,-0.232436,-0.41608566,0.018054964,-0.039330132,0.3162633,0.27680004,0.0877536,0.04193599,-0.65627396,0.5340064,0.23549458,0.13875529,0.106549844,0.15343407,-0.45606637,-0.076310165,0.033338517,0.19878908,-0.11553194,-0.092877336,-0.10749253,0.032697152,-0.3329874,-0.3365875,-0.70578635,0.37818864,-0.6031718,0.062329046,-0.008401473,0.042475436,-0.45682,-0.30935505,0.16005124,-0.063647285,-0.18807328,-0.05871669,-0.15314125,0.09662406,-0.32475886,-0.08844214,-0.027085697,0.11767533,-0.102673784,-0.23089054,-0.5242356,-0.1806834,0.09932614,-0.16820605,0.2549984,-0.2951643,0.11318851,-0.09678633,0.1184574,-0.02530619,-0.26107842,-0.25526026,0.09220111,0.23133607,0.1708136,0.103321105,-0.28292084,-0.24884878,-0.031238154,-0.036489196,-0.20061266,0.1716467,-0.3315674,0.24405317,-0.38760167,0.14898936,-0.0050413148,-0.2297626,-0.31736597,-0.038544282,-0.24728025,0.12489185,-0.19851528,-0.057109974,0.5091388,0.2134816,-0.04867672
quirky,-0.568754,0.0733179,0.21157712,0.39458814,-0.18489358,-0.033799555,-0.21756585,0.049823888,0.21483086,-0.19411983,0.40955546,-0.9579433,0.36772287,0.0936959,0.34676304,-0.36027268,-0.26032788,-0.05334762,-0.27610007,-0.5992079,-0.36027074,0.10434008,0.1592758,-0.072874255,0.4941357,-0.29027116,0.0023796875,0.18630669,-0.20637506,0.1654824,0.14664829,0.38112837,-0.32085717,-0.18618743,-0.37668604,0.45772812,0.06577106,0.2734205,0.20072612,-0.09639578,0.5002097,0.06380599,0.22433786,0.19170158,-0.15097162,0.38774487,-0.014407586,0.5549275,0.15739708,-0.6560577,-0.3708045,-0.38064474,0.017511908,-0.6450121,0.09185789,1.027545,0.19821598,0.38213873,0.3539166,-0.15957306,-0.053751305,0.4260413,-0.14457902,-0.27146956,-0.83162445,-0.32373175,0.06270655,0.43140268,0.47321588,-0.35048553,-0.26324186,0.015924454,0.04057496,0.217886,-0.2412835,0.5869341,-0.96498334,0.08792518,-0.37372378,0.503869,-0.46113056,0.5373512,0.092670865,-0.048388675,-0.229455,0.0485502,-0.21638481,-0.11779782,-0.34848323,-0.24653919,-0.6752541,-0.107615285,0.15506847,0.073054075,-0.7916694,0.26020682,-0.23116465,-0.29330185,0.33084634,-0.34456614,-0.71661144,0.0024171157,0.2946946,-0.45647818,0.33429572,-0.24154606,-0.17079258,-0.446307,-0.32391697,0.08546559,-0.08518109,0.11895182,-0.3143116,-0.104303956,0.24966574,0.31933287,0.768733,0.29513848,-0.37237373,-0.75034934,0.052677006,0.00459866,0.11139765,-0.3686917,-0.12095046,0.3279102,0.124122314,0.06376009,0.07902227,0.09091323,-0.45232546,-0.056046247,-0.17984214,-0.52625537,0.43776587,-0.090596765,-0.058191564,-0.50934356,0.025225678,-0.124162175,0.52443653,-0.8824593,-0.39982456,-0.012066365,-0.25988078,-0.25021726,0.5431111,0.29393923,0.54649204,-0.50530475,-0.44289374,0.5863474,0.55253196,0.18565224,-0.28387883,-0.46535268,0.17957105,0.021180052,-0.3079878,-0.5980846,0.14247128,0.16951199,0.3558394,-0.48216864,0.03552225,0.48366642,0.2403172,0.071711,-0.13054423,-0.19062702,0.1722281,0.17641872,0.6500463,0.22085851,0.06667425,0.2207605,-0.29839888,0.1909738,-0.31448758,-0.1527188,0.092685714,-0.42507645,-0.8613653,-0.2873306,0.020156031,-0.2982072,-0.28609362,-0.21229206,0.041920602,-0.36595678,-0.09718628,0.25635985,-0.20293346,-0.4014341,0.24457392,-0.40786,-0.12100267,0.2357016,0.41836983,0.1230183
desperate,0.43042445,0.24019632,-0.3808578,0.70225495,0.067583695,-0.7619299,-0.09006655,-0.46708202,-0.76565605,0.5385826,0.40470666,0.46355468,-0.3034436,-1.1689976,-0.6572424,-0.2426728,0.09894973,-1.0754305,-0.38185632,-0.03970642,-0.62955,0.04381375,-0.20640726,0.7120124,-0.3257447,0.3829226,0.22925374,-0.12528746,-0.15545782,-0.00018363449,0.024843706,0.6999712,-0.4595634,0.268783,0.34499046,0.42773366,0.7375634,0.05999518,0.9463119,-0.51247436,-0.77598286,0.5416105,-0.15445006,-0.47140703,0.09010381,-0.31799743,0.44475615,0.15044634,0.67015123,-0.89163375,-0.6924776,0.8335477,-0.23805118,-0.37408444,-0.039612506,-0.02541665,-0.5722807,0.22794853,0.33268386,1.4325678,0.0018594823,-0.31667563,-0.6231308,-0.024800515,0.28556272,-0.17412142,0.36973736,0.569584,0.9992591,-0.5497713,-0.64876825,-0.47536978,0.7480676,0.2549539,-0.22453535,-0.2709779,-0.52170056,0.40598956,0.75373614,0.80943567,0.6309292,0.07995479,0.35627952,-0.18728241,0.5087303,0.3495571,-0.5070872,0.09956731,0.17744549,0.26948658,-0.19559933,0.033791974,0.78840935,0.047293294,-0.47885606,0.32619226,0.39501938,-0.20894913,-0.056019932,-0.6454653,-0.31357163,0.43106592,0.19630188,-0.33112714,-0.21695913,0.047534853,0.32659474,-0.07551402,-0.76567924,-0.07102277,0.7123882,-0.4079128,0.36865136,-0.0108872065,-0.21485826,0.5943206,0.27241537,-1.0891343,-0.73964864,0.42365253,-0.26396048,-0.32988232,0.29813373,-0.4210388,-0.3402915,0.24244128,0.21716025,-0.27905372,0.17808224,0.34876066,0.7023986,0.5832274,-0.50152045,-0.6152438,-0.28144142,-0.34612972,-0.7160722,0.5290556,0.230015,-0.15150928,1.1453694,0.28039202,-0.39389566,-0.5161764,0.27821273,-0.54210293,-0.07508989,0.5916103,0.23959012,0.78502935,-0.51866996,0.19436026,-0.35047275,0.5487575,0.10559531,0.1851854,0.5587119,-0.7573093,-0.57253605,-0.66893345,-1.53172,0.73642844,0.18041039,-0.57116663,-0.22379276,-0.43394455,-0.049732495,-0.38770697,-0.42168736,-0.6055976,-0.52537733,-0.2806806,0.32337952,0.27128884,-0.057173684,-0.014190846,0.74594396,0.3624686,-0.5066125,0.4499907,-0.2609757,-0.32028046,-0.11061619,-0.37401092,0.030511906,-0.789106,0.26659852,-0.67239046,0.03561356,0.1013718,0.3164367,-0.13348459,0.5966504,0.15796886,-0.3623975,0.021847384,-0.16057006,0.22384731,0.6477133,-0.16594812
emotional,-0.057124417,-0.055327248,-0.054960407,-0.13500944,-0.42992938,0.05773642,-0.41294408,-0.10967676,0.12526213,0.9422356,0.008938226,0.10574947,-0.87359166,-0.22039859,0.12815385,0.4158848,-0.35616595,-0.027270677,0.3288584,-0.28027272,-0.06450811,-0.014103573,-0.15761119,0.37012392,0.025394557,0.23472005,0.25316852,0.13018881,-0.58874494,0.61187977,-0.16583642,0.2724776,0.047566514,-0.15106443,0.01927796,0.34998202,0.35627946,0.19871764,0.26938438,0.28223467,0.052563775,0.099829994,0.011657544,-0.30199164,0.33374226,0.0642991,0.6809313,0.08058414,0.23048171,-0.23069407,-0.16530621,0.15535986,-0.09509358,0.16083474,0.07811752,0.33539227,-0.0031496442,-0.05491546,-0.040472247,-0.42050192,0.5947013,0.06199208,-0.03820551,0.010511967,-0.36707968,0.008063734,0.5896071,0.46112442,0.51670283,-0.26973346,-0.5386632,0.027215214,0.37780076,0.1429177,-0.2651472,0.02305622,0.10501014,-0.15388939,-0.18038991,0.19205277,0.2250097,-0.0062833726,0.17672269,-0.69471073,-0.02832718,0.49952766,-0.53023475,0.22526635,-0.36449748,-0.46556246,0.28158107,-0.18332662,-0.0675387,0.21032856,-0.2297107,-0.22849232,-0.20020795,-0.2888792,0.042836003,-0.2560116,-0.37105954,0.18529053,0.23357607,-0.010914809,0.032643914,-0.018939175,0.4610951,-0.072005674,-0.5652546,-0.32753608,0.29028788,0.3310816,0.23481768,0.1555566,0.08257669,0.6019056,-0.108089015,-0.36203507,-0.057806358,-0.318456,-0.73393595,0.04949491,0.09406926,-0.06797272,-0.29719195,-0.25586024,-0.31664237,0.24088809,0.44246778,0.06948167,-0.5181983,0.72211313,-0.13368428,-0.26934087,-0.21453084,-0.11845868,0.27271897,-0.27264434,-0.6361572,0.22063032,-0.25957817,-0.36193553,0.26979068,-0.54360265,0.0011141762,-0.4541861,-0.45758542,0.09641194,0.32900602,-0.22863176,-0.41299367,0.20223628,0.06930654,-0.16917652,-0.09394487,-0.33327207,0.0023118234,0.081594445,-0.45261022,0.25697133,-0.21873921,-0.19302206,-0.122289024,-0.6598543,0.15821064,0.2905116,0.10527407,-0.5002902,0.13855685,-0.63386935,-0.048972934,0.2733871,0.014714688,-0.1543308,-0.3011629,0.5444475,0.20122802,0.31038553,0.56987375,-0.050387584,-0.15783331,0.01181287,-0.1400581,0.27851027,-0.09436925,-0.23004793,-0.17460994,0.03515353,-0.17064022,0.01912785,-0.50229955,-0.13332823,0.13101536,-0.38831273,-0.4849777,-0.29178336,0.32837453,0.072244816,0.31411707,0.25622356
inspired,-0.36595514,-0.6064104,0.6941372,0.1204119,0.50154275,-0.022437805,-1.1574523,-0.3954974,-0.68494564,0.4935284,0.27717987,0.41266868,0.25390437,-0.30677897,0.84119457,0.24553105,0.18687236,-0.20575756,-0.44657063,0.634972,-1.1033162,-0.009691551,-0.20255217,0.21053633,0.07134888,-0.44892865,0.29145515,0.48607948,-1.0344363,0.6505886,-0.6130245,-0.4551409,-0.32546335,0.4294068,0.05641498,-0.24529648,-0.030009648,-0.34670383,-0.7354043,0.26471573,-0.12988266,0.73847336,-0.60245985,0.286748,0.80491734,-0.6770512,-0.12695576,1.3492182,0.3046607,0.11780732,-0.26629624,0.3848472,-0.25668207,0.2724876,0.8940091,0.033929456,0.10368443,0.12629485,0.4583744,-0.51593494,1.1761659,-0.45480388,0.19048949,-0.35665756,-1.2596412,0.7599361,-0.4417359,0.17050599,0.03179264,-0.25779223,0.3893341,-0.58662164,0.49413535,0.40097192,0.50718766,0.22312796,-0.2158674,0.26699176,0.27981442,0.5216964,0.50938845,0.27807945,-0.3724922,-0.70226103,0.5478663,-0.51612854,-0.75179774,-0.76352745,0.27549526,-0.5455334,-0.7786448,-0.14641382,-0.32567775,0.76135564,-0.10680288,-0.07242183,0.357292,0.4245092,0.20230284,0.19243269,-0.8013324,0.01584268,0.050616734,-1.145573,-0.2870546,-0.016109426,-0.12070898,-1.1050671,-0.7778309,-1.2983437,0.53039277,-0.09239772,-0.43176562,-0.6119741,-0.096790835,0.4993266,-0.56684893,-0.5577596,-0.29527885,-0.3434573,0.5871666,-0.015317899,-0.26937342,-0.6658031,0.732819,-0.2825475,-0.4460618,-0.6961401,-0.8708472,0.06084867,-0.03140145,-0.38031974,-1.2480446,0.43377185,0.28257126,0.23799579,-0.43970835,-0.16175027,0.5805635,-1.3858738,0.09234914,0.16137373,-0.08186843,-0.4566878,-0.58305216,-0.5901917,-1.4209821,-0.29758862,0.34900734,-0.03699687,-0.34204012,0.4114377,0.0084401965,0.08194529,-0.5350467,0.12052046,-0.41616935,-0.10416147,-0.2570421,0.02075837,-0.59666073,0.5790089,-0.21306059,0.63660896,-0.243199,0.19587876,-0.021033213,-0.3216273,0.077326514,1.1397403,-0.24753779,0.2946787,1.0891004,0.13879493,0.7379487,-0.1101308,-0.5304089,-0.2991955,0.45743665,-0.42005026,-0.29773918,-0.471163,-0.3310354,-0.6781003,0.41524988,0.29842505,-0.06508985,0.065896764,-1.0446367,0.057102352,-0.74050504,-0.5147571,-0.98469466,0.21481425,-0.14731035,0.46487796,0.4698698,0.9594953,0.6961079,-1.2070194
bittersweet,0.104891956,0.09214567,-0.32076764,-0.18800393,-0.18402752,-0.34714568,-0.10576487,-0.10413605,0.41728327,0.03893476,0.24732734,0.14682782,-0.1768181,-0.38354328,-0.12713823,0.24024484,0.14178781,-0.11119226,0.20575067,-0.011401605,-0.4959275,0.010544783,-0.55830634,-0.12107123,0.12510462,-0.011948369,0.30237943,0.30608657,-0.20560066,0.20394206,0.2757187,-0.029919999,-0.36325774,-0.26620448,0.007122351,0.53166306,-0.010799322,-0.2589804,0.24303456,-0.07045041,-0.22141898,-0.032003272,-0.048256047,-0.3981058,0.13276045,0.00015986347,-0.27688372,0.38198426,0.18189791,-0.25392798,-0.29949737,0.20425761,-0.024939856,-0.36853263,-0.11398858,0.47219762,0.12530021,-0.24709694,-0.09668015,0.25341785,0.17219622,-0.17451034,0.28645805,-0.31319067,-0.008731588,0.22017793,0.47101444,0.27042922,0.8667557,-0.1371809,-0.18900098,0.16197965,0.1538477,0.20145962,-0.53634185,-0.058352474,-0.81384104,0.03148176,0.19987002,0.28286436,0.6685602,-0.0633046,0.36629245,-0.8264983,-0.35303387,0.3268903,-0.3633291,0.045799732,-0.38130113,0.35913125,0.25711685,-0.32419097,-0.073007934,0.38072947,0.1018097,0.15401255,0.64251596,-0.46674496,-0.30571076,0.020481758,0.06612388,-0.12825152,-0.06895657,0.1364496,-0.07730898,-0.43252298,-0.4420099,-0.6929466,-0.40824705,-0.22158608,-0.2542273,0.057557445,-0.3363126,0.029948216,0.1440452,0.328925,0.11764867,-0.032082535,-0.3090941,-0.21357186,-0.12366625,-0.27513266,0.3611067,-0.42192516,0.053963374,0.14902297,-0.078507274,-0.3187654,0.46934158,0.15594648,0.16630335,0.18177846,0.1651604,0.052228596,-0.49908757,0.57075953,-0.0024323945,-0.5970467,-0.18152638,0.2323467,-0.093343996,-0.6612866,-0.30784366,0.17475732,-0.06866779,-0.74508256,0.2976879,0.030843377,-0.35550836,-0.21930754,0.38504735,0.38791752,0.37305483,-0.36764613,-0.61350554,-0.0075223655,-0.12098711,-0.5178188,0.04964182,-0.060399234,-0.04610796,-0.15131333,-0.30612114,-0.16121845,-0.13414669,0.24936944,-0.61084676,-0.2700385,-0.025183562,-0.2576976,0.085538365,-0.09331288,-0.007963351,-0.62852734,-0.81411743,0.14567181,-0.033846702,-0.23853138,-0.0801628,0.46533147,-0.4654171,-0.18361878,-0.5236,-0.29202932,0.7156166,-0.41389665,0.3677979,-0.34032878,-0.2285825,-0.0972397,0.07917774,0.21879648,0.2379395,0.13606063,0.22801277,0.27960962,0.10813063,-0.15469448,-0.011971125,-0.22576818
