term,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149
romantic,0.13704433,-0.040462375,-0.43881044,-0.209489,-0.19071425,0.19187866,-0.083923966,-0.13735768,-0.09132468,0.11809789,0.11624001,-0.06445006,0.38436565,0.17111263,0.0264284,0.28726232,0.2540145,-0.09438146,-0.4203355,-0.16250104,0.019506255,0.26406997,-0.5477073,-0.45327845,0.23027351,-0.060217846,0.04595998,-0.68161374,0.2775866,0.4019186,0.5442721,0.6612594,0.19793338,-0.018863125,-0.1942531,-0.5230775,0.2945851,-0.21718392,0.1922954,-0.22519821,0.31118473,0.364739,0.13875236,0.19237912,-0.24262011,0.45522696,-0.21479967,-0.45105663,0.7148467,-0.55831844,0.064344764,0.24456172,0.9010441,0.33069894,-0.09162733,0.4297895,0.03588412,0.13051736,0.25293684,0.0736689,-0.60392314,-0.7389723,0.18301588,-0.46065387,0.027719477,-0.41383788,0.21314098,0.30561987,-0.09863153,0.06315217,-0.052586883,-0.07087093,0.21855561,-0.12366536,-0.2688005,-0.45067322,-0.22257724,0.28426728,0.5804173,0.2651131,-0.072742045,0.21276349,0.81713694,0.025882198,-0.3463842,0.2038032,-0.21632917,-0.30021018,0.6014357,-0.29391244,0.07703178,0.59404486,-0.10319757,0.4997259,0.36349207,-0.42774993,0.03780692,-0.117421106,-0.30698287,-0.17455398,-0.0076455106,0.29549715,0.4516019,-0.11640825,0.5261793,-0.39166644,-0.54964817,-0.4157013,-0.5401242,-0.015985416,-0.35506174,-0.5609045,0.10214871,-0.08274007,-0.06051545,0.4036397,-0.35387394,-0.43003115,-0.41246644,-0.096367106,0.034946796,-0.42141902,0.12824649,-0.6362982,-0.16613849,-0.038630616,-0.15545635,0.10398855,-0.79102516,-0.3108339,-0.6258115,-0.34766057,-0.122429885,0.5004396,0.7539153,-0.3524342,0.14667474,0.3754872,0.31592575,0.37686887,0.3992077,0.23535822,-0.26913533,0.2759268,0.1639091,-0.019347534,-0.56515396,0.10268783,0.16789222,-0.4652488
sweet,-0.48324865,0.14676048,0.1620024,0.020376874,-0.1293711,-0.07238514,-0.29024816,0.037309177,-0.10251206,0.70717037,-0.018868903,-0.32042322,0.7617149,0.1011285,0.0044127144,-0.047567375,-0.025133194,0.119374074,0.2830244,-0.76603884,-0.50887436,-0.13071589,-0.5882787,-0.5961351,-0.5341953,0.49331552,-1.0861369,-0.5697965,-0.1512511,0.23937717,-0.50536937,0.8915393,0.15498978,-0.097921215,0.5229791,-1.1469668,-0.24968284,-0.19358331,0.1999091,-0.2729927,0.16824877,0.06946214,0.1773678,-0.102621056,0.1493547,-0.054508135,0.45354372,-0.21563645,0.7269174,-0.10850444,0.12573144,-0.39285856,0.528606,-0.4343016,-0.0041946573,0.10282979,0.6514054,-0.3375413,0.22945555,0.66587096,0.04815105,0.01829341,-0.007886683,0.15768594,-0.75278926,-0.17196654,0.49898598,0.08006551,0.25028506,-0.3530944,0.022062473,0.34568378,0.43806952,-0.128159,-0.10388436,0.3197613,0.048883636,0.38940474,0.49122548,-0.27641785,0.10912078,-0.017925281,-0.2556338,-0.415722,-0.8428183,-0.022765042,0.34696266,0.060670733,-0.46543646,0.38712874,0.23715737,-0.06856777,0.2706486,0.11576353,-0.20496505,0.21954621,-0.018235851,-0.115742065,0.3970891,-0.031719085,-0.5184646,0.417443,0.48579782,-0.80792725,0.09201452,0.40395248,-0.40855724,-0.2711537,0.3440259,-0.5600843,-0.043948006,0.29858065,-0.50773865,0.09766172,-0.3305116,0.45432183,-0.053814422,-0.6095292,-0.039102394,0.22893336,0.2103752,-0.57758635,0.21717879,-0.56503934,0.0034191574,-0.24389133,-0.28511682,0.3523444,0.15970041,-0.109601974,-0.5478705,-0.45104975,-0.115965836,0.37217098,0.7270653,-1.0245914,0.08071506,0.039581317,0.04245109,-0.3538392,0.010748002,0.5018605,-0.037649795,-0.38293117,0.026138833,0.87681985,-0.9378492,-0.09305801,0.18557134,-0.10571566
dancing,0.7611933,0.7856275,-0.3343385,-0.5686112,0.27618402,0.109314874,0.464404,-0.03253172,-0.56565535,-0.18341902,0.39414683,-0.7401757,0.94375515,0.5493479,-0.23315287,0.19777922,0.75906533,0.28646412,0.4732126,-0.23237565,0.5267813,0.019573815,-0.3241284,-0.38756964,0.20639786,-0.03706243,-0.6784983,0.82728785,0.6391371,0.48068008,0.44552666,1.0831563,0.94315994,-0.09700039,0.5499449,-0.43199706,-0.43011606,-0.55018395,0.14571403,-0.18757594,0.09128805,-0.027122393,0.3761708,-0.39091763,0.3942292,0.14287521,0.23620227,-0.84909993,0.5142509,0.40071958,-1.1269305,0.48342147,-0.7868175,0.6419175,0.55023503,-0.43220484,0.5560304,-0.048047606,0.2904404,0.69156533,0.04863718,-0.2876537,-0.43031898,0.10124456,-0.3185736,-0.16068761,0.34369776,0.26411164,-0.11307104,-0.16367379,-0.6283713,0.18555064,0.3457502,-0.1733355,-0.018064234,0.42750996,-0.25536403,-0.09418939,-0.08216684,0.5614359,1.0843936,-0.19175565,0.1699278,0.9702282,-0.24399461,0.61953086,0.38854122,0.9364513,0.7317734,-0.22521852,0.21832824,0.39454058,0.60580707,0.583788,0.18689735,-0.25683826,-0.14174497,0.036584906,-0.55096966,0.42850536,0.119500846,-0.035765048,-0.28670567,0.34796008,0.8982668,-0.62942463,0.0052553327,-0.34673497,-0.06944109,-0.18865675,-0.2524629,-0.8772027,-0.3079597,0.6634006,-0.7844932,-0.39624345,-0.45786488,-0.96076965,-0.04614496,-0.85537374,0.36313662,0.7951615,0.74338853,-0.2173389,-0.5184252,0.5750426,-0.50378317,0.06148962,0.19465908,-0.08914312,0.060958657,-0.5370558,0.12777315,0.5868969,-0.3005797,-0.30664286,-0.24031186,-0.19540764,0.36903632,-0.77362597,0.044799417,0.47760853,0.28133413,-0.75824237,-0.47216,-0.07398645,0.14543381,0.15787676,-0.7907828,-0.1573153
fun,-0.06489672,-0.029192846,-0.63623923,0.22990853,0.13596447,0.10365605,-0.23285487,0.12467283,-0.51877743,0.3677349,0.12711924,-0.025924087,0.27495265,0.01344834,0.68976134,-0.52783287,-0.27464375,0.12773757,0.061653428,0.03796686,-0.36321348,-0.7897746,-0.58815,-0.8158361,0.07945987,0.07394177,-0.4215655,-0.010474709,0.7808537,-0.12036028,0.11057375,0.677559,-0.20776847,-0.11420378,0.15563187,-0.22447217,0.29907018,0.13700862,-0.63970596,-0.09670568,0.011083489,0.75364757,0.46811202,0.34381187,0.07605302,0.097659834,0.14707547,-0.91998553,0.05287071,-0.19339791,-0.19521552,0.0846076,-0.6313612,-0.24952723,0.4049323,-0.66519797,-0.16843991,-0.047913693,-0.051089145,0.35932866,-0.3876838,0.5246324,0.20027757,-0.044803713,0.61632067,0.02035268,0.21365878,0.121784166,-0.08193501,-0.19131991,-0.22432376,0.46740738,-0.24351048,-0.13512911,0.16580486,-0.2106409,-0.20595528,0.45165664,0.2992601,0.18875742,0.07548583,0.10974862,-0.45358488,0.38615906,-0.5820355,-0.034430437,0.11846241,-0.11083136,0.3255219,0.5226131,-0.09848345,0.042660784,0.34604403,0.66561973,0.0169353,-0.03722283,0.25094947,-0.23418267,0.35331067,-0.0565391,0.22919804,-0.13509308,-0.22876662,0.5567824,-0.071088985,-0.124933735,-0.005938712,0.30185083,0.024564154,0.10299598,-0.6252828,0.2753672,-0.19218396,0.08063527,0.35571572,-0.15933079,-0.2893544,-0.45189548,-0.34440228,0.37227088,0.0453605,0.086157106,-0.18439028,-0.5483911,0.10075474,0.4041472,-0.2268099,0.50716823,-0.079171464,0.26470903,0.26400906,-0.52500695,0.11119758,0.13638914,-0.019864205,-0.054674514,-0.31923255,-0.15425889,-0.069250345,-0.12203968,0.35608566,0.48743546,0.2737763,-0.22198017,-0.0246588,-0.38169792,-0.6640394,0.44453904,-0.16653156,-0.16046868
uplifting,-0.3010202,-0.50281584,-0.16480792,-0.068348125,0.093711376,0.77456665,-0.12451252,0.1903054,0.06924228,0.28092456,-0.21596989,0.07452218,0.3914903,0.09040887,-0.11582723,0.20642513,-0.048012666,-0.055488884,0.5274986,0.34846008,-0.17278141,-0.22867644,-0.04210494,-0.46903312,0.004503685,0.29033047,-0.32543007,-0.3247074,-0.21665458,0.039788578,-0.11823935,0.9601162,0.19588695,-0.40858224,0.019526003,-0.44918734,0.059464503,0.17285739,0.24420492,0.18495965,0.020191016,0.9218533,0.43271244,-0.12694125,0.44821802,0.16800989,0.4087475,-0.4086115,0.40267098,-0.066804536,-0.49591118,0.21446842,-0.38618392,0.40577173,0.46352875,-0.011476302,-0.15741123,0.29300287,0.056665756,0.42167988,-0.45631763,-0.44989482,-0.04973728,0.08681832,0.56962097,-0.06034553,0.37691027,0.07856006,-0.5532838,-0.3833483,-0.2319699,-0.013705917,-0.03568214,-0.37916306,-0.34993088,-0.24996345,0.013918587,0.07466983,-0.35138592,0.06903276,-0.16968004,-0.2866344,-0.058195647,0.08832176,0.0042938315,-0.59845215,0.5166847,-0.107636705,0.29446486,0.64974266,0.013245104,-0.60664904,-0.18746465,0.2870554,-0.12978773,-0.16807808,0.13574986,-0.007451393,0.070507914,0.1509423,-0.1472655,-0.04659873,0.08391782,0.7341081,0.0053589414,-0.2927665,-0.2695528,0.11408851,-0.38967752,0.37563717,0.2871147,0.4712382,0.6701161,-0.16445424,0.3663643,-0.47207808,0.005799835,-0.42167532,0.35838595,0.43407628,0.7498215,-0.3595021,-0.10326457,-0.8398418,0.17496252,-0.40774286,-0.7653318,0.46985886,-0.04137601,-0.20462176,-0.2841157,-0.21580921,0.046276327,0.18931173,0.15657443,-0.07813971,0.14138591,-0.4381816,0.123836085,-0.28830254,0.23854676,-0.22708777,0.05805375,0.042638283,0.3080919,-0.1820526,-0.8028589,0.2965708,-0.2769808,-0.5704409
pleasure,-0.21536958,-0.12927267,-0.009774791,-0.27864173,-0.06809833,-0.1405417,-0.650911,0.030204734,-0.45561114,0.21406734,0.50185496,-0.41239682,0.4775854,0.027178796,0.49206707,-0.09402879,0.5303512,-0.04604983,0.14320752,-0.33370784,0.43150568,-0.7571544,-0.91801935,-0.49546626,0.2964317,-0.001787343,0.029125245,-0.27620098,0.31310093,0.063508146,-0.24523352,0.4271182,-0.30392224,0.023465626,0.17308342,-0.8430666,0.2134727,-0.079768494,-0.35066965,0.70598215,0.7992593,-0.12764531,0.44471604,0.61616653,-0.2500156,-1.1959897,-0.72317594,0.158137,0.37775517,-0.071757704,-0.30558956,0.19872484,-0.36258188,0.6062061,0.3731013,-0.3318883,-0.23003972,0.08532304,0.24656469,0.41752732,-0.32238418,0.271169,0.07414766,-0.059609108,-0.20120041,-0.4049741,-0.04821015,-0.14747044,-0.6255809,-0.39960632,0.07775492,-0.016853446,0.2056988,-0.2750749,-0.1697517,0.041673206,-0.15670945,0.18457158,0.31610024,-0.16817491,0.17502254,-0.197008,0.7542,0.09643118,-0.10340043,0.21753263,0.37876004,-0.021159079,0.20227186,0.2590654,0.13202444,0.61508554,0.4836586,0.06241479,-0.033152696,-0.6418836,-0.13020529,-0.42307332,0.2792114,0.6400461,-0.33060175,0.016159955,-0.09330865,0.12759456,0.15780851,0.19256097,-0.58437705,-0.019902788,-0.41079298,0.20320018,0.14387856,0.17968234,0.0897748,-0.29046145,0.06267039,-0.1946763,0.5522076,0.6637025,-0.23271984,-0.023239465,-0.20174755,0.21246536,0.3673726,-0.7711,0.17340633,-0.30415976,-0.14101341,1.0147614,-0.79479665,-0.30119267,0.11375401,-0.17451645,-0.34808412,0.24211764,0.13278565,0.3310307,-0.05513932,0.48283157,0.1727385,-0.21110524,0.7115597,0.043394536,-0.5838337,-0.08312207,-0.25856534,-0.5960154,-1.020552,-0.1252627,0.062832735,-0.51147866
aggressive,-0.053731155,-0.19809239,0.17401128,0.43088156,0.37556943,0.25880748,0.057125475,-0.08541088,-0.121643215,-0.20998292,0.03808235,-0.54793066,0.13281673,-0.5662149,0.27662507,0.63811165,-0.28112945,0.04094122,0.6323091,-0.23482344,-0.0072990144,0.05372161,-0.221755,-0.22830491,-0.93741834,0.2793137,-0.6746408,0.21215859,0.11703518,-1.0380397,-0.30144262,0.66373205,0.23085156,0.34366816,-0.08336285,-0.23282212,0.48211965,-0.21116334,0.1800667,0.18609144,0.19910313,0.08922158,0.85879475,0.15669127,0.22492413,0.34362477,0.21146978,-0.9357806,-0.15782319,-0.38704103,-0.57424045,-0.56813586,-0.13937189,-0.013419611,-0.3225917,0.3595146,-0.0029446,0.78512335,-0.0727488,-0.38263765,-0.032471314,-0.72536695,-0.15838493,-0.31101897,0.735168,-0.12956783,0.06425718,-0.58425,-0.05986191,-0.56246394,-0.028654084,0.0032819628,0.59846807,0.15100089,0.40822762,-0.17781827,0.43455607,0.08854776,0.035400506,0.4480747,0.15872942,0.16763976,0.0057543996,0.05338907,0.5878767,0.03774896,-0.2156626,0.43597662,0.19788477,0.12348395,0.1465177,0.5260301,0.66077703,0.86035734,-0.71821785,-0.24595904,0.12499273,-0.5440025,-0.41008532,-0.24021766,-0.46446806,-0.43542624,0.11557105,0.30963176,0.15205361,-0.2780452,-0.29211292,-0.07918823,-0.51337963,0.088522494,0.13776973,-0.301803,0.0008439947,-0.8005544,-0.4433636,-0.34069023,0.27857304,0.473551,-0.039826166,0.47826475,0.56434256,-0.14036039,0.010328699,-0.8869046,0.23233213,0.124986336,-0.037501097,0.6151229,-0.31140664,-0.039945766,0.16090651,-0.08297224,0.19164613,0.12131542,0.394182,0.32949758,0.04764691,-0.06216205,-0.76394814,0.14508624,0.15596312,0.48976266,0.03005519,-0.38939396,0.6871835,0.04398438,-0.3050445,-0.31593037,-0.28531715,-0.30559123
angry,0.13066776,-0.26164287,0.15015866,0.47217724,0.06495208,0.24886008,0.08957142,-0.58659357,-0.22670202,-0.11694998,0.22107,-0.18065538,-0.19711047,-0.075962044,0.3521936,-0.18493733,0.13721126,0.33195058,0.6024209,-0.05260507,-0.012877663,-0.2802261,-0.646972,-0.53369683,-0.28120166,-0.5558995,-0.26454,0.12211158,-0.568976,-0.30493122,-0.23720197,0.40706968,0.48045388,-0.115879536,-0.13095362,-0.034427643,0.240752,-0.24240074,0.13739073,-0.062250227,0.15468097,0.35151795,0.2818872,0.657898,0.08364657,0.52410394,0.46028543,-0.67845815,0.059749328,0.07753471,0.32864583,-0.40471026,0.0063037146,-0.0167375,-0.08385126,0.291506,-0.0025736692,0.48821476,-0.060468357,-0.022041807,-0.051263448,-0.22178331,0.35318458,-0.49398202,0.16563667,0.12791984,0.47896296,-0.09971426,0.2177379,0.06117294,-0.3233832,-0.1317212,0.09912652,0.07502743,0.064846374,-0.44235188,0.27459577,0.018490335,-0.14279062,0.16766194,-0.10176277,0.5688295,0.67612684,0.80959654,-0.23825055,0.24024715,0.22471765,0.52651525,0.23134123,0.38138598,-0.08062479,0.33097348,0.29535693,0.6280655,-0.083817445,-0.3994411,0.4357985,-0.12796223,-0.35731763,0.09808501,0.2504856,0.41728267,0.17986976,0.17901959,0.099076815,0.55236787,-0.22777162,-0.19884317,0.21288922,-0.32572582,-0.36821616,0.08173527,-0.6142543,-0.25339618,0.08145395,0.18387748,0.21461359,0.25257146,0.11955508,-0.109284334,0.06318545,-0.086778805,0.62155247,-0.342908,-0.3679426,-0.1376048,-0.13022514,1.0546759,-0.76591086,0.24175882,0.09846327,-0.44206685,0.3916935,-0.037295416,0.94942355,-0.1331723,-0.46837333,0.70264655,-0.23127146,-0.13134888,0.31880096,-0.5705512,0.33628052,-0.5232613,0.44035006,-0.025359124,-0.17605828,0.5036408,-0.30429426,0.3134794
haunting,-0.5063,0.21600795,-0.4908998,0.16311914,0.2532206,0.18332225,0.274039,0.041488007,-0.21481508,0.40077993,-0.23407051,0.34209958,0.04028887,-0.2825344,-0.18503048,0.40017977,0.7077493,0.5476621,0.4600443,0.2267309,-0.0083942525,0.11041747,-1.0107031,-0.59516317,-0.0020111701,-0.5381448,-0.2851004,-0.14428453,0.20774327,0.24397112,-0.2351647,0.5319895,0.39772102,-0.13242446,-0.1802547,-0.8795466,1.0534245,-0.5126756,0.12825498,-0.18861008,-0.01595192,0.38926518,0.09023535,-0.089838706,-0.026653381,0.28551057,0.1454371,0.05181858,0.68231237,-0.67923266,-0.15115342,0.117684,0.63781947,-0.07774792,-0.30291358,0.43158543,0.2089421,0.12936518,-0.24618326,0.8095438,-0.51837957,0.08036093,-0.14759286,-0.15159541,-0.19564618,0.034782566,-0.06531955,-0.60211784,-0.5666613,-0.67484576,-0.5516359,-0.13405105,0.39706427,0.037719388,-0.36274555,-0.13815354,-0.25353703,0.110201046,0.21762313,-0.23731571,0.06276115,-0.2076537,-0.16820283,0.29062808,-0.4344457,0.15511282,0.3076607,0.51908493,0.17965841,0.078342505,0.28550124,0.18803467,0.15621619,0.16217645,-0.41607782,0.0016060459,-0.49480522,-0.23086995,-0.025520414,-0.04240679,-0.31878474,0.27098668,0.34436116,-0.35065126,-0.120979875,0.08221633,0.07279264,-0.24291453,0.1660799,0.13872567,0.015876563,-0.08602556,-0.21373443,-0.57633966,0.020951506,-0.09306241,0.3746005,0.30146858,-0.000511049,0.3042771,0.17504802,0.09359534,-0.09762799,-0.09697007,0.14642495,-0.29036087,-0.24076146,0.32664508,0.007379022,-0.08978046,0.15982914,0.3627847,-0.024901563,0.08470445,0.4796669,-0.29165527,0.19490135,0.20448938,0.5610444,0.17326862,0.5918611,0.25812703,0.4356677,-0.044316657,-0.2618238,-0.34183282,-0.13213259,0.57474774,-0.03782032,-0.47769806
soothing,-0.8183665,0.33345714,-0.29877648,0.250044,0.11313417,0.60847604,-0.22755139,-0.09284422,-0.028789949,0.46642983,-0.18468888,0.25150916,0.4078863,-0.084646896,-0.23999752,0.035333086,0.5551583,0.15860984,-0.035537172,-0.22091633,-0.20145524,0.7564773,-0.3529115,-0.51142853,0.057516553,-0.19691718,-0.18467729,-0.4256586,-0.29063857,0.0808132,-0.24805264,0.119595684,0.3804776,-0.36586112,-0.14639674,-0.8265866,0.39096788,-0.24404053,-0.46165016,-0.106409594,0.0096264295,0.71419585,0.06461325,0.25791773,-0.30335936,0.5938567,0.14275542,-0.48587254,0.3552966,-0.13570112,-0.4841623,-0.37035215,0.12182177,-0.103850834,-0.10860532,0.10913999,0.2977025,0.27759677,0.33762172,0.45680845,-0.51853377,-0.40223768,0.25050434,0.00811733,-0.85045135,0.008212329,0.46464258,-0.81395537,-0.32198614,-0.44477123,-0.9653351,0.082950726,0.58416927,-0.09835705,0.05365058,-0.30864447,0.08248078,0.1371522,0.6520943,-0.11690506,-0.2175925,0.22176997,-0.016475359,-0.002737612,-0.17550512,0.122896664,0.4040752,0.36903507,0.3917667,-0.40598837,0.363798,-0.19890183,0.3171379,0.004655574,0.2910239,0.21954547,0.02529425,-0.58590364,0.31534475,0.13705984,0.25139734,0.42935368,0.70614535,0.15591203,-0.086535,-0.4545075,0.2461278,-0.6372526,0.16345526,0.12629509,-0.43207672,0.047908593,-0.13648564,-0.26711679,-0.12358918,0.2124918,0.14711839,-0.049402375,0.08752298,0.091488995,0.36505044,-0.20184238,0.3180476,-0.15625045,0.0030402474,-0.43547893,0.22478293,0.33864486,0.07302866,-0.21338147,0.034007866,-0.19956398,-0.105286226,0.35168186,1.0186495,-0.75221,0.21891539,-0.17927933,0.13502824,-0.35143465,0.40933344,0.013343061,0.31441635,-0.024741428,0.2891649,0.6636022,-0.2598869,0.41697124,-0.20743996,-0.3777312
peaceful,-0.65554196,-0.09937853,-0.41394106,-0.4073355,-0.6074272,0.40897423,-0.07834323,-0.58871645,-0.2446975,0.26903713,-0.33895245,0.21552934,0.7191712,0.22705549,-0.6385513,0.4011715,0.45675844,0.5863064,-0.3063726,-0.0477881,0.10187657,0.32039928,-0.30975148,-0.09204531,-0.18406913,0.34360322,-0.75071186,-0.33882406,0.16907601,0.34196135,-0.22793645,0.84393257,-0.03823586,-0.4413474,0.18691774,-0.18141,0.43147397,-0.5294115,0.106912896,-0.102988504,-0.17059903,0.11395885,0.24701025,-0.05928577,-0.47506252,0.45803386,-0.008898428,-0.13203594,0.5010157,0.5350456,-0.56336814,0.29891396,-0.07949147,0.41864458,-0.2272567,-0.11495944,0.14464319,0.15163755,0.3566978,0.3128118,-0.62440974,-0.2640674,-0.0057133865,-0.087093055,-0.6276737,-0.28369817,0.16684848,-0.60052514,-0.0020881868,-0.93552303,-0.4172198,0.57901967,0.16711786,-0.057786148,0.25278172,-0.112846196,-0.3019206,-0.10748634,0.283035,0.3481064,-0.022402529,-0.37136218,0.016851168,-0.17677104,-0.31554687,0.65723085,-0.069940425,-0.13408569,0.22828576,0.225133,-0.15146126,-0.038814254,0.25099608,-0.11421511,-0.4667232,-0.42235288,-0.062165033,0.2875259,0.008971214,-0.1823836,0.24510495,0.47657153,0.5854234,0.1951588,-0.15360503,-0.8882377,-0.3584556,0.114237204,0.023897255,0.19198859,-0.36554196,-0.43996245,0.53851074,-0.60288525,0.4728853,0.03545763,0.33939636,-0.10417657,-0.5101911,0.07790554,-0.047633175,-0.5400732,0.30034655,-0.5880308,-0.18244517,0.07183633,-0.17774807,0.37839478,-0.41224268,-0.5037391,0.22551078,-0.2668076,0.23277524,-0.29667065,0.5901105,-0.7328644,0.49598894,-0.04332037,0.6656995,-0.20386651,0.15009089,0.20462708,-0.042020828,0.41577804,-0.2861469,-0.3971848,-0.19092666,0.5950391,-0.15415986,-0.08599351
joy,0.27411035,-0.40388268,-0.2869347,-0.0081872875,-0.1702755,1.4499725,-0.15223807,-0.7566744,-0.93231124,-0.29149926,0.59095544,-0.1750212,0.32200652,-0.01596983,-0.45138308,0.5179105,-0.7427015,1.1415459,0.64663625,-0.75924826,0.63589936,-0.68358326,-1.1471874,-1.5167966,-0.23120849,-0.3454625,0.25044912,-0.4842717,1.3946764,0.04629813,0.033488885,0.114322186,0.9457126,-0.08456178,0.49030763,-0.12984473,0.5199681,-0.041234624,0.011515892,0.5398448,-0.37134963,0.40521464,-0.18315995,-0.42452726,0.862145,0.057469692,0.4291717,-0.45394143,0.690988,0.10961827,-0.056722257,-0.0771106,-0.5150513,-0.033779636,-0.3716987,-0.48883876,1.098379,-0.48540723,0.3878553,0.026700228,-0.13314936,0.024670132,0.36182433,0.25646526,-0.063949406,-0.14583398,0.6263371,0.5160592,0.17040032,-0.82104194,-0.078254454,-0.4819549,-0.11684158,-0.31651348,0.15820493,-0.0916526,0.41537276,-0.042416982,0.26198053,-0.4431688,-0.13549483,-0.24187905,0.3587898,0.088274196,-0.13547437,0.06897077,-0.7540194,-0.21232414,0.60678136,0.54903066,0.29226634,-0.2505925,0.055940103,0.49407327,-0.6990966,0.3677827,-0.534592,0.33690238,-0.7321946,-0.27730817,-0.40351114,0.21531759,0.26186514,0.12484432,0.28007302,-0.20199649,-0.6086077,-0.18238774,0.090776615,-0.55644,0.098370574,0.6733054,0.65710324,0.29594433,-0.24128483,0.5709547,-0.17712872,-0.3281259,0.7145866,-0.39678773,0.07439379,-0.1517407,-0.02563438,-0.38596714,0.3814943,-0.91017705,-0.55809265,0.7346172,-0.6262006,-0.25072855,1.075004,-1.0919604,0.40682894,-0.6074152,0.0034558834,0.22131893,0.4014924,-0.018999457,0.45586815,-0.82697684,-0.19859102,0.43718776,-0.42298585,-0.07427184,-0.8663078,-0.28752398,-0.54069227,-0.40716657,0.5315798,-0.3454197
nostalgia,-0.5708179,-0.089462325,-0.28704453,-0.15182725,-0.15158553,-0.1341144,0.20147467,-0.5687925,0.090999074,0.089218274,-0.30687383,0.18540679,0.15966076,0.663029,0.118834965,0.10636435,0.45166174,0.024298223,0.01263331,-0.1052275,0.41228756,-0.49563432,-0.44265062,-0.18614149,-0.7460123,0.16263495,0.083600946,-0.02881357,-0.07773743,0.8816502,-0.48531175,0.29393747,0.1270677,-0.046407077,0.056758232,-0.4623048,-0.06548372,-0.55363804,0.54326546,0.05337877,0.053804055,-0.16971296,-0.1101131,0.33569455,-0.042375486,-0.06436517,-0.17125499,0.007401615,0.09146505,-0.19034015,-0.24471813,0.22339284,-0.38032562,0.17181538,0.0915082,-0.20891427,0.57082665,0.4820305,0.17790769,0.30423334,-0.45581385,0.17934348,0.3691811,-0.42014393,-0.061914317,-0.24682118,0.4229517,0.048459478,-0.31374308,-0.29505554,-0.37582615,-0.17581785,-0.46910244,-0.19112164,0.28161988,-0.45649427,-0.08564269,0.26596016,0.38635713,0.05726937,0.38516334,0.47365683,-0.12601359,-0.18407588,-0.5202652,-0.4108853,-0.24410123,0.27190542,0.1588239,-0.080318555,-0.5764946,-0.08247938,0.04012385,0.18914278,-0.50190306,0.13736384,-0.2600787,-0.14490071,0.016133657,-0.20895158,-0.4343833,0.24991287,-0.16575566,0.19330102,0.032724395,0.07687641,0.10914176,0.08161191,-0.44769016,-0.24074078,-0.48625237,-0.19657294,0.11439334,-0.70393866,0.2238671,-0.1777212,-0.35958192,-0.17769551,0.053240016,-0.3373146,0.053484503,-0.31414518,0.23675622,-0.1551314,0.4240109,-0.027748046,-0.06663517,0.35959667,-0.08101456,-0.34976247,0.39593962,-0.6357791,0.30238602,-0.44827676,0.46442014,0.09304566,-0.061178256,0.3976654,0.48947975,-0.7357742,0.30056474,0.10186345,0.073892154,-0.013729249,0.09744065,-0.3036647,-0.2491449,-0.1542555,-0.41473398,-0.37467563
