term,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
peaceful,-0.59787285,-0.33814162,-0.3447163,-0.4908812,-0.5517866,0.82767344,0.12507927,-0.9783106,-0.6285386,0.4877732,-0.29886726,0.6757493,0.17671904,0.68294084,-0.03485511,-0.4869252,-0.3396056,0.8082928,-0.033313897,0.09782908,0.84253925,-0.04036554,-0.08788978,-0.4447261,-0.46591634,-0.21008755,-0.16866809,-0.9207483,0.9603338,0.6304773,-0.45250833,-0.24263063,-0.11559064,0.08071874,-0.19823444,-0.16268136,-0.20536666,0.5409368,-0.31242114,0.06749522,-0.23586997,0.6688373,-0.06691015,-0.079782024,-0.4169644,-0.21861404,-0.07333765,-0.9305725,0.50657415,-0.25161454,-0.098258175,0.083584934,0.036526706,0.1786355,-0.26055843,-0.38462552,0.13810849,-0.016068207,0.56578594,0.28473493,-0.08218451,-0.19524975,0.11419631,0.3512289,-0.52875763,0.03120912,0.9862806,-0.31913614,-0.48901853,0.026036294,-0.108968295,-0.646891,0.037403807,-0.36155286,-0.3239897,0.017423483,-0.040440883,0.005882775,-0.45673057,0.41809464,0.30372643,0.032248348,0.4368834,0.4666692,-0.3237747,-0.9556406,-0.12291732,-0.24356681,-0.492785,0.047848716,-0.79014647,0.3448161,0.55528325,-0.1612801,0.76204634,-0.54812276,-0.31969208,-0.1227486,0.13153534,0.013957258
joy,1.075018,-0.33034763,-0.76433617,-0.94908667,-0.38669273,0.39204732,-0.35536605,-0.36124068,0.31502494,-0.6161251,1.231389,0.051183686,1.2565778,-0.26881084,-1.1979613,-0.18990993,-0.52724093,0.3781874,-0.1998914,0.3568613,0.3832461,0.23498441,-0.7720724,0.025500827,0.1579443,-0.03727052,-0.35514614,-0.37560132,0.39117008,-0.6815764,0.27871394,-0.9749661,1.0001087,-0.07046776,0.20188242,0.21018046,-0.91455907,-0.97528356,0.21396829,-0.22846465,0.29047632,0.75018775,-1.2652137,-0.68885535,-0.15895028,-0.45605114,-0.28890595,-0.48500982,0.50511676,0.4606369,1.4839087,-0.2939279,0.034676407,-0.15401366,-0.6329199,-0.67794114,0.3581937,-0.5461529,0.09129128,0.6135208,0.6185505,0.041512914,0.7561638,0.1014897,-0.33275676,0.37084413,1.0440038,-0.8995782,-0.9084289,1.0051191,-0.080925636,0.026270486,0.3972506,-0.22590585,0.07825702,-0.51375836,-0.12790528,-0.15979457,-0.011718028,0.0047394186,0.04531125,0.42158872,0.50321674,0.42326957,0.45199177,-0.095608436,-0.36515754,-1.1468294,0.14746104,0.7181428,0.27393183,1.21479,0.35396883,0.47505635,0.20232916,0.6206596,-0.89250827,-0.13853051,-0.34283927,-0.14064018
nostalgia,-0.012277684,-0.046198323,-0.77529085,-0.488841,-0.037321948,0.48488182,0.14319086,-0.6138693,0.20294979,0.029895341,-0.10337597,0.23223306,0.5390915,0.23363683,0.015128452,-0.14674701,-0.09179883,1.0705044,-0.769819,0.6469756,0.42533663,-0.20609264,0.0087017575,-0.046285056,0.1006962,0.84012127,0.17469428,-0.13894467,-0.79503495,0.14716071,-0.3255955,0.13302083,-0.18261422,0.069115885,0.25792775,-0.19934323,-0.5067625,-0.27407312,-0.7357943,-0.40635237,-0.5634329,-0.04347248,0.20926133,-0.24716416,-0.32140002,-0.099008955,0.38061228,-0.12656507,-0.40165177,-0.55260396,0.44858736,0.49448544,0.40729764,0.6189453,-0.03256476,0.22483534,-0.01721859,0.32818553,0.39097854,0.08603394,0.09310848,-0.10286239,0.9310579,0.098326914,-0.13887684,-0.024493482,0.48931423,-0.48986372,-0.38977632,-0.34014055,-0.2543541,-0.5691704,-0.47372034,-0.29250652,-0.018025195,0.15183112,-0.5802942,-0.0025511435,-0.23326968,0.12893535,0.30715618,0.458317,0.49208048,0.6253041,0.19146015,-0.8992061,-0.18658365,-0.6091079,0.13598028,-0.07711432,-0.22253153,0.58954924,0.3751101,0.22454123,0.20869014,-0.039257653,-0.5427102,0.44266137,-0.32463908,-0.4194155
funk,-0.14209168,1.0113791,-0.36378953,-0.18684733,-0.56414515,0.14806283,0.01646829,-0.36432326,-0.038855463,-0.83513993,-1.1511016,-0.5457855,-0.16411476,-0.400357,-0.4888748,0.4495203,-0.06963147,-0.19073477,-0.6423628,0.21311876,-0.40487036,-0.065900706,-0.6387853,-0.020256558,0.09275021,0.5432722,-0.6559185,-0.97877973,-0.023722684,0.044718493,-0.40147242,-0.5065629,0.38813034,0.31057146,-0.0395652,0.3635561,-0.40517178,-0.34941798,-0.78457487,-0.13745014,0.555725,0.23898047,-0.50140184,-0.5286376,0.01941595,-0.28076217,-0.17953587,-0.42680192,0.05434162,0.0039217956,0.425633,0.542988,1.1718572,0.41114563,-0.49939463,-0.11081406,0.5655264,0.037705403,0.14107978,-0.38553962,-0.4491252,-0.029726503,0.17633593,-0.21151936,-0.5012712,-0.55760396,0.53677523,0.28434598,-0.36008227,-0.75958914,-0.34005848,-0.42727467,0.7969762,-1.0251708,0.0042593814,-0.6222373,-0.11599435,0.32683897,1.3386203,0.09796264,1.0396498,0.47841296,-0.49743745,-0.37324527,-0.22721377,-0.27414447,-0.110908195,0.3256579,0.6681484,0.49702325,0.74201053,-0.6873094,-0.16945432,0.2616666,0.31177017,-0.74978805,-0.71413565,-0.4844555,0.06129823,-0.4598983
sad,-0.17038864,0.19536288,0.1850394,-0.92068976,0.2232754,0.39352766,0.27993447,-0.39417842,0.32090032,-0.6840162,0.4286016,0.24160916,0.8331705,-0.4013631,0.019806288,0.18227407,-1.2402676,0.15204673,-0.14088477,-0.34752366,0.13660954,-0.308953,-0.6119169,-1.2461021,-0.26220754,0.10286295,0.22380567,-0.3930801,-0.29821646,0.62315404,0.08792985,-0.40255898,-0.15017952,-0.59445626,-0.53910637,-0.025942571,0.050155163,-0.012766452,0.2255672,-0.29697326,-0.16209126,0.4160981,0.22797932,-0.5492328,-0.0951687,-0.14474052,-0.09489654,-0.67214054,0.5332884,-0.5858682,-0.44156015,0.08684656,0.973452,0.019417787,-0.64824146,0.021923741,0.6260952,-0.55979264,0.16332804,-0.011191667,0.026168162,-0.12890223,-0.10570705,-0.03352156,0.1579281,-0.51457095,0.75519544,-0.222209,0.17145643,-0.45724997,0.7165868,-0.29533622,0.3692807,0.15147354,-0.35685432,-0.30819553,0.26560634,-0.060592204,-0.08019483,-0.19042869,0.19712877,-0.15430322,0.21309508,0.48497865,0.34607264,-1.0079542,0.19979955,-0.29925838,-0.008822109,-0.038817655,-0.36289567,0.49645743,0.13386042,0.20453821,0.25512096,0.33489108,0.39848465,-0.20319134,-0.05250332,0.07605643
dreamy,0.23943949,0.30637303,-0.08972587,-0.323811,-0.4862011,-0.12679146,-0.20443535,-0.8874025,0.32538018,0.21828765,-0.39772743,0.7022523,0.40517953,-0.060210608,-0.18579945,-0.3640885,-0.53747237,0.21110968,-0.20573641,0.76769453,-0.10542969,1.0077685,-0.0976815,-0.55688477,-0.22730154,-0.19810705,-0.25452232,-0.802554,0.29559577,0.18422027,-0.34785104,0.17585462,-0.519935,0.3153953,-0.44556132,-0.13503943,0.012164146,0.0009622993,0.048723813,-0.42992723,-0.62611794,0.83430046,-0.3741343,0.20422369,-0.15305251,-0.88548607,-0.123228215,-0.64577836,0.3373327,0.21006516,-0.2750883,0.39409074,-0.2586702,-0.030106327,-0.36942938,-0.36023185,0.19588286,-0.43197238,0.74065334,0.6451388,0.47231877,0.13867809,0.5740154,0.24587229,-0.4791418,0.0018638194,0.357405,-0.43118244,-0.28739238,-0.38959792,-0.24627756,-0.28970066,0.43201718,-0.2725493,-0.409034,-0.34944412,-0.16011672,-0.43919042,0.4372504,-0.8028619,-0.12338617,0.23230344,0.052423395,0.53745836,-0.7331566,-0.7691167,0.47546387,0.49458086,-0.17537683,0.32129583,-0.33164814,0.411487,0.34083694,0.49626526,0.47876656,-0.24512541,0.1803662,-0.066233076,-0.20132008,-0.1756596
calm,-0.41092893,0.9000335,-0.5209677,-0.79115564,-0.14198026,0.24769676,0.11057977,-0.49745238,-0.06967297,0.38419437,-0.6994927,-0.069812134,0.8379357,0.113478065,0.19679563,-0.58072245,-0.46434337,0.3603259,0.46289298,-0.14991243,0.16069871,0.44267637,0.028413443,-0.052484393,-0.45041534,-0.07682803,-0.050030164,-0.70385796,0.49811172,0.31717864,-0.9577018,-0.107311614,-0.35361886,-0.020825872,-0.19214997,-0.24363858,-0.49078122,0.24421306,-0.46864784,-0.12226395,-0.2716654,0.4037704,0.3281108,0.1389462,-0.2607186,-0.14040054,-0.08127367,-0.59022874,0.42127928,-0.20773253,-0.32969803,0.31065857,0.069932096,-0.45059952,-0.031009285,-0.6067584,0.46376354,-0.35522527,0.68810207,0.25594914,-0.15020719,0.0681294,0.22458984,-0.7748684,-0.71825814,-0.54860336,0.6352003,-0.2477702,-0.13981922,-0.13668117,0.48320493,0.03745836,0.23311305,-0.577472,-1.0318877,-0.1969965,-0.09196368,0.27658853,0.045092233,0.6858424,0.021587588,0.31349137,-0.46064904,0.3838949,0.23826617,-1.0628961,0.4481007,0.08374853,-0.73926824,-0.32249305,-0.41030225,0.44455168,0.31496507,-0.14853917,0.89060694,0.02066419,0.15405144,0.35762036,-0.4437637,-0.58530784
melancholy,0.32934675,0.42189988,-0.90684825,-0.32665578,-0.253784,0.02756766,0.32203427,0.06933428,0.08916664,-0.14284557,-0.42447644,0.57654107,-0.15621255,-0.2977726,0.22481832,-0.26607552,-0.5880684,0.20335935,-0.29996192,0.19957638,0.13755055,0.567015,0.026264058,-0.82345533,-0.018191637,0.24845399,-0.3099246,-0.6236666,0.10860901,0.20140795,-0.13351966,-0.08101528,-0.27623522,-0.26687217,-0.1321519,0.11877479,-0.046347674,-0.18057178,0.16043974,-0.42994615,-0.57088745,0.29086864,-0.65517026,0.14344431,-0.43280232,-0.621847,0.33012357,-0.56069046,0.012423884,-0.23639369,0.08574216,0.5992286,0.68463284,0.018690564,-0.5906082,-0.35444686,-0.14213386,-0.04134105,1.039429,0.13499448,-0.1300736,0.45194435,0.23082098,-0.6088992,-0.31454328,-0.17971908,0.8748547,-0.2231296,-0.1576141,-0.20254028,0.12079196,-0.5954332,0.34905154,-0.05924141,-0.09511386,-0.43722245,-0.18173741,0.3284035,0.36142033,-0.6990685,-0.16430685,0.48010975,0.5975665,0.789895,0.24155155,-1.0921146,0.37162057,0.11626717,0.022002006,-0.05677634,-0.79261667,0.6645765,0.041139893,0.09464758,0.63636804,-0.25301075,-0.41022247,-0.264411,0.46619576,0.22058019
quirky,0.31973436,-0.057846617,0.14231159,-0.1391146,-0.05072555,-0.22917989,0.19420834,-0.29128262,-0.3350489,-0.7597016,0.06280829,-0.13223703,0.19446778,0.50060654,0.07566603,-0.70294213,-0.8585028,0.8002234,-0.41491663,0.012600851,0.24646667,0.6937115,-1.1280006,-0.2805688,-0.5598309,1.0448034,-0.3172821,-0.46521065,0.37133914,0.53438395,0.2700096,-0.34109446,-0.12741289,0.17015876,0.3963458,-0.5758509,-0.6448581,-0.2878252,-0.5113063,-0.009765937,-0.15800078,0.37164423,-0.44244257,-0.89422095,0.42047963,-0.51395524,-0.0060405727,-0.6797058,0.5845716,0.08203116,0.0555701,0.059521813,0.28852376,-0.61999285,-0.59863335,-0.044535056,0.07292656,-0.74148965,0.20297104,0.13184187,0.12209456,0.23793596,0.7583171,-0.2447248,-0.649195,0.72473407,0.21486908,-0.36560673,-0.58793527,-0.40862286,0.1006311,0.0024515116,0.26395705,-0.45931947,-0.22681099,0.0884691,0.13918407,-0.25893745,0.04928671,-0.23343413,0.5764594,0.44611746,0.10272122,0.389757,0.39362043,-0.6209798,1.1178509,0.09681801,0.5966619,0.2910443,-0.21975009,0.5114008,-0.84812117,-0.55280054,0.33971038,0.20085089,0.3621438,0.35954338,0.0060997508,-1.0410148
desperate,-0.1969748,0.43829054,-0.44708988,-0.43765187,0.048452824,0.38077617,-0.15047677,-0.021650447,-0.3352217,-1.4383407,-0.32395065,-0.36140674,0.82084304,0.44454384,-0.22293253,-0.405081,-0.287912,0.24878034,0.32970354,0.11624474,0.11025458,0.6016807,-0.089583665,-0.9749459,0.12191319,0.26780307,-1.2267708,-0.465985,-0.057196062,-0.28630373,-0.83532774,-0.15339167,-0.63709754,0.6670365,0.037866563,-0.6528681,-0.5581809,-0.26290452,0.7328539,-0.7938558,-1.431565,-1.059584,-0.3154724,-0.6941268,-0.040616933,-0.61019427,-1.4010535,-0.34276977,0.65923405,-0.92760545,0.23421931,0.7104437,0.3828079,1.2090437,-0.37046713,-0.05577989,-0.3059655,0.69786876,0.8437881,0.34055698,1.1954376,-0.19829218,0.32427722,0.62045854,-0.3894587,0.12941788,0.52580535,-0.9438007,0.03803627,-0.18644504,0.19192325,0.03683428,0.7145121,1.0385953,-0.053011306,-0.5678956,-0.6719976,-0.20698695,-0.6663661,0.5626518,-0.25397968,-0.12596606,0.9529304,-0.085952386,-0.17731854,-0.811195,-0.25838822,0.287277,0.46189964,0.5669937,0.12791356,0.60673714,-0.73887783,-0.14746916,0.64970833,-0.2880826,0.09907402,-0.7206173,-0.81736946,0.40327844
emotional,0.51560694,0.258942,-0.3648856,-0.38459215,0.5753524,-0.01571478,0.0033447002,-1.2474674,0.2925053,0.081931874,-0.343631,-0.28376418,-0.08308771,-0.14011694,-0.12512363,-0.7798288,-0.65169823,0.1357263,0.4411074,-0.10392444,-0.33740082,0.07769523,0.03715555,-0.60260606,-1.377296,0.14240049,-0.1817118,-0.4721277,0.62241143,0.38696778,-0.7078305,-0.5143287,-0.15091987,0.31014395,-0.15200053,-0.09124801,0.2606134,-0.16072577,0.11651485,-0.4121732,-0.18260904,-0.18903543,0.1332886,-0.0681098,-0.052213136,-0.5252641,-0.27094188,-0.33719355,0.039121427,-0.26528654,-0.1971678,0.3015901,0.74710953,0.3841427,-0.672107,-0.6134077,-0.1785347,0.22061841,0.7304989,-0.038782027,0.27650094,-0.25029987,0.321249,-0.05970638,-0.20198107,0.13715674,0.88757724,-0.2414276,-0.2023443,0.103792906,0.055934597,-0.3859949,-0.4898726,-0.07516494,-0.5420079,0.1163426,-0.2845898,-0.110436976,-0.4186898,0.090394385,-0.027507367,-0.00014450161,0.4452099,0.1759538,-0.10206038,-1.2298598,0.0809463,-0.5247555,0.117297485,-0.022287859,-0.4354127,0.5608423,0.09468531,-0.22001982,0.57390887,0.09981449,-0.5235915,0.056141283,0.33963636,0.52802616
inspired,-1.2083884,0.57504725,-1.0439266,0.4923356,-0.7639427,-1.1800331,-0.19632848,1.2201015,0.53438014,-1.4576601,-0.14453267,-0.69262666,0.82105243,-0.6039953,0.77962476,0.55719167,-0.9585348,-0.2834507,-0.6139533,0.96970415,-1.2464727,0.5941366,-0.8214024,-0.99683106,0.39152125,0.10353758,-0.065350294,-0.7204024,-1.0135367,-0.53166556,0.21287192,0.019210748,0.18055317,0.62483203,-0.57611454,0.6071353,-0.07238314,0.41498086,-0.25040603,-0.93586934,0.13093697,0.6033001,-0.81039923,0.08926953,0.52401835,0.053239863,-0.19178349,-0.53869516,0.30351683,0.77384806,-0.11522769,0.26671845,0.68239594,1.0666552,-0.7467252,0.09062275,-0.22580355,-0.27201125,-0.5700601,1.0821679,-0.55705965,-0.34808165,0.8771658,0.38523355,0.18262094,0.15979505,1.1347586,0.69097006,-0.9104648,-0.6841793,-0.2368036,-1.7186173,-0.23695967,-0.73153687,-0.49894,-0.29059818,0.8953629,-0.09788005,0.15935817,-0.08717928,0.55203676,0.33318383,1.0675696,-0.4674145,-0.6742654,-0.31107736,0.14911622,0.19182323,0.3991552,0.4825449,0.35894132,0.16279617,0.90483046,0.601426,0.6706487,-0.0006639649,0.08801905,-0.50259143,-0.054320853,-0.669447
bittersweet,0.2833496,0.383877,-0.31155467,-0.13502987,-0.036965452,0.114376806,-0.061823033,-0.17840803,0.6031129,-0.20977294,-0.44369593,0.42426044,0.37214574,-0.016824577,-0.2711926,-0.0780157,0.5213908,0.27147263,0.17541677,0.11907905,-0.44567,0.24943264,-0.55271965,-1.1657491,0.10212594,0.36392352,0.06559598,-0.5903184,-0.19426794,0.6035883,-0.76861066,0.42822075,-0.39974603,-0.2923348,-0.010509891,-0.3625696,-0.21013345,-0.18976787,-0.09728956,-0.47746998,-0.13189313,-0.10840978,-0.023598185,-0.2995899,0.31737348,-0.2515215,-0.3280679,-0.32855093,0.9089112,-0.21251972,0.80117977,0.2516154,0.056688383,0.27216917,-0.70894694,0.2211751,0.34273738,-0.22176015,0.54578036,0.9795025,0.27366194,-0.23914409,0.08319814,-0.4281875,-0.30213675,-0.66664934,0.27790472,-0.3540076,-0.102234475,-0.21727388,-0.19578476,0.05496153,0.25431314,0.16789389,-0.8396457,-0.10524141,-0.62014925,-0.54493624,0.29796743,0.4156732,0.13472442,-0.16708092,0.39089334,0.5078506,0.41332394,-0.993392,0.0057358393,-0.17702463,0.9333223,0.4669963,-0.64781564,0.755813,0.044935893,0.232377,0.19466774,0.034722794,-0.7998403,0.11884529,0.19987723,0.1174447
black,-0.068639874,0.5219128,-0.9146884,-0.73820204,0.021946356,-0.69459647,0.69819987,-1.3057402,0.8346567,-0.49284282,0.1021777,-0.16496754,0.29392838,-0.39016753,-0.38791293,0.28697944,-1.2038007,0.46155486,-0.5889652,0.25557265,0.7631379,0.006636022,0.21689111,-0.415696,0.6442566,-0.43192124,0.14128882,-1.0488261,0.15797512,-0.4323768,-1.3698028,0.029447287,-0.13697965,0.39065653,1.002598,0.6738653,-0.2656283,-0.26157746,-0.6680219,-0.015189034,-0.09133558,1.2752956,-0.24722575,-1.6351074,-0.2882516,0.8822289,-0.0075888066,-0.61549705,0.18390556,0.29724726,0.27549893,0.2617981,-0.7587844,-0.011458009,0.36918408,-0.5441246,-0.32551318,-0.3726876,0.6723719,-0.40558317,0.68815786,-0.82295436,0.6706888,0.53349704,-0.763521,-0.19412184,0.6005236,1.672443,-0.14612138,-1.0370957,-0.41738135,-0.10746726,0.41760486,-0.035232887,-0.57582176,-0.3445246,-0.12990941,0.2146271,-0.29185703,0.3723696,0.018086592,0.38874823,0.6253876,0.20155685,-0.12630543,-0.75806975,-0.39079973,-0.2716935,0.7951444,0.13211459,0.35467505,0.26842642,-1.0696173,0.771578,0.34203175,0.81315196,0.39085194,-1.3151467,-0.33800963,0.5929825
depressive,-0.14130446,0.21880308,-0.2996936,-0.49214354,0.84284425,0.14224428,-0.14557017,-0.35774577,0.58944124,-0.660675,0.34094924,0.12902372,-0.11300098,-0.2928025,0.09556533,-0.25382218,-0.77181405,0.6652108,-0.25931403,0.033833887,0.5091017,0.17648868,-0.45106384,-1.5708666,0.026287181,0.2431438,0.63379973,-0.697159,0.14965448,-0.09431601,-1.125669,-0.8122062,-0.12961371,0.6623641,0.22741894,0.23208559,0.54875046,0.07874722,0.049630266,0.26909003,-0.27250928,0.34881938,0.436048,-0.5338901,-0.3580427,-0.20732222,-0.18918934,-0.8210804,0.7405053,-0.06229012,-0.5046153,0.8463083,0.9018723,0.12180761,0.0622728,0.6300177,-0.18161628,-0.50374657,0.04911152,0.2734816,0.24027167,0.040814828,0.9394892,0.15404256,-0.15448466,-0.6429619,0.18041624,1.1380711,0.34633812,-0.38757816,0.28111795,-0.6496311,-0.11407995,-0.4729057,-0.7256825,0.18869136,0.3636593,0.21223664,-0.30419683,0.18336052,0.08117042,0.07712726,0.08122538,0.16289924,0.42664662,-1.3307246,0.5856204,0.13048775,-0.46053708,-0.040913515,0.07158991,0.35744423,-0.28034,0.7766749,0.89609194,0.51461905,-0.43540496,-0.37311327,-1.4443742,0.549354
brutal,0.1816438,0.58558697,-1.3189254,-0.5832931,0.22690053,0.5940011,0.58223635,-0.48027122,0.88209146,0.28375164,-0.6811462,0.16215037,1.1765528,-0.90228546,0.31599015,0.02508853,-0.16094354,-0.13569427,-0.1980535,0.32387587,0.62165815,-0.64905614,-0.9668003,-0.64216584,-0.48991397,0.8954383,-0.34066445,-0.12990975,0.27935416,-0.3337725,-0.7009329,0.3434858,-0.29209402,0.20203578,0.056867246,0.24622315,-0.46887827,0.2903663,-0.15453015,-0.25929245,-0.32571173,0.3254436,0.2690542,-0.7338346,-0.0035817972,0.08417431,-0.79567,0.05786019,0.44939882,-0.051628295,0.6375521,1.0429362,-0.8682357,0.09708828,0.04239452,-0.700481,0.7911004,-0.075597875,0.5925114,-1.0118054,0.56313133,0.41046193,0.83854854,0.07040077,-0.9852735,0.9609699,0.49018347,1.1265011,0.54797566,0.005903558,0.31622043,-0.06237952,-0.22078098,-0.2598316,0.008634912,-0.18433362,0.16789632,0.3808286,0.124220945,-0.15070225,0.63080055,0.527806,0.18942615,-0.102141246,-0.24824515,-0.8553178,0.547805,-1.0186272,0.40714327,-0.47171375,0.3704342,1.13394,-0.2629223,0.86744744,0.6304558,-0.6665523,-0.21823138,-0.89933574,-0.47927964,0.5437574
trippy,0.031135565,0.32911727,-0.08677569,-0.02572962,0.26835105,-0.036363855,-0.3572173,-0.64930934,0.071299985,0.19611296,-0.3447227,0.47955304,-0.18143797,-0.16759573,-0.37274453,-0.10527581,-0.14865154,0.84493417,0.003245749,0.195604,-0.46383038,0.25713307,-0.16915494,-0.9865001,-0.8157267,-0.05794385,-0.6740941,-0.8337772,0.24026705,0.12513149,-0.16069974,1.0055461,0.26457098,-0.016817098,-0.55002695,-0.10602188,-0.6467335,-0.19865094,0.2450846,-0.4380605,-0.26809096,0.26229307,-0.8964817,-0.002280843,-0.03715121,-0.31372434,-0.010759427,-0.8020699,1.1216388,0.288453,0.28247216,0.6282291,-0.47080055,-0.18190117,-0.02815394,-0.13940367,0.6181151,-0.6422622,0.0009926587,0.26726946,0.31593296,0.69389343,0.8277146,-0.09813239,-0.7053143,-0.09552195,-0.2912068,0.3604806,-0.022439409,0.16603592,-0.18313344,-0.24545887,0.19658299,-0.7960272,-0.76906234,0.25929222,0.14793698,0.24266796,0.0704239,-0.26688135,0.7220636,0.07964616,0.053340126,-0.14181267,0.018559672,-0.3667223,0.009053906,-0.002884849,0.59717524,-0.21013232,-0.31622168,0.045381088,-0.1405216,0.2535516,0.55041265,-0.037131883,-0.97930974,-0.19880898,0.04780338,-0.32322052
dark,0.08469105,0.2788219,-0.6076781,-0.20880577,-0.10791584,-0.09148344,0.4931544,-0.68884206,-0.23687963,-0.7773595,-0.28776613,0.6263912,0.48024708,-0.6968715,-0.110221505,0.16402453,-0.42891553,0.90942556,0.23362057,0.41685802,0.0071991216,1.0630411,-0.59795254,-0.04253428,-0.30838162,0.0014871038,-0.30622715,-0.7215995,-0.48511177,-0.13424362,-0.23914188,0.2126723,0.050642304,0.3700803,1.0543032,0.07476376,0.58280176,0.49039766,-0.037949458,0.040516473,0.591338,0.1743061,-0.18582551,-0.21581537,-0.0011185292,-0.2875368,-0.602439,-1.5881364,0.99725354,-0.78937423,-0.054415237,1.6584121,0.33729863,0.3179455,-0.47246808,-0.16668352,1.1627544,-0.028721483,0.74813455,0.66708386,0.04724337,-0.24773858,0.63111615,0.52009356,-0.10707897,-0.26856238,1.1085653,0.83610547,0.7216831,-0.14144492,-0.09456718,-0.474356,0.27221742,-0.9226895,-0.42013207,0.26308286,0.14220636,-0.23804949,-0.339462,-0.13552292,0.02894557,-0.5518019,0.2617045,0.49400815,0.39214674,-0.96683466,0.2783905,0.5059182,0.60790646,0.041051425,0.23747654,0.43879172,0.5000342,0.37086013,-0.0069922702,-1.0823325,0.34109947,-0.26683617,0.42025802,0.5830412
lonely,1.0188717,-0.03535792,-0.34664375,-0.39955735,-0.575508,0.10418646,0.06245852,-1.1162785,0.2605731,0.41120338,0.43580288,0.058982912,0.6637286,-0.48624212,0.35376683,-0.24920553,-0.9676621,0.42651606,0.31242245,0.17305097,0.26347643,0.10262137,-0.04754218,-1.1346576,-0.23674671,0.033728216,0.38142997,-0.53939134,0.383574,-0.124358945,-0.92210364,-0.83196974,0.22681458,-0.32412377,-0.67664933,-0.29428685,-0.14682527,-0.008707253,0.21851534,1.04097,-0.26631406,0.052235406,-0.5139303,0.13351232,-0.70150816,0.07091474,-0.8714676,-0.6634456,0.91194415,-0.19022052,-0.58277994,0.79018503,0.035263393,0.4797363,-0.19492117,-0.18885487,-0.17124069,0.20616202,0.5823478,0.68647563,0.19629607,0.3052794,-0.177644,-0.6274652,0.2630751,-0.70927984,0.6346991,0.025702802,0.279228,-0.44632596,-0.04992427,-0.062508255,-0.15962286,-0.09411406,-0.7306491,-1.0389773,0.33809382,0.60307246,0.33909318,0.50859123,0.5022239,1.1280154,0.70218194,1.2636288,0.40973717,-0.33887553,0.17084667,-0.16146909,0.046387594,0.023539774,0.37621906,0.36545897,0.27779195,0.31905082,0.10206669,0.7230342,0.2532056,0.5487287,0.6406822,-0.3761993
quiet,-0.18568258,0.33729237,-0.32515037,-0.3225018,-0.26342124,0.9466316,0.29834574,-0.5507264,0.7192298,0.17127049,0.024477385,0.5027912,0.01580019,-0.010308685,0.23889698,-0.71128786,-0.12958091,-0.20770673,0.28087962,0.4044433,0.12085148,0.85215884,-0.5860096,-0.2393533,-0.13252898,-0.06796512,-0.34174028,-0.7227245,0.22637857,-0.16447176,-0.3212878,-0.9654305,0.267372,-0.7432792,-0.11067441,-0.54831344,-0.29056236,-0.15319629,0.45306596,0.31698376,-0.6808745,0.97173166,0.5124089,-0.050740633,-0.90456665,-0.4889505,-0.11904592,-0.25185046,0.6383444,-0.86488324,0.09857144,0.3863628,0.4391282,0.66743827,-0.25814223,-0.438681,-0.4837437,-0.25058588,0.61168516,0.42608035,-0.22071338,0.2218961,-0.18626608,-0.03476741,-0.6156037,-0.98411965,0.9827933,-0.3530503,-0.492074,0.19348042,0.46876547,-0.23057815,0.14247686,-0.5755023,0.40611017,0.07931815,-0.4541318,-0.3424948,0.7746641,-0.20746802,0.60833824,0.09156572,0.4106175,1.0702192,-0.45503795,-0.9381244,-0.089526825,0.052427545,-0.02942673,0.36906326,0.21012218,0.46941966,-0.0694862,0.037291396,0.8463798,-0.77982855,-0.42706618,0.273084,0.05651765,-0.53407896
