term,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
optimistic,0.15090086,0.33885652,-0.832872,-1.0772886,-0.12632473,0.16961616,-0.13821955,-0.7439237,0.2182189,0.07552058,-0.3805618,0.25970593,0.8947669,-0.052812185,-0.3168947,-0.7282882,-0.55800027,0.530415,-0.42098317,-0.03694434,0.5965067,-0.5378481,-0.21970774,-0.10939036,-0.91939086,-0.6131783,-0.13159698,-0.08798298,0.6954095,0.07616394,0.07429784,0.21004948,0.23910148,-0.2197524,-0.53818744,-0.22344534,-0.28617862,0.68250805,-0.35169423,-0.8456105,-0.3524426,0.21477228,-0.3693438,0.24081132,0.104321465,-0.17379981,-0.42540807,-0.12587056,0.16651234,-0.3694993,0.59401757,-0.011946526,-0.014943673,0.5894868,-0.5940618,-0.021676943,-0.15989874,-0.006273544,-0.15476967,0.23672627,-0.30739203,-0.36351928,0.9481465,-0.12972492,0.1075467,0.2537843,0.7893659,-0.5486504,0.1660659,-0.21361494,0.05734216,0.02431814,-0.05763044,-0.35914117,-0.4974281,-0.14153573,-0.32677558,-0.016460504,0.10297946,0.09079596,0.7126726,0.40569517,0.15867096,0.1690478,0.15699053,-1.1401417,-0.124418825,-0.4715098,-0.37687746,-0.10363936,-0.2232662,0.29850852,-0.17378294,-0.064055726,0.7168651,-0.2716906,-0.586665,0.45038685,-0.40851423,-0.14183179
alarm,-0.27416024,0.8947147,-1.1336652,-0.13535602,0.8019102,-0.51203316,-0.13176885,0.53235877,0.56210357,0.69428396,1.1434073,-0.72889835,0.42878258,-0.5015518,-0.450122,-0.27614522,-0.7220565,0.25902522,-0.6794037,-0.46455866,-0.64558154,0.6966405,-0.42353997,-0.65943,-1.587785,0.48909637,-0.5800518,-0.6693585,-0.20406814,0.060990565,-0.18117371,0.04143531,-0.32581225,-0.76695365,-0.051012587,0.2491058,-0.9097717,0.6147423,-0.4404195,-0.4093785,0.43892926,0.92283505,-0.10460819,0.6183509,-0.07364317,0.14646031,-0.6007958,-0.83502275,0.17153853,0.6546348,0.97781277,0.55152345,-0.14496075,0.09229824,-0.90763867,0.5800062,-0.24137561,-0.7313552,0.70716053,0.9067791,1.0418237,0.21086201,1.0109348,-1.0683374,0.0121610435,0.112078905,0.0723136,-0.6513162,0.42848843,-0.20829153,0.36891577,0.84965354,-0.0525861,-0.71929467,-0.11994477,-0.6192575,-0.1450296,-0.22877459,-0.8153076,-0.046657324,0.25889078,-0.017359104,0.093486145,-0.5582832,-0.3385668,-0.3938437,-0.8777326,0.045650207,0.5254104,0.48028678,1.0459764,0.13366857,-1.1417933,0.7251879,-0.4670795,0.3438521,-0.5323767,-0.46408176,-0.72365665,-1.2357186
triumphant,0.6783227,0.60678506,-0.58057064,-0.7485153,0.07671949,0.44082898,-0.40822968,-0.63725096,0.6716219,0.30332485,-0.32922727,0.22488862,0.71435827,-0.114890724,-0.64804816,0.28044418,0.25611418,0.603679,-0.6110257,0.031849984,0.018104179,0.6297367,-0.8448267,-0.6193641,-0.4498507,0.049150832,-0.6133742,0.06336806,0.7861795,0.29680842,-1.0512553,0.044913556,-0.02264203,0.40168402,0.24677728,-0.7194619,-0.8585003,0.60424644,-0.17242698,-0.8195142,-0.31290603,0.49700892,0.6105944,-0.31221008,1.0082319,-0.32830763,0.12828393,-0.51319486,0.24473956,0.15487191,1.0323305,0.6126383,-0.78541625,0.089025855,-0.63837814,-0.46517605,0.1762243,0.054914884,0.14281629,-0.31579974,-0.20915906,0.20472038,0.7116457,-0.16874412,-1.044777,-0.0932766,0.18895194,0.6357351,-0.36488864,-0.29972893,0.42908496,0.7225161,-0.20967972,-1.02852,0.25359243,-0.12788898,-0.094632104,0.32213613,0.30080476,0.12877138,0.78323555,-0.12069033,0.7091386,0.521351,0.19902551,-1.2743456,0.023629205,0.3629118,-0.31318197,-0.5415572,-0.1462757,0.2866583,-1.0072598,0.5718681,0.49548027,-0.33779076,-0.4410476,0.6329766,0.70475,0.4599064
glad,-0.800107,0.3092024,0.35866,0.5450052,0.06989015,0.053624943,1.0744162,-0.10431574,0.51535195,-0.071948886,0.21543956,0.7761163,-0.068917915,-0.025781445,-0.95614547,-0.1838776,0.32853344,0.13821176,0.18241392,-1.1164112,-0.012273434,0.9165532,-0.8818618,-1.0764202,-0.48742417,-0.4374955,-0.032147165,-0.99667054,0.15300526,0.24936154,-0.6574015,-0.7443278,-0.024178855,-0.07579241,-0.44023302,0.73070836,-1.0200096,-0.02383309,-1.1663885,-1.188358,-0.67030823,1.0067796,-0.03417803,-0.62986153,1.0284357,-0.9211497,-1.5263252,-0.49636632,0.15406378,-0.47629553,0.51548916,1.3081906,0.22428705,0.21300033,0.25279677,0.067214675,0.7952507,-0.8808854,-0.042958472,0.6527419,2.0784578,0.083511025,1.1257007,-0.2668508,-0.20609955,-0.38180047,0.6657391,-0.4657709,0.062507056,0.21825576,0.1542691,-0.40996394,0.54195917,0.013735904,-0.6684284,-1.7420398,-0.122035354,-0.623889,1.452579,-0.1987927,-0.3065791,-0.45998177,0.6474161,-0.068226084,-0.04730247,1.2207131,0.6984379,-0.4278426,1.0161476,0.4925126,0.21078077,0.99209285,-0.084397785,-0.0839945,0.40919787,1.9874913,0.50285846,0.23503986,0.07365633,-0.44828847
sarcastic,-0.2796011,0.4718213,-0.30397907,-0.99475163,-0.6321495,0.8898697,0.12331268,-0.3901157,0.032519802,-0.7930462,-0.27785212,-0.90874904,-0.071033,-0.08987184,-0.17668925,-0.24664399,0.22931139,0.65238667,0.3284562,0.17890857,0.5081369,0.3499574,-0.5041546,-1.2877854,-0.19443613,0.69384915,-0.31019044,-0.036849234,0.61017483,-0.14156012,-0.5031583,0.98893595,-0.14475311,-0.6620704,-0.14984977,-0.6857175,-0.2123775,-0.54366034,-0.75496733,-0.08138838,-0.18681373,0.7174055,-0.62050515,-0.057197597,0.5299444,-0.30004904,-0.16033271,-0.6961501,0.473291,-1.0653069,0.33325192,0.76370275,0.13872772,0.32370904,-0.2974628,0.6506059,0.68704885,-0.535127,0.816472,-0.03442243,0.089630045,-0.521423,0.8086532,-0.32107717,-0.5955167,0.5783891,0.55404294,-0.06356219,-0.24624856,0.13207176,-0.16021001,-0.6677522,0.084397644,-0.991031,0.07368366,-0.5437044,-0.6906073,0.58627486,-0.32686463,-0.04010045,0.42104787,-0.567086,0.32800722,0.9119628,-0.18224305,0.032176934,-0.7820967,0.6147071,1.0552051,0.32038602,-0.35319626,0.8604209,-0.5562093,-0.636589,0.3651694,0.17873168,-0.8613093,1.0967691,-0.049149387,-0.2529077
pensive,-0.45308578,0.37857005,-1.1876972,-0.61220837,0.05275473,-0.21419434,-0.13282768,-0.051831394,-0.22893056,-0.27735063,0.04293296,0.22218977,0.4173987,-0.09881666,0.012260961,-0.6025901,-0.7918949,-0.6734578,-0.27343145,-0.5915549,0.30803165,0.4381013,-1.2293925,-0.6924636,-0.42234424,-0.338145,-0.3898377,0.0829667,0.5151418,0.14640065,-0.14775927,-0.34093568,-0.21925268,0.34838727,0.023382368,-0.36049384,0.30915377,0.24716966,-0.2498811,-1.2237387,-0.11875181,0.37878978,-0.19889787,0.2863502,0.251608,-0.07361489,0.6008054,-0.053227387,0.8220987,-0.29217058,0.3751005,0.59482056,0.44923684,0.022939298,0.16104767,0.16483514,0.3779998,-0.4038944,0.3810275,1.0191163,0.1497186,-0.61103994,0.2634559,-0.53158545,-1.0288177,-0.76911956,0.81468743,-0.2456824,-0.15155043,-0.898122,0.30260092,0.37777755,0.031999696,0.431531,-0.53015035,-0.9213312,0.14596431,-0.7550054,-0.09671673,0.28231284,0.6277503,-0.32549056,-0.07044867,1.1926347,-0.4822299,-1.2920088,0.58742565,0.003829654,1.0287399,-0.49428844,-0.56414735,0.85839397,0.6060116,0.14563069,0.6319362,-0.2690097,-0.22346225,0.2429538,0.93662655,0.34559724
confident,0.61446387,1.1921514,-1.0147165,-0.92581254,-0.10186305,0.1383171,-0.30419716,-0.4598376,0.49030748,-0.15243165,0.32151365,0.031494725,0.93290424,-0.19926682,0.16414024,0.24723819,0.12490297,-0.37520424,0.11277086,0.14187656,-0.5836129,0.12315527,-1.260506,-0.8125436,-0.9047078,-0.27760896,-0.41028818,-1.1719902,0.14058292,-0.17809302,0.14835453,-0.07509146,-0.26647612,-0.20728113,0.01899591,0.08848516,-1.0301696,0.36672646,-0.66940045,0.0052494695,0.77474755,0.70018244,0.058620565,-0.23749669,1.1962054,-0.8328366,-0.55630225,0.100559734,1.0276823,0.3112394,0.18452094,0.5020425,-0.5926579,0.18975131,-1.46264,0.019043263,0.02827174,0.24812482,0.46751866,0.82394403,-0.33155262,-0.5971919,0.34735548,-0.29065776,-0.65956146,0.08266084,0.4540461,-0.25402325,0.8710092,0.27928698,-0.015138129,-0.08551383,0.3635514,-0.25999284,-0.4109753,0.46981147,0.17560858,-0.108444765,-0.003977359,-0.3342108,0.49024293,0.09821578,0.60821176,0.38245943,-0.33318576,-1.0744023,-0.17297496,-0.38259572,0.83533245,-0.44497314,-0.5889388,-0.031079857,-0.5467121,0.14869885,0.41759568,-0.18047975,-1.2716899,0.43657786,-0.116923414,0.12521523
defiant,0.6880817,0.698827,-0.72454244,0.046355985,0.56464416,0.409055,0.24295929,-1.4444177,0.50111693,-1.0198177,-0.40941104,1.1373086,-0.054435387,-0.07414335,0.58023816,-0.2111581,-0.14407286,-0.16830817,-0.57085246,0.038667038,-0.01953479,1.375041,-0.97382796,-0.16678211,-0.12446688,-0.11094528,-0.9776708,0.16192222,0.52476186,-0.70735335,-0.58454823,-0.54768133,0.20585136,0.097570546,0.1670846,-0.2249328,-0.4776371,0.1341788,-0.12978192,-0.67131156,-0.75175524,0.7765001,-0.9654779,0.37235394,-0.38019115,-0.60316753,0.5705049,-0.960722,-0.3339813,-0.31403652,0.40358922,0.8947047,0.81584936,0.050976865,-0.90785617,-0.5486583,0.11786696,0.27336237,0.3170269,0.34599707,-0.47691616,0.011135496,-0.04619789,-1.6238573,-0.7151967,0.07293801,0.31832382,-0.087149024,-0.2812698,-0.16754586,0.0062465877,-0.27666485,0.20379688,0.036045827,-0.3437216,-0.7744311,0.6594908,-0.5324629,0.20285754,0.037585262,-0.5851413,-0.23227565,0.34703067,0.7538726,-0.4957747,-0.16400051,-0.2880215,0.10338196,1.086644,-0.6793082,0.57064676,0.506643,-0.52613616,-0.004040402,-0.08689726,0.15637335,-0.2670996,0.45465696,0.25668937,0.12733673
heartbroken,0.53895414,0.86171865,-0.84947944,-0.8207649,-0.20581299,0.49529615,0.28320783,-0.717735,0.009489153,0.44170818,-0.5986574,0.08262112,0.06966561,0.54218024,0.96739376,-0.2626946,-0.7133352,0.14640464,-0.12456316,0.41878983,-0.097984105,0.19498247,0.09888357,-0.9270506,-0.18199919,0.8649204,0.039554223,-0.70672536,0.09074281,0.095263354,-0.741855,-0.6280099,0.2652565,-0.045384437,-0.42650703,-0.52754736,-0.72073984,-0.3978522,0.44627982,-0.16783562,0.03445818,0.052705992,-0.26982498,-0.42880368,-0.51209587,-2.2276858e-05,0.05734197,-1.1150156,-0.25559768,-0.536117,0.35591468,0.34146044,0.5047331,0.31289965,-0.265005,0.3714085,0.045566406,0.2017352,0.81294274,0.45023128,-0.64133143,-0.052792188,0.030090312,0.11257715,0.04684606,-0.862717,0.20136614,-0.38448036,0.4039339,-0.28410578,0.3607041,0.16390201,0.7246803,-0.25515127,-0.9825336,-0.4299803,0.06861191,0.23610373,0.17472526,0.40126252,0.0009480075,0.534129,0.08949165,-0.065903425,0.06639584,-0.84149307,0.702913,0.34911042,0.10966491,0.253731,-0.58821124,0.6471124,-0.3367569,0.014832419,0.21106596,0.5389302,0.30967328,0.4122484,0.006837616,-0.40305176
tense,1.9864336,-0.34955087,-0.14500159,0.1521667,1.1870457,-0.031356104,0.040308207,-0.6829276,-0.36315757,-0.3723995,0.08539443,0.8951521,0.2647547,-0.21902844,-1.6019423,0.8786097,-0.7151979,1.5028205,0.43944874,0.42189384,-0.6541817,-0.38791496,0.42818394,-0.7964708,-0.2128906,-0.0139790205,-0.58179474,0.37839818,0.85761154,-0.64312404,-0.8355517,0.4080408,-0.20950705,0.25637886,0.50594616,-0.47983906,-0.55247074,-0.060300246,-0.2750835,-0.17402992,-0.13307174,-0.1425,0.14139687,-0.10918677,0.094537996,-0.6337547,0.18368517,-0.8008005,0.8457764,-1.466632,0.13925117,0.5368559,1.1711487,-0.1546973,-1.0133232,-0.017629772,0.16518335,0.37799892,1.7904404,-0.37841156,0.9510249,-0.15465005,0.98222524,0.5360909,-1.336698,0.76674324,0.86113036,-0.34173626,-0.28131375,-0.36300626,0.8205169,-0.71792614,-0.3976213,0.24008414,-0.51047283,0.25972933,-0.3292026,1.0253246,0.92233884,0.5223526,1.0595331,-0.53015715,0.34323978,0.3707581,0.076920666,-1.3712767,0.38269272,0.013574107,0.6864768,0.10034612,-0.044581406,1.0187234,-1.092648,0.37359977,-0.19819961,0.49885538,-0.27754351,-0.7701457,-0.4104517,0.29739746
determined,0.42540115,1.215019,0.051678214,-0.03557522,-0.17212968,0.8891239,-0.0036470348,-0.43149367,0.41028497,-0.06352697,0.11976857,0.99109066,0.5321454,0.2737503,0.47488853,-0.08536917,-0.6490276,0.31507182,0.478673,-0.2904694,-0.47780818,-0.017359523,-0.44755164,-0.3349526,-0.44684553,-0.11510705,0.49643552,-0.36195263,0.60377645,-0.63104564,-0.47988573,-0.015466509,0.26748216,-0.40004665,-0.0223109,-0.41369846,-0.98678446,1.1537797,-0.22397374,-0.56608146,-0.762972,-0.20575157,-1.2179276,0.39676294,0.78656113,-0.046278834,0.33238262,-0.8122239,-0.03245884,0.55201876,-0.5928999,0.5210292,0.7481891,0.45372343,-0.7004145,0.53127384,0.15759018,0.13561709,0.54288256,-0.3622571,-0.22168665,-0.061814744,1.1450241,-0.03050585,-0.05570654,-0.9460354,-0.1667902,0.38548777,-0.0027624574,0.15116793,-0.16831388,-0.09727245,-0.16579887,-0.13395363,-0.36056924,-0.35107467,0.357477,0.5944576,-0.19342288,0.11277478,-0.6518592,0.20547414,-0.27264947,0.50256145,-0.38849306,-0.7114384,-0.029853657,-0.8485554,0.6413842,-0.21646903,-0.5054385,1.0023364,-1.2799139,-0.010850657,0.6414253,-0.2498404,0.5455757,-0.19803725,-0.3773594,-0.060817547
afraid,-0.15686533,0.7296524,-0.70539725,0.19220033,-0.27563462,1.3125979,0.7902979,-0.6532058,-0.91202915,-0.56842524,-0.0016570722,-0.5696707,0.13305426,-0.091186576,-0.12603702,0.118354455,-0.6756436,0.77963156,-1.1229854,0.20772485,-0.26210412,0.27633363,-2.1368456,-0.42721888,0.23768625,-0.6626908,-0.05715501,-1.4719605,0.055571157,-0.24265498,-0.6847313,-0.8093115,-0.096851446,0.21106797,-0.19058836,0.5584914,0.014747863,-0.1338699,-0.050830938,-1.3476212,0.6406397,-0.32660863,0.36794698,-0.18022603,-1.3127716,-0.11495846,-0.43027216,-1.4391916,0.88608885,-1.0925338,-0.45405105,1.4173988,0.20089087,0.860485,-0.15547577,0.9218605,-0.34946215,0.858046,-0.29624835,-0.6572963,-0.94748795,0.16991808,0.20604657,1.0613467,-0.4247617,-1.7684221,1.122806,-0.32346043,-0.27991232,0.42559883,0.6679472,-0.8782532,0.658966,-0.49767828,-1.4369992,-0.38675246,0.12432329,-0.49381188,0.63120997,1.0770745,0.4504159,0.018552216,-0.41220194,0.7629306,0.052369453,0.65071833,-0.6008378,-0.44112393,-0.31721333,-0.24568301,0.1876189,0.29268947,0.5061393,0.6209413,-0.8366076,0.02230015,0.8979286,-0.36899152,-0.1489669,0.020348499
scary,0.33473808,1.3598999,-0.45004106,0.15149038,-0.2621414,0.25812924,0.0056178668,0.037546244,0.17019968,-0.22649914,0.68622226,-0.46758303,1.1503602,-0.826856,0.5304936,-0.31421033,-1.2472731,0.026809787,0.54397047,0.5875337,0.6191622,0.4731582,-0.576184,-1.0786389,-0.322289,-0.27971253,-0.18145129,-1.2858937,0.51882637,-0.08134166,-0.34108505,-0.33333224,0.40562057,0.09144863,-0.34391722,0.3126403,-1.2185919,0.20108967,0.5703875,0.8360069,0.31813735,0.28811216,-0.5886976,-1.4092774,-0.84344155,-0.5029761,0.3462793,-1.2930523,0.5599996,-0.19515535,0.2940617,1.2055867,-1.0690118,-0.32934818,-0.23979758,0.28771168,0.5125936,-1.2613991,0.1545068,-0.9766169,0.30677357,0.096879065,0.71677214,0.34764823,-0.1070528,0.6515948,1.1078649,0.40210804,-0.8071106,-0.7210909,0.6906716,0.18847321,-0.99153537,-0.081178576,0.22246484,0.41177055,-0.57073,0.7311369,1.4016347,-0.6706299,0.578392,0.32288074,0.14433308,0.28302196,-0.55015695,-0.8505056,0.25524142,0.64738417,0.62722784,0.025339784,-0.86010176,0.48784682,0.5523202,0.4102633,-0.03845035,-0.4537557,0.83278674,-0.41098723,-0.11385877,0.053472772
impressive,-0.43198887,0.34497505,-0.44515115,0.45506397,0.726759,-0.353528,-0.35544732,-0.48865023,0.0019861234,-0.77775127,-0.50661784,0.24935536,0.17191915,0.3250866,-0.048119523,-0.7733332,-0.39371264,0.080394305,-0.25801766,-0.68688226,0.14569618,-0.12669556,0.08524971,-1.3221742,0.22638962,-0.14777236,-0.13635042,-0.113794945,-0.13050622,-0.21445458,0.09353678,-0.22044659,-0.035863858,0.65005857,-0.044382785,-0.12967601,-0.5885344,-0.2781696,-0.28229576,-0.10050273,-0.55695,0.41703922,0.16614105,0.1447317,0.32853505,-0.41641188,-0.40407163,-0.24664873,0.4193352,-0.15065387,0.34074628,0.43365458,1.0582012,0.090151414,0.110542685,-0.04840945,0.5124585,-0.88806367,-0.22419432,-0.6656898,0.36422268,0.8138813,0.36063248,0.07550038,-0.53031725,-0.11928871,0.76833403,-0.99162906,0.39679152,-0.24756956,0.5184311,-0.5092415,-0.10157983,-1.148544,-0.6471776,-0.47894242,-0.24212787,0.15777306,-0.5670266,0.077215225,0.25758973,-0.3198661,0.43803093,0.20498897,-0.57816213,-0.46870503,-0.34308696,-0.21653542,0.06763328,-0.18759975,-0.75526714,0.34324428,-0.7704152,0.31971732,0.06732043,0.21069658,-0.269212,0.38257453,-0.04909447,0.082775384
amusing,0.26579845,0.41231972,-0.31482816,-1.2484171,0.14879473,0.84016275,-0.21712065,-0.58099645,-0.04269218,0.56318104,0.20104598,-0.38393575,0.2727607,-0.30690274,1.0780908,-0.4935338,0.070662774,0.72404164,-0.5604511,0.5602084,0.054431,0.6836462,-0.534059,-0.34007084,-0.7086711,0.28538775,-0.20341845,-1.0683932,-0.0058680004,0.013603031,-0.27319717,-0.017959261,-0.04033065,-0.08838394,-0.1459502,-0.020979375,-0.87450564,-0.0913646,-0.30987486,0.5816612,0.38892508,1.2831337,-0.08305486,-0.5973748,-0.066922285,0.0032695688,0.29561412,-1.2022457,0.14289263,-0.12757447,-0.33794397,-0.16098158,0.8354406,0.032640476,-0.5362576,0.39987364,0.5695476,0.014243088,1.2433302,-0.008031767,0.36100146,0.3992773,-0.029960826,-0.3078264,0.9098463,0.15472376,0.10025148,0.15018402,-0.67918247,0.33399004,-0.5118024,-0.6168397,0.11246433,-0.17772052,-0.48360318,-0.02399911,-0.44957155,0.41343942,0.4149274,0.25248197,0.5164769,-0.24949153,0.110847324,0.41392502,-0.41054553,-0.7740138,0.09680196,-0.053332265,1.4053887,0.49917755,-0.6171882,1.0282283,-0.07691718,-0.68974227,0.57474405,0.75842273,0.52167,0.15171172,0.2418928,-0.39380488
solemn,0.1694512,0.37764123,0.13835673,0.055098794,0.5484455,-0.17493734,-0.1719541,0.036697518,0.49007982,-0.090059176,-0.5031833,0.5065397,1.7254488,0.79240465,-0.5221918,-0.41241622,-0.2124052,1.1495876,-0.007892094,0.80203295,-0.15566957,1.2449846,-1.1018262,-1.0166914,0.07529483,1.1454895,-0.5014802,-0.39786795,0.44167942,0.78838474,-0.2336789,0.03259856,0.37647638,1.3868307,-0.010541448,-0.81016016,-0.37985978,0.10453363,1.6105831,0.6810857,-0.15807663,0.29359838,-0.27807483,-2.4822671,0.90868264,0.026504103,0.72872007,-0.37303284,1.0472838,0.60546327,0.184091,0.3628223,0.06350969,0.24609818,0.74294895,0.39690238,0.38577795,-0.26241314,1.3372846,0.047547713,0.44822946,0.09850701,0.9396757,0.07747811,-0.23331504,0.11940554,0.56782067,-0.113844655,1.1190602,0.25253004,1.3781841,0.058452,-0.7726348,-1.0132438,-0.36386675,-0.090400256,-0.2975691,-0.57270604,-0.4427143,-0.3919192,0.24249831,0.19400404,-0.050391916,0.8029275,0.8524,-0.070782885,1.1527517,0.6810926,1.2826835,0.9327029,-0.35162905,1.1801105,-0.33731025,-0.85764617,0.47845426,-0.1023106,-0.44569287,0.19832534,-0.18528393,0.81879365
jealous,0.66077214,1.5354697,-0.24743885,-0.49945295,-1.01709,-0.48711404,1.4577618,-1.339191,0.03442065,0.103254996,0.34374827,0.35842937,1.5680149,-0.56695735,1.5880597,-0.40201673,-1.1141489,0.86268485,-0.35480782,-0.3060799,0.35062182,0.029242843,-1.4151876,-1.1462245,-0.7544258,0.34593588,-1.5197117,-0.2669491,0.73375756,-1.4962207,-0.70119154,-0.8578195,-0.83382976,-0.889718,-1.0125643,0.49783632,0.10034555,-0.04789766,-0.25537646,0.4861715,0.10164407,-0.9151757,-0.11691049,-1.1971,1.015606,0.04232077,-1.6506199,-0.044771735,-0.16673832,-0.119293675,0.66606176,0.571699,0.34224862,-0.51036775,-1.4334434,-0.14457424,-0.0030959197,0.8852682,-0.382862,-0.66093564,-0.12496671,1.4096245,-0.49989265,-0.046700463,0.25411656,-0.03179353,0.94238865,0.10489958,-0.18266013,-0.9914057,0.20943734,-0.9491002,1.1941229,-1.2689309,-0.30868286,-1.6151403,-0.15075092,-0.17253461,0.7150671,1.0219139,0.5308836,1.3361851,-0.14457148,-0.80084616,-0.0018357753,0.09365573,0.10848282,-0.7003061,0.28357884,-0.28171837,-0.29652092,0.24202663,-1.2678269,1.9682218,0.007010506,0.46178615,1.1512167,0.13965908,-0.93614614,0.5391169
contemplative,-0.3724386,0.06197701,-0.7475353,0.0003813668,-0.26721933,0.91222566,-0.2868332,-0.63811386,0.7358601,0.006864079,0.020887284,-0.123073146,1.0034794,0.0676294,-0.48335394,0.19612469,0.7340521,0.3516027,-0.09043275,0.063268766,-0.09370104,-0.017030232,-0.280325,-0.4968493,-0.09327167,0.0030749338,0.09025373,-0.28685632,0.094135836,-0.21336606,-0.7320853,0.3206886,-0.007971732,0.39827058,0.55341417,-0.55725074,-0.38224095,0.19570576,-0.8529865,0.096814305,-0.7625594,0.93162507,0.27323,0.27666524,0.70154375,-0.53931934,-0.20228767,-0.7485937,0.85856575,-0.21035047,0.13982154,0.3314094,-0.25675303,0.68675137,-0.21052994,-0.23432381,0.74952775,-0.51801294,0.2659901,0.5868857,-0.016898563,-0.46466684,0.29015175,-0.10026781,-0.3919583,-0.026837071,0.68494695,-0.087206654,-0.88114125,-0.34759426,0.614303,-0.3256973,0.31004375,0.35548896,-0.39411002,-0.18648787,-0.33169398,-0.38663656,0.090134606,0.6440699,0.6316552,-0.21893138,0.37318724,0.022574851,-0.2757102,-1.0817865,-0.33953452,-0.5453115,-0.5084746,0.05513305,-0.5188545,0.7744071,-0.1385717,0.2828195,0.41480005,-0.6488352,-0.64658755,0.22622873,-0.15485439,0.06045012
cynical,0.3252517,-0.0688698,-0.4581574,-0.6479749,-1.4072049,0.7278341,0.72900414,-0.43719503,0.29709488,-0.6145788,-0.36431,-1.288949,-0.0934394,-0.13773207,-0.023290122,-0.6918752,0.047269087,-0.025137255,-0.15980889,0.7286492,0.04492309,0.7991789,-0.028375411,-1.4922416,0.011752114,0.013662862,-0.39250836,-0.15038975,0.5290345,-0.70675385,-0.6279154,0.50595,0.40737084,-0.5150199,-0.4769872,-0.5180449,-0.3919738,0.22346494,-0.5713091,0.29698274,-0.15372597,0.8240753,-0.559731,-0.22711736,0.3133958,-0.51164466,-0.17380036,-1.1049196,0.30741128,-0.6450312,0.11955997,1.2883438,0.14642814,0.65227526,-0.55030346,0.92119515,0.11692678,-0.4434477,1.3943992,-0.06390395,-0.2616915,0.4890733,0.42339605,0.01259646,-0.08592268,0.18415901,0.63738185,-0.17679712,-0.7290145,0.27865127,0.08669562,-0.6592089,-0.10151548,-0.33608004,0.0222897,-0.317682,-0.33719453,0.32701078,-0.20352358,-0.457393,0.08880597,0.1471131,0.2299467,0.93016577,-0.71663046,-0.06536781,-0.14611284,-0.20692152,0.88754976,-0.044232134,-0.34426355,0.7498777,-0.29639497,-0.69244653,-0.049655564,-0.2392036,-0.52413535,0.7987807,0.3692521,-0.0921037
nervous,0.37267488,0.7818662,-1.6507537,-0.07105754,0.0684848,0.5795654,0.87969905,-1.2147968,0.011639204,0.33041,-0.55127233,-0.036980238,1.7929032,0.442751,-0.22458093,-0.19374362,-0.66817737,-0.30350095,0.5327221,-0.03673636,-0.5359547,0.7627758,0.11140576,-1.3973931,-1.4117651,-0.2887582,-0.4436382,-0.7962709,0.1928582,-1.4637418,-0.6168794,-0.32368714,-0.83047616,-0.71918577,0.0032029958,-0.011748388,-1.578249,0.5085916,0.61970085,-0.5770078,0.38290095,-0.66509265,0.4078316,-0.98191136,-1.0886339,-0.4056173,-0.09629986,-0.83315754,-0.5644284,0.16923726,-0.68402106,0.6875984,0.7394355,-0.02071845,-1.1583571,0.5889968,0.72397417,-0.28001672,1.2176113,-1.0292197,1.1421586,0.58857214,-0.035608165,0.57429576,-1.0082405,0.49219778,0.7144255,-0.5921883,-1.3151833,0.62689817,1.5142778,0.26950017,0.14898197,0.41942358,0.6018224,0.108526394,-1.1278672,0.26103467,-0.4944153,1.2986609,0.77083135,-0.64324313,-1.1056167,0.5907776,0.51014745,-1.0015295,-0.7965109,-0.24952146,2.0598862,0.46343485,-0.7171861,0.69538593,-0.16643241,0.7998346,0.9756107,0.15003118,-0.7181378,-1.6782486,-1.2576777,1.2883215
