0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,term
-4.111578,0.10239184,1.095374,5.7741055,-2.726793,1.6118542,-10.54004,5.012085,-0.8750002,2.9587855,4.380641,0.02673724,3.1366832,1.01195,2.5854328,-2.1969981,0.9480737,1.1819463,-2.960127,1.1567165,-1.7148035,6.9315443,8.296511,-0.3388634,9.37261,1.7380165,6.4718456,-2.8344777,-5.1014686,-4.578114,-4.193936,6.7075624,latin
4.50226,-6.205131,-3.9167907,5.648094,-4.5704737,-4.0860686,1.0624584,-1.20575,0.6140828,-2.8686466,0.3425164,4.9374495,-4.200481,-1.5445329,0.9211782,-0.33696303,0.1524161,-2.2991312,-2.878004,4.2327437,1.9956496,-0.44050238,7.8268785,2.1030717,2.6424584,-4.5472693,4.925856,-4.99947,0.6076566,-7.419792,-8.164163,9.775243,jazz
-6.3329196,-6.5520787,4.206289,2.9235816,3.4348798,-6.1945195,-4.656778,-1.8222449,-4.206939,5.1559305,-0.477791,4.4860854,9.404879,0.10325036,-0.5692921,5.2016687,-4.06084,1.3393928,3.409393,0.46629202,0.769203,1.175079,8.293522,-0.534986,-0.9525169,0.5062897,1.0305847,-6.2999644,5.8927846,-5.72539,-1.7280502,5.176541,singer-songwriter
2.4619663,-4.6731524,3.5312552,5.048429,4.3618135,-6.440412,-3.5230422,1.3458543,5.2570834,-1.6514251,7.1666493,-1.9234703,6.9164567,2.413566,8.129438,4.40128,-3.7737367,0.14582157,-0.47974,5.670378,-2.6656163,3.0519114,0.82923484,-6.181458,2.0471911,0.8230008,6.0149436,-6.034568,1.2835788,-4.4048266,-1.9990691,2.5350256,piano
-2.1774538,-0.7102476,6.593701,2.3054938,-1.9513398,-0.7877002,-2.592265,-0.47978723,6.415925,2.45769,1.7800122,-3.1262836,8.111197,0.3173064,2.5703752,7.977827,5.8244495,-5.1870074,7.483754,-3.9288955,-8.285532,-2.0895672,-1.2081871,-6.995399,0.09085863,-3.4240806,0.2452356,0.030233573,-6.7038255,-6.8944874,-6.183688,1.7656678,chill
-2.205009,-5.7849927,7.0520935,1.5830604,-0.5810874,-1.4556074,-7.042847,1.8798435,9.025721,-6.7968187,-4.9980183,0.49407974,3.021377,1.4549366,-2.7914014,3.0023522,4.24673,1.819143,5.40795,0.58343244,1.5112807,1.9618546,-3.6874328,1.0143455,0.097523905,-0.647995,4.9577236,1.0489082,4.5779266,-0.42417505,6.879926,2.2236304,british
2.6816328,-7.387347,6.0133834,0.86632025,-3.9062827,-1.9163774,-1.0621854,6.6518717,-3.114964,-3.693844,-1.6717027,2.6067746,2.1764698,-4.9218955,1.8280066,7.873388,-3.9895704,-5.53678,5.590874,-3.656717,-1.1090972,7.097522,-3.8805075,-5.394424,0.66728574,1.3113903,2.0410905,-7.272203,1.4331679,-4.8741,-3.3330114,5.2201424,chillout
1.0388685,-4.5816617,8.891458,1.7121633,-7.019961,-2.279256,0.706713,1.7601656,3.9603517,1.7604208,-6.56625,-5.194262,-1.9509906,3.3192136,-1.7028624,1.291961,-3.6455877,2.1307492,0.06993339,2.4670746,-3.1552773,-3.598362,1.818462,-5.673963,-10.102785,0.90390885,12.046367,5.342655,0.65203834,-5.946354,-3.269408,4.9459157,vocal jazz
4.6661015,-1.1203923,3.4371002,3.9545424,-4.7947707,-0.54610646,2.2761142,4.121227,11.307338,2.0165794,-1.7906799,-3.3234704,4.1117535,2.5020063,-6.049346,4.6308217,-7.956031,-3.216282,3.536914,1.0679781,-0.56933653,1.8321327,10.74618,-7.756148,0.6339952,-5.8038936,2.0899699,1.8846208,2.5645404,-3.495315,-2.0912669,1.7898458,jazz vocal
0.68864685,1.5560927,8.128736,1.3912392,-2.9560757,-4.2030544,-3.049786,6.0531507,10.012769,-1.7537806,4.5692825,2.1931713,2.7160025,-1.7583876,-1.0830235,1.4868988,2.894064,-6.7425475,-1.0161995,-5.828856,-4.132267,-4.7214637,4.813478,-3.5691147,5.9583044,-3.3854218,-4.233841,4.603894,2.4120278,-2.9107342,-2.120569,7.3236017,jazzy
2.1193087,-0.6901424,9.162263,-1.4256141,-4.9426403,-3.588925,-4.024503,1.6234347,3.0784018,2.596554,-5.1769047,-1.9426447,3.6049283,-3.56932,6.7202525,7.6779194,0.19305193,-1.5641677,-3.9587843,2.5805545,-0.19541654,0.044735175,-2.8640969,4.179654,7.4356294,-2.759669,5.14036,-2.8708622,0.76632506,-4.336493,-3.9911397,4.3143277,mellow
-0.050572537,-2.036543,-1.2434716,5.8480844,-3.1827865,-2.4693506,-4.27657,-0.56365705,-1.0816162,6.383692,0.7145377,3.0658,6.08854,-4.486502,4.7411923,6.628145,-3.2601457,0.6951301,-3.6443305,-0.2692755,-0.080888845,5.23395,-0.8807185,-5.7238984,-0.4425727,-11.0304165,4.2704473,-4.792089,-3.9136095,-5.9061112,4.23968,5.7646575,acoustic
-4.20439,1.2371562,10.921359,-1.3070943,-0.027019506,-0.5006839,-9.279449,-1.4926096,7.9176517,0.4481307,-1.4407917,0.13227881,3.2769837,-1.0997168,-1.3935081,6.754843,-1.7033699,-1.3452053,1.3982606,-5.796492,-0.019388875,6.375099,1.1788553,-5.215704,-0.6620571,-8.222,-1.1819335,3.1234143,-2.5776753,3.1088164,-5.2735896,4.927128,relax
1.1695713,-2.2117085,1.1875024,0.8121366,9.64455,2.5950718,-8.04652,6.7867637,8.087084,3.908304,3.7689548,4.565221,5.005476,1.109164,2.143709,2.8375454,-3.0495849,1.2213149,-1.4734616,-3.5555506,-3.6485677,2.760971,7.2302976,-2.4762726,-3.07618,-3.5459578,-1.6540657,-3.7701492,-2.4856136,-5.643069,0.720098,4.8661494,vocal
8.136625,-5.618267,3.5541627,4.025256,-0.479898,2.3058476,-5.2792563,3.0368195,6.4809666,-3.3517568,1.252529,-1.0562568,6.371944,8.510589,2.6902835,-4.928499,1.2831016,-4.470781,3.7660637,-4.1754465,-2.5032973,-0.17183146,6.50799,-2.8778036,4.0678954,1.5088274,0.39204088,-8.2215605,-4.7308054,2.5090094,-5.419346,6.490093,nu jazz
-1.2740314,4.276538,7.3936806,-4.5742216,3.381327,-6.7878013,-11.301292,1.6735924,3.0440118,-2.1159933,5.1029468,-1.8356475,8.546455,-5.5645385,5.035167,1.4281487,3.4526346,1.2067937,4.9416585,-10.192152,-2.2762213,-3.7299309,0.007221494,-6.634336,3.219406,-1.5704545,7.141955,-3.7806976,1.5824679,-5.2773585,-0.02321236,-0.8342878,favorites
2.5400822,-9.127358,5.2437263,1.5448413,1.6735605,-0.6370698,-0.7876396,-4.133044,4.8965254,-8.174749,-3.5501819,-0.59485805,-7.23802,-1.7611898,3.6269865,-7.753603,-3.8518653,5.6001606,-3.5441785,-1.6721922,-0.42215443,-1.8698027,6.340879,-0.34142753,-0.23027058,3.239171,3.6153092,6.7206616,1.5406461,2.5326555,-2.7149138,4.1230645,modern jazz
-0.34451878,1.5645922,0.8813515,3.7070217,2.6319947,1.1522646,-3.0174358,1.7477865,0.21545482,3.6357863,2.6958423,-1.4261917,-5.0997224,1.9641094,-6.6458035,7.683106,-4.228034,-3.2248397,-3.6065567,3.300209,3.1883993,-2.624383,-2.498731,1.2760025,-3.9144678,3.7164032,-5.0617075,2.8183804,4.4596033,3.1799276,-5.0994825,-1.2781386,coffee break
-0.98374623,-4.020887,-4.1092806,-2.1044817,1.7654572,3.762477,-7.1112447,0.9559735,-1.5660759,4.077343,-5.3922424,-0.23819624,-5.3786006,3.617043,-0.3553749,-4.0050173,-5.659572,-4.683436,-3.0238674,4.727998,3.9257767,-2.9624474,4.1075077,3.6380062,3.5961125,0.44480377,-0.41629916,0.50620705,4.5806623,0.8539127,2.1313365,-2.5989313,10
4.617956,2.5109994,0.6178452,3.4970293,-2.943654,3.5945733,0.61714643,4.763409,-2.8146093,-1.7920837,-1.9632633,-0.3829773,-4.92103,-5.061462,-2.8893285,1.8982787,-2.7343957,2.6138887,-5.2998643,0.14819892,4.058783,3.2292464,1.6350149,-1.129302,-6.531638,-0.0007770954,-1.8399767,4.8727717,2.8561814,-0.6002593,4.5534406,4.0381627,wonderful voice
0.55304104,0.09060441,-5.0842476,-1.3015879,1.6703331,0.6608517,-1.2343708,6.309332,-8.362881,5.287901,-4.863808,2.0006733,-7.0183315,3.7693934,-1.4367023,-0.59549403,-3.1294243,0.15686767,-2.9742217,-4.485061,0.98662436,2.440977,-1.7967532,-4.9800873,-0.66401464,1.3033885,1.3273355,6.396929,3.3421423,3.0201812,6.925434,-1.0739303,good pop
-0.67942744,-4.10512,1.4217637,4.0310135,3.184891,5.919786,-1.1167735,3.987566,1.8251996,-5.3021984,-1.839913,-6.929473,-4.619697,-4.1385665,1.288423,1.6718348,-3.6322327,-2.568447,-2.78443,3.604969,-0.82663965,-0.50571406,0.9984278,-8.44139,6.50362,-4.8886323,2.7139266,3.711012,-2.5183125,-1.4969828,-1.0979882,12.578175,contemporary jazz
-0.2214485,1.8501064,-3.5045075,-4.4982405,0.8664795,-7.5192513,2.8703773,-0.11894749,-7.2086887,-3.6941996,-0.05822729,-3.868536,-2.5705748,-5.1462855,-4.491562,3.4800053,-1.7649702,2.1884487,-1.9663212,2.5467625,6.470753,0.93118656,3.8304064,4.8227096,5.9366407,4.643965,1.8905103,2.0504973,-4.4317546,0.5058391,4.753642,0.9341723,songs i love
1.212481,-2.9062407,4.7885623,1.0215591,-1.0691937,0.035473872,2.0804565,5.049726,-2.5305152,5.2328544,-1.1450108,-3.366994,-6.3179703,-0.5543642,1.3712851,-5.6961713,1.4501548,0.08378946,-4.1118546,6.7239594,-4.8791895,-0.9413237,-0.7937252,0.7908607,-9.375419,5.555644,-5.961394,-2.1309826,-5.844643,3.270715,-0.012685838,-2.3499067,dieta de martes
5.319085,5.066487,-2.7919807,3.246083,-1.6698503,1.8426976,2.2903016,3.9313953,-0.6920799,1.3667465,-2.029372,-1.8265233,-4.9018645,-1.1053865,6.87673,-1.0413527,-2.0398557,2.121989,-3.7481706,-1.6413646,-0.7634619,-3.3829496,0.009657862,0.11550984,-3.0474558,0.6687796,-6.1078815,-2.47957,3.016895,4.4042573,-0.14104515,1.7988822,gottolistenthisagain
1.943865,5.3480277,1.5077314,0.9272185,1.447086,4.5312138,1.7814261,-1.459225,6.197225,-4.6778126,1.2182959,3.5783541,-0.30813447,7.998665,-5.7859244,6.103355,1.3169535,0.2976399,0.70619535,-8.473383,-5.339118,-1.3059545,4.8348975,-0.8769232,-4.0483546,-6.1086006,-2.5155544,7.697863,-0.82262915,3.9399233,-0.34387296,1.0089,positive
-0.18805628,-0.5500924,7.6212645,0.9541371,-0.013189744,4.1058884,-2.2309983,1.1115236,9.824049,-3.5383584,7.483102,-2.5053308,3.641245,-3.6616583,-1.5142763,8.098295,3.597018,-0.23504159,4.6321707,-5.899306,-7.925933,5.308622,8.230351,-3.1478732,0.347803,-0.8210883,4.0346622,-1.5921308,3.799103,1.7532114,-4.098762,2.2480044,smooth
3.1141288,7.9895554,8.872408,1.1600362,-1.2283531,-3.072803,0.6632389,-2.111281,9.780443,-0.44668263,4.596993,2.9819689,5.8611097,0.46273348,4.2145104,3.9835546,-1.2354375,1.1499177,5.850587,-4.616214,-7.3849115,4.443004,0.74157906,-2.8474238,0.4263934,-2.4509933,1.7189741,8.235625,-0.6574363,-0.2197794,4.043331,-1.0057474,feel good
-3.0107038,3.5685437,4.3458996,-5.207224,8.96859,-5.860463,-3.1383226,-1.3042691,7.5505586,3.9865098,3.2107232,2.046034,8.590088,-4.4825373,-4.8896,6.731693,7.732447,1.7802435,0.52654797,-3.4283104,-5.9798474,-3.9648023,0.8449576,-1.0604731,2.5604372,-3.8133702,-3.7486756,-1.51193,-1.2911148,-0.41845587,-3.7686474,-2.4550488,favourites
-1.6786456,1.2666506,5.463174,-0.18607047,3.9717076,-4.5571775,1.7334889,0.9110351,3.9933844,8.531074,4.3285446,-4.43882,4.1496797,-2.847318,-1.8954325,-1.922945,3.7363625,-0.89788526,-0.44922128,-10.482527,-1.4245057,6.164843,3.9191425,-4.847551,-0.43243012,-6.716789,-2.851377,4.5034337,-2.7296903,-7.400022,0.6978898,-0.3103575,male
0.30166438,0.18052433,1.6306846,4.8546195,1.614915,-5.7219687,3.540353,4.602897,6.9310894,-0.07336609,-5.5429015,3.6882608,8.429141,3.1164043,-1.4386451,-1.3508044,1.1374174,4.673894,-2.339908,2.348957,-6.086353,0.85762024,6.474239,2.6564791,2.1797311,-3.7684608,3.4435532,-8.000996,-1.8694798,1.5967802,3.8005354,1.6620548,cover
5.4569936,-6.830021,2.3939903,-5.381227,1.4146174,-4.2294974,-6.8414454,-2.2669587,0.68878657,7.5208325,4.459007,3.5787563,6.845999,-5.7458367,7.1661797,0.03547623,-2.7290454,-2.7988203,-0.55111885,2.587128,0.40274262,0.26184255,0.9311609,-6.4559155,1.8333815,-1.967952,-5.660909,-4.224785,-0.029321417,-2.2712195,-6.4928813,3.1984966,sleep
-4.8332,8.010897,1.9006702,-0.65738034,5.7573504,-1.2962886,-11.296369,1.0416125,-0.46129596,3.840416,-0.32315516,7.6885743,10.3432,0.57530934,1.8936473,1.2219656,2.5140781,1.9785389,-2.7418106,-0.34391466,-2.224232,8.412473,-3.844469,3.0621731,1.6828188,-3.307704,5.105695,-5.382368,2.0893362,-0.4862129,3.4070613,3.4613006,britpop
-3.570755,-3.1258504,10.32345,5.3659883,5.357747,1.9050624,-4.8453503,-0.94526154,-2.555192,-0.91562057,2.0599713,1.5469182,5.047499,5.451336,6.154302,-4.789606,-2.829454,1.9215647,6.7368383,-2.0993361,-4.6214056,5.6901793,-0.86225677,-0.41890615,4.627021,-3.2358136,-0.6620176,-5.392579,-5.349407,-4.909474,6.0926867,3.483404,dance
1.6439817,0.26732007,-1.2179301,5.85404,-1.7161561,2.26337,-5.520764,1.8520724,-0.560818,-0.4776539,8.343322,6.397972,6.871083,-1.226389,4.6864605,6.6276636,-0.4362632,-8.680187,2.4771342,-2.7816737,-0.44086874,-5.04199,-3.330641,2.8788235,-4.1033735,-2.009356,6.240511,-1.6393282,2.9198313,0.5266307,-1.0634086,6.2008843,indie
0.15633772,2.9648979,6.8887067,11.762191,-2.9585571,-6.0963035,-7.0978203,2.3898845,1.9289918,-1.3276939,-3.743899,6.575846,5.122338,-3.1961958,-2.4725072,1.6265482,-9.300896,-2.7800095,-1.281073,-2.2201097,1.2878084,1.1998211,2.8397298,2.0151887,1.2057607,2.5621617,7.164998,-1.5383804,-3.1866295,-7.706083,0.8040143,2.5867474,blues
