V1,V2,V3,V4,V5,V6,V7,V8,term
-0.000764573120373624,0.000627985126095314,-0.00123741577405975,-0.00137541197411153,0.00212353338511592,-0.000241397935293729,-0.0112612827782448,0.00906723050480313,mayes48
-0.00114646534033194,0.00066169105905004,-0.0119699638273058,0.00117714362664295,-0.000174726470106774,-1.66288275961195e-05,-0.00119644399782593,0.00592324801155141,classic soul qualities
-0.000567759261943847,0.000287225628636409,-0.00124634660989114,-0.000254651515887768,0.000213448159881722,0.000380542973216812,0.00231677827113438,0.00869334685990033,ed vedder
-0.00107303545386395,0.00257326301463577,-0.00208839016820526,-0.00113514897028809,0.000269326907062837,0.000722985783774255,0.00325322879461522,0.0108992217800002,tavfm
-0.0027763385963754,0.000402953171139109,-0.00342656217712377,-0.00468398948600234,0.000378514638609123,0.000103177700206696,0.00166185400730217,0.00881865088603493,easy now
-0.000244398043116822,0.00483632408746856,-0.000347564707835283,-0.000719118695076312,0.00104250521369909,-0.000196610824403782,0.000875692439140821,0.00472958353756669,song that makes you want to dance after a shitty week
-0.00136912643225399,0.00136726500051259,-0.00826621835847171,-0.00300401168263705,0.000405012052895833,0.000274841138267411,0.00289674408828848,0.0193878163445832,stones
-0.0138859873707279,0.0052854628666587,-0.00136640877338751,-0.00169035081092227,-6.14930903346339e-05,6.17874499001876e-05,0.00168266566211217,0.00677669092572739,sheer awesome
-0.0104076743812193,0.00178542460231712,-0.0546275415915193,0.0156731566482613,-0.00136105011764704,4.0239214759237e-05,0.00200329553603788,0.0077309925125886,gamle ole
-0.000615306494300157,0.000274068975917314,-0.00110062387254775,-0.000953841551315347,0.000370253771080949,0.000287121616870941,0.00254805114752982,0.00669071711708871,i want to fuck this song
-0.000461969179049564,0.00227467197035106,-0.000966495746328009,-0.0014957616158916,0.0011108499635381,-0.000155686390646259,0.00594777255167721,0.00773650114897138,dance top
-0.000720572640944448,0.000462427783949667,-0.0022633031803299,-0.0015771540383315,0.000309444200979854,0.000453513760888261,0.00280953173263805,0.00963258366218728,good ghosts from the past
-0.00195775179992554,0.000795833919384287,-0.00343855435361025,-0.00175696625703962,0.000543469362213504,0.000949097321985877,0.00191802280957888,0.0108585350919369,oldiess
-0.000538650900831913,0.000526196550237353,-0.00133206366641938,-0.00209097641507702,0.000313210172484427,0.000157616250718582,0.00563584827595973,0.00632733027491296,aana
-0.000358806829870335,0.00141127657240066,-0.000798441190466188,-0.000371173926531685,8.75553045598735e-05,0.000756553389438388,0.00281210742901272,0.00410759941971584,poppy punky rock
-0.000800150982668466,0.000657931295650891,-0.00104908831920706,-0.00104595724848408,0.000345173124741838,0.000280851891899573,0.00373370319616562,0.00742783895593025,hurina
-0.000230630909370077,0.000344940482863491,-0.000731533608821461,-0.00237367874343648,0.00196911443200062,-0.000597673907329327,0.0543549257953295,-0.00201722811763682,my trance
-0.00107563454699547,0.000388351146440952,-0.00274504093263781,-0.00144133349406425,0.00031428954804745,0.000595101752684531,0.0011326360749487,0.00956795866989202,best of artist
-0.000706228289473283,0.000392296595209459,-0.00155238181002412,-0.00176747356840373,0.00156520191828228,0.000240266524482621,0.000861029533603605,0.00895131068270858,commercial
-0.000470458618643926,0.000560672016661248,-0.00131486605614041,-0.000756879694024394,-0.000249775097707677,0.00429155632723902,-0.0193571531606235,-0.00459012029523775,dth
