V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,term
-0.876882209485943,0.178585550147379,0.903328292131939,-1.35544849446798,-0.71411433570629,0.42900074968394,-0.49295693624885,-2.04101142034557,-0.57341849445089,1.13844068459217,2.333745305323,-0.00485223847286614,2.23372471702495,-0.200771205379781,-1.46896315667046,0.242844206152287,mayes48
1.10912351762798,1.32479630469049,1.37695270020426,-0.597525052714813,2.41910752872457,0.248727888324094,-0.0328326851256929,0.0418483345256792,-2.61771647004585,-1.71342163263765,0.563188431432255,-0.718324880755389,-0.350714753974725,-1.36671317709301,1.01823898647974,1.1579778044347,classic soul qualities
0.831228143788968,-1.09116342793087,1.45449116169217,-1.51294462042795,-1.09592995859966,-1.41187406445795,1.54746444678245,0.232163771513626,-2.58591570252504,-1.09141671358417,1.79688306607475,-0.906687379805635,1.07271461148532,-0.037107294942378,-0.633037161464203,-1.96449563592346,ed vedder
-2.44193372373719,1.97586827977873,-1.26477047596252,2.09011967437994,1.16446143138396,0.380450860672479,-0.904803696667074,-0.662592469437504,0.341790861296015,-0.980166806396074,0.716749134258335,-0.559709447121768,-1.91636305322254,-1.14604301506925,0.685582081375584,-0.537093068842331,tavfm
1.18338668576839,-2.09304239507474,0.782287465797776,-0.474884332686058,0.659247442310242,0.359800017815542,-0.730390243256226,1.61239877085578,0.992726823495561,-1.01777347386702,-2.08078309286794,-2.10544067678358,0.206742749242589,0.518614980553796,-0.212244676386438,-0.264150345831751,easy now
2.5016159541887,-0.53246357775537,-0.345096545941283,2.06098492934509,-0.00405667227302312,1.23253984131893,0.390515127433139,-0.07396546819962,1.66538849013911,-1.81105636599271,0.187871332108342,-0.0326482555986425,0.0624548530854551,-1.88476068966113,-1.99546988754497,-1.27024079033914,song that makes you want to dance after a shitty week
-0.895707979116271,-0.367332617572721,0.811533741513041,1.61369569321187,-0.363438665566599,-0.783827532824685,-0.170256079941904,-1.21742344826355,-1.12476832669904,-2.11093886286327,0.902777212524504,-1.46881367270102,-0.171176823476193,0.583431889739935,0.29767385193324,-0.731303365622915,stones
-0.420095968891248,0.0250056412241666,0.793863010248353,2.07070782747964,0.934688414825314,0.964040670010122,-0.245498838726048,-1.10871432641921,-0.322288209884289,-1.15123715298664,-2.52881203739206,1.36560404123796,-1.03774712166277,0.219544650483148,-0.356708128561207,-1.2703474278715,sheer awesome
0.157194130502569,0.627597867765958,-1.55193591113967,0.66913439498205,-1.18692877304953,-0.113769229068612,-0.323041568308252,0.406463853388892,-1.84844322522923,-0.680876675373557,-1.34802521767506,2.75042749221999,1.46829763774984,2.7316521654296,-0.177108076302153,-0.06018253719377,gamle ole
0.79550420937876,0.455606938552688,0.881666981152496,-1.9916281840524,-1.59216048079371,1.08492540947554,-0.374879710338385,1.32984788383302,1.7678641592783,-0.0379342002758016,2.5558339801839,0.886340260975659,1.10555593638599,0.930116551023598,-0.319915486082506,-0.0219998318798919,i want to fuck this song
0.0208506303955767,-0.833565713511234,1.09674632241049,3.03978346325721,-0.358628427967311,1.77945047463251,2.1828163845827,-0.265806538200021,1.27779391765672,-0.6261881849763,-0.175923434594477,-1.11913685783752,-1.44433437666518,1.05310067995976,0.150520597071034,-1.11168611499955,dance top
0.697064373067613,1.34696844727967,-1.33822448635129,1.00892103721634,2.12011970350135,-0.0247941197499554,0.0144688254985243,0.684491553048186,-1.89502167146635,-1.79427530792265,0.636133567775174,-0.522352342513708,-0.0288460270930468,-1.51306433331759,1.57269817142212,0.436508362747239,good ghosts from the past
