0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,term
-0.12072441,0.45731083,-0.79266363,-0.43190643,0.41097653,-0.09035068,0.73754686,-0.012330449,0.70280546,-0.6573249,-0.3100247,1.0508,0.89930826,0.5697496,-0.2974348,-0.7992375,-0.7403929,1.4605459,-0.77888215,0.78399867,-0.303059,1.8059055,1.0922366,-0.029697621,0.053827595,0.7220213,-0.2530316,-0.057139862,0.5367467,-0.8088502,0.7421711,0.8977473,alternative rock
0.14575729,0.14454092,-0.66031504,-0.5172724,0.41107613,0.6339747,0.4586124,-0.43489182,0.53246605,0.14668186,-0.10986655,1.3755842,0.29453194,0.29575324,0.045685843,-0.53171676,-0.6033104,0.6431966,-0.5161437,-0.48453712,0.6164017,-0.07874639,-0.41140267,-0.9919703,0.3041322,0.26195312,-0.88022274,-0.77399635,0.49818057,-0.22198908,0.18298544,0.28113595,rock
0.6031574,0.45649037,-0.54312325,0.5235859,-0.0895893,0.41546026,1.4152901,-1.6761955,0.14515913,-0.86243856,-0.39076805,0.47542673,-0.8609308,0.9546721,-0.6884223,-1.0154887,-0.9541533,2.251165,0.062216613,0.37293324,1.244809,0.3571489,0.4224489,0.21359819,1.0234183,-0.30982307,-0.8340156,-0.18767832,0.6259237,-1.1108708,0.1370729,0.23729838,hard rock
-0.35758382,0.7494839,-0.6723554,0.06676874,0.65829086,-0.24073961,1.326583,0.22522208,-0.015479916,-0.7525696,0.61924356,1.3046757,-0.6777483,0.58275956,0.26284134,-0.30488724,-1.6210519,1.1794089,0.16241108,0.13543493,0.9539001,-0.28487423,-0.45832303,1.4840553,0.79600376,0.7348667,-0.4784411,-0.3047074,1.1933899,-2.1722715,-0.2582679,1.1146971,heavy metal
0.015088891,-0.07450495,0.48952565,0.6600133,0.1865793,-0.44745016,-0.44668177,-0.06740118,0.030042656,-0.9513491,-0.33584812,-0.15960562,0.55490935,0.67217296,-0.9500643,-0.5638426,0.03015542,1.3573077,0.007252676,-0.9255271,0.16038361,0.6762086,-0.28264287,-0.3867533,0.46855834,1.1928774,0.27214321,-1.2341281,-0.1164963,-0.88131815,-0.076764226,0.25252053,00s
-0.5365591,1.2564831,-0.72509086,0.8646541,0.3605081,-0.43123615,0.5901736,-0.5320267,0.09988324,-0.17424938,0.6983789,-0.17194328,0.70494515,0.47098115,-0.08207166,-1.2393072,-0.8401225,0.32399642,-0.70759445,-1.0865054,-0.79123086,-0.7141495,-0.58831036,-0.078766294,0.4253117,0.4945846,-0.054680392,-0.6487873,0.18565816,-0.41510996,0.37542406,-0.053838506,5
-0.98655784,0.66102475,0.17350829,0.28634003,1.0758195,-0.34800765,-0.17883441,-0.5546155,-0.37674737,0.12117384,0.32735577,-1.0742012,0.14683014,1.4619812,-0.018448386,-0.6613069,-0.93734175,0.0993375,-1.841461,-0.10398062,-0.62085754,-0.5051958,-0.02137379,-0.5983557,0.14780164,0.7942498,-0.5698,-1.1682609,0.057437953,-0.59185624,0.63577425,-0.31540254,check this out
0.53931046,0.2799917,-0.7458583,0.14017546,0.8301789,-0.6391089,1.1905795,-0.12227203,-0.5413619,-1.4237685,-0.7654407,-1.4333534,-0.07231593,0.14298844,-0.97223204,-1.8685057,-1.3509955,1.0450296,0.4107629,-0.2276758,0.27936077,-0.7804231,-1.1158133,-0.12995905,0.15981628,-0.08989188,0.12447876,-0.7457817,1.143553,-1.4570725,0.16433918,0.049748134,bay area
-0.5261775,0.108243786,-0.9096622,-0.2112056,-0.47812572,-0.6744493,-0.23949955,-0.2344792,-0.7155759,0.42768183,0.35347405,-0.52912176,-0.17368597,0.21340077,-0.7813176,-0.21816818,-1.5416092,0.70609826,0.80881846,0.37435648,1.346845,0.18177222,-0.203096,0.5321677,0.66741246,-0.39697072,-0.083071895,-0.18813346,0.37852013,-0.07188774,-0.5740564,-0.11184964,classic
0.573054,0.111402795,-1.0502882,-0.031053178,0.07397544,-1.2642123,-0.2265281,0.28667536,-0.6139436,-0.16322826,-0.3351367,-1.0763159,-0.073181845,-0.027090752,-0.60407037,-1.203342,-1.9672103,1.0122356,-0.93030584,-1.1653289,0.06454881,1.1190181,-0.5226404,0.44046283,0.27390945,-0.5142831,-1.7518277,0.046537597,0.2095317,-2.0582528,0.33692047,-0.37533236,hip-hop
